k,count,transfer_mean,dissipation_mean,production_mean,total_mean,transfer_sem,dissipation_sem,production_sem,total_sem
1.2271846303085129e-02,1.8800000000000000e+02,-4.9894464549505006e-11,-2.4413932474204847e-12,5.2338654054667167e-11,2.7962577416845334e-15,5.9927161899130203e-13,6.5479906356989896e-14,5.6321904334551459e-13,1.5198535456196774e-15
1.2655341500056540e-02,2.0800000000000000e+02,-5.1981799086309585e-11,-2.6700600975472557e-12,5.4652717979046396e-11,8.5879518954707369e-16,6.1565997040101636e-13,7.7369439410642588e-14,6.1333274381203788e-13,2.9467163625174655e-15
1.3038836697027951e-02,2.2400000000000000e+02,-5.1597424180453277e-11,-2.8237760508348785e-12,5.4420042692740947e-11,-1.1575385472039501e-15,3.7819087699470533e-13,7.8771451678182116e-14,3.7729788495518229e-13,2.9378649861360487e-15
1.3422331893999360e-02,2.2400000000000000e+02,-4.8869066916367309e-11,-2.8011698237678694e-12,5.1668890924392953e-11,-1.3458157422194265e-15,5.2530203522214741e-13,8.0822089469193880e-14,4.7896730409115239e-13,2.9407115893777226e-15
1.3805827090970771e-02,2.2800000000000000e+02,-4.6521335567085249e-11,-2.8126776123390030e-12,4.9332055612504874e-11,-1.9575669193832004e-15,4.1927913102665645e-13,8.3266893495558374e-14,3.9450504535749104e-13,2.1621097497264479e-15
1.4189322287942181e-02,2.2400000000000000e+02,-4.3120666842337494e-11,-2.7520186778222161e-12,4.5873500503629223e-11,8.1498346951715308e-16,7.1251300822432854e-13,8.3459858434758958e-14,7.5902670690978576e-13,1.0046900375941308e-15
1.4572817484913590e-02,2.4800000000000000e+02,-4.4770823007888654e-11,-3.0033830820588744e-12,4.7772989119445217e-11,-1.2169705023198629e-15,4.5650156904938770e-13,8.5450207270681993e-14,4.1891458853695228e-13,2.8906248407434142e-15
1.4956312681885001e-02,2.3600000000000000e+02,-4.0515670904152593e-11,-2.8533901228324288e-12,4.3370114719281024e-11,1.0536922959903529e-15,3.5821078081643164e-13,7.8913464852475478e-14,3.3826023770557306e-13,1.5647450053346253e-15
1.5339807878856412e-02,2.6400000000000000e+02,-4.2895594398360681e-11,-3.1547963427569620e-12,4.6048958438702855e-11,-1.4323024148039929e-15,4.3642535546266960e-13,8.8237373603673773e-14,4.2988991292707349e-13,2.4274534995842445e-15
1.5723303075827821e-02,2.4800000000000000e+02,-3.8589583925296063e-11,-2.9540189429124279e-12,4.1542907130281028e-11,-6.9573792746229296e-16,5.0174454557897130e-13,8.8564404336058109e-14,5.2247621563227049e-13,2.0358729162330531e-15
1.6106798272799233e-02,2.6400000000000000e+02,-3.7791438521287486e-11,-3.1292759569445700e-12,4.0920315010096586e-11,-3.9946813547647090e-16,2.6581706007989979e-13,9.1977636960383764e-14,3.0734906997521273e-13,1.6880751946892901e-15
1.6490293469770642e-02,2.7600000000000000e+02,-3.8082496470405290e-11,-3.2710408086977721e-12,4.1354287523518090e-11,7.5024441502929290e-16,3.5254234319889260e-13,9.0408291656745852e-14,3.1729568620567959e-13,1.5122657268505864e-15
1.6873788666742051e-02,2.6400000000000000e+02,-3.4045065738168349e-11,-3.1155655705766934e-12,3.7160963376172182e-11,3.3206742713912213e-16,2.9574130508687794e-13,8.9341394175658500e-14,2.7261520834543031e-13,1.4741132421959298e-15
1.7257283863713464e-02,2.8800000000000000e+02,-3.5986415402511148e-11,-3.4101506458725516e-12,3.9394640949558523e-11,-1.9250988251771173e-15,2.2601733577166183e-13,9.8415114303955094e-14,2.7955966602774258e-13,1.6483989371521156e-15
1.7640779060684873e-02,2.7600000000000000e+02,-3.2939402339031330e-11,-3.2592210677762339e-12,3.6199637729465759e-11,1.0143226581934089e-15,3.1519466962726781e-13,9.2360643219301970e-14,3.3124022484156956e-13,1.5083736091563399e-15
1.8024274257656285e-02,3.0400000000000000e+02,-3.4318053243169074e-11,-3.6006601428172888e-12,3.7917202397020939e-11,-1.5109889654290385e-15,2.7456526291084371e-13,9.8448739652869356e-14,1.8768058304432213e-13,1.6157010370812701e-15
1.8407769454627694e-02,3.0400000000000000e+02,-3.2745921723086964e-11,-3.5872088647436399e-12,3.6332536435932722e-11,-5.9415189788076704e-16,3.7044381297798364e-13,1.0454909527540765e-13,3.5725199823161681e-13,2.2762825929021111e-15
1.8791264651599103e-02,3.1200000000000000e+02,-3.1988409971968578e-11,-3.6925056516495463e-12,3.5678298364110953e-11,-2.6172595071747944e-15,2.7149017306131653e-13,1.0533176054416910e-13,2.5812452082710938e-13,1.4540347294870442e-15
1.9174759848570515e-02,3.1600000000000000e+02,-3.0874241445585482e-11,-3.7629551246377611e-12,3.4637033588559048e-11,-1.6298166419956003e-16,2.4160205729496698e-13,1.0811695912909872e-13,2.5712360655798587e-13,1.6930422547202798e-15
1.9558255045541924e-02,3.2000000000000000e+02,-2.9834319869275227e-11,-3.8060644233864644e-12,3.3642436384392476e-11,2.0520917307848490e-15,2.7315206575218789e-13,1.0687111025012911e-13,2.2894655369673577e-13,1.4609103459775186e-15
1.9941750242513337e-02,3.4400000000000000e+02,-3.0178108110211664e-11,-4.1070554948600797e-12,3.4285758593233604e-11,5.9498816186298512e-16,2.3894656047981718e-13,1.2469246829560303e-13,2.3351841881189152e-13,1.1268395160381728e-15
2.0325245439484746e-02,3.1600000000000000e+02,-2.6557604877490451e-11,-3.7856261310510565e-12,3.0344196713703505e-11,9.6570516199565850e-16,2.2171781123308486e-13,1.1154795650927109e-13,1.3105021713228267e-13,1.6178353087708578e-15
2.0708740636456155e-02,3.3600000000000000e+02,-2.7137256318554765e-11,-4.0497180115730439e-12,3.1183883474852461e-11,-3.0908552753409496e-15,2.9871485140093020e-13,1.1325325706973111e-13,2.7807248538509670e-13,1.3469575556150411e-15
2.1092235833427567e-02,3.5200000000000000e+02,-2.7281803451358066e-11,-4.2672826000647934e-12,3.1548869008290427e-11,-2.1704313243644927e-16,2.7825482854904660e-13,1.1844731152497916e-13,2.8126519871056187e-13,1.2497790029105547e-15
2.1475731030398976e-02,3.4000000000000000e+02,-2.5222312313283850e-11,-4.1416843246510060e-12,2.9364427323088158e-11,4.3068515330659804e-16,2.4793525580378532e-13,1.1531883157851653e-13,1.8772957289151175e-13,1.1353367097570817e-15
2.1859226227370385e-02,3.7600000000000000e+02,-2.7031607931449824e-11,-4.6097130169984912e-12,3.1639631601429601e-11,-1.6893470187112138e-15,1.5036259900042820e-13,1.3199029448975321e-13,1.1264547513247149e-13,1.5242166049441916e-15
2.2242721424341798e-02,3.3600000000000000e+02,-2.2763984785680354e-11,-4.1305206019275784e-12,2.6892233733886866e-11,-2.2716537210690500e-15,3.0992719679230427e-13,1.2045686754870152e-13,2.5589079919604662e-13,1.3480969569835406e-15
2.2626216621313207e-02,3.9200000000000000e+02,-2.5363961776058504e-11,-4.8472522147137943e-12,3.0213291818289175e-11,2.0778275168774382e-15,3.5059801745001873e-13,1.3719617692208683e-13,2.6091666341054683e-13,9.8425655775433524e-16
2.3009711818284616e-02,3.8000000000000000e+02,-2.3653046838887313e-11,-4.7374577774085228e-12,2.8389080611508096e-11,-1.4240047877384448e-15,2.6152991261982340e-13,1.3596147013864619e-13,1.9176988312487888e-13,1.2165344861122308e-15
2.3393207015256028e-02,3.6800000000000000e+02,-2.1479596214051184e-11,-4.6023192611789858e-12,2.6081022129271237e-11,-8.9334595893142179e-16,2.7786082926940919e-13,1.3135889277190792e-13,1.9080800900103728e-13,1.0951229834078970e-15
2.3776702212227437e-02,4.0000000000000000e+02,-2.2857256982046435e-11,-5.0610475373243218e-12,2.7918129614869704e-11,-1.7490450104917053e-16,2.2856288133250736e-13,1.4632291201443485e-13,1.8908662346707062e-13,1.4550778803581412e-15
2.4160197409198850e-02,3.6400000000000000e+02,-1.9966996863287794e-11,-4.6247536896085930e-12,2.4591605671011393e-11,-1.4488188499544409e-16,2.4084733072830223e-13,1.3249205446189578e-13,1.7896200967107944e-13,1.6207968231601409e-15
2.4543692606170259e-02,4.4000000000000000e+02,-2.3291424731389879e-11,-5.6373613037741994e-12,2.8928942670540232e-11,1.5663537616121919e-16,2.6346692181615040e-13,1.6246291754620461e-13,1.4876058435609841e-13,5.7396281168739246e-16
2.4927187803141668e-02,4.0000000000000000e+02,-2.0035482233703402e-11,-5.1626165179474416e-12,2.5197256778740186e-11,-8.4197291065623053e-16,1.7654215342915534e-13,1.4742946267777739e-13,1.4314158106314100e-13,9.9633172563415547e-16
2.5310683000113080e-02,4.2400000000000000e+02,-2.0253628148240713e-11,-5.5132870661874009e-12,2.5768740759274059e-11,1.8255448459446956e-15,1.6968950611431696e-13,1.5887233505011960e-13,8.1078482155705380e-14,1.4221551052733946e-15
2.5694178197084489e-02,4.2000000000000000e+02,-1.9409937810696628e-11,-5.5087530355412784e-12,2.4917582010564392e-11,-1.1088356735184814e-15,2.2160271116054322e-13,1.5839488483229167e-13,1.1084093846428836e-13,1.7701663846890965e-15
2.6077673394055902e-02,4.1600000000000000e+02,-1.8395625954719000e-11,-5.4877541059114287e-12,2.3882312930634550e-11,-1.0671299958797618e-15,2.3151668138184661e-13,1.5619549276070350e-13,1.1755441820868646e-13,7.5986563314295039e-16
2.6461168591027311e-02,4.4800000000000000e+02,-1.9117016100551814e-11,-5.9657613255120116e-12,2.5083731773069463e-11,9.5434700563445318e-16,2.7620171056512504e-13,1.6527713355123213e-13,1.9247696569322851e-13,1.1521865098143910e-15
2.6844663787998720e-02,4.2800000000000000e+02,-1.7155199748178973e-11,-5.7494401096853458e-12,2.2905195639640864e-11,5.5578177654442183e-16,2.1845008135454791e-13,1.6519726897315697e-13,7.5927002054937657e-14,9.0732229477437444e-16
2.7228158984970132e-02,4.3200000000000000e+02,-1.6682730508942243e-11,-5.8536989243344247e-12,2.2535062802414295e-11,-1.3666308623728831e-15,1.5390216305487801e-13,1.6987990589472408e-13,1.2762479571167564e-13,9.8551654742751603e-16
2.7611654181941541e-02,4.8000000000000000e+02,-1.8115950005976395e-11,-6.5635767917452354e-12,2.4677876728846965e-11,-1.6500688746630828e-15,1.8765628643603677e-13,1.8500379889801187e-13,1.3115289993400464e-13,1.3376078384713328e-15
2.7995149378912950e-02,4.4400000000000000e+02,-1.5764411452127788e-11,-6.1154903147897664e-12,2.1880669090404516e-11,7.6732348696253859e-16,2.6458226918898321e-13,1.7847072198467947e-13,1.2680522562633232e-13,1.2515564703952822e-15
2.8378644575884363e-02,4.7200000000000000e+02,-1.6011953443992620e-11,-6.5606230559569385e-12,2.2571660248141167e-11,-9.1625180838950133e-16,1.8308992121314627e-13,1.8787384537999596e-13,7.1782510879523680e-14,1.6659748124934083e-15
2.8762139772855772e-02,4.5600000000000000e+02,-1.4893627491842481e-11,-6.3932440699287781e-12,2.1286780094433366e-11,-9.1467337896966612e-17,2.4659504556396760e-13,1.8242369910618211e-13,1.2769086771365852e-13,1.5995341587532631e-15
2.9145634969827180e-02,4.8800000000000000e+02,-1.5450249667832427e-11,-6.9141745049436203e-12,2.2361663128628887e-11,-2.7610441471572376e-15,1.9002889907939404e-13,1.9994361205841646e-13,1.2367453624990986e-13,1.6950998637331372e-15
2.9529130166798593e-02,5.0000000000000000e+02,-1.5087869058771849e-11,-7.1442862509901254e-12,2.2231174249563586e-11,-9.8106019838738310e-16,2.9231977162271216e-13,2.0398170903013650e-13,1.2083746723603438e-13,1.3126665934153627e-15
2.9912625363770002e-02,4.7200000000000000e+02,-1.3504453419208674e-11,-6.8018696473766688e-12,2.0307632067886922e-11,1.3090013015787406e-15,1.6294869723815103e-13,1.8816362081570225e-13,6.8030464939156483e-14,1.6952596832916136e-15
3.0296120560741414e-02,4.9600000000000000e+02,-1.3590345350234749e-11,-7.2240128875919088e-12,2.0814578823217564e-11,2.2058539090401719e-16,2.0624898496534298e-13,2.0644448494049782e-13,1.5245818687171505e-13,1.6751829843234141e-15
3.0679615757712823e-02,4.9200000000000000e+02,-1.3128320967020155e-11,-7.2213270636747001e-12,2.0346693320606627e-11,-2.9547100882272894e-15,2.0131254648158041e-13,2.0749482929304306e-13,9.3626577360202389e-14,1.7915235924258030e-15
3.1063110954684232e-02,5.3600000000000000e+02,-1.3658923125628395e-11,-7.9405043596429057e-12,2.1598332143307915e-11,-1.0953419633868155e-15,2.5952963747562922e-13,2.2606392757672728e-13,7.4064591613983748e-14,8.3906566821825582e-16
3.1446606151655641e-02,5.1200000000000000e+02,-1.2251469043958954e-11,-7.6504063845787727e-12,1.9900418667960419e-11,-1.4567605773091642e-15,2.4518362854974785e-13,2.1806623334646290e-13,1.1963194569576218e-13,8.7605377193313719e-16
3.1830101348627057e-02,5.1200000000000000e+02,-1.1895447750208974e-11,-7.7177069070923900e-12,1.9609855128533822e-11,-3.2995287675414460e-15,3.2795237223958242e-13,2.1848892754709052e-13,1.4489129054442369e-13,1.5243859927529122e-15
3.2213596545598466e-02,5.1600000000000000e+02,-1.1461283159408389e-11,-7.8479406166564296e-12,1.9306822787036006e-11,-2.4009890288162051e-15,2.3390024947698955e-13,2.2381186263809617e-13,8.1921843080152341e-14,1.1933552211545433e-15
3.2597091742569875e-02,5.5200000000000000e+02,-1.1652745241178776e-11,-8.4929108391246361e-12,2.0145539657629079e-11,-1.1642267433017026e-16,2.3707038099069295e-13,2.4012507664297819e-13,9.1117933868898601e-14,9.5837818832809089e-16
3.2980586939541284e-02,5.4400000000000000e+02,-1.0841190596275812e-11,-8.4398725976061162e-12,1.9278472239668868e-11,-2.5909542130599047e-15,2.2844137145788092e-13,2.4011552720203757e-13,7.0279448451486834e-14,1.4287278520287905e-15
3.3364082136512693e-02,5.4000000000000000e+02,-1.0215268598661263e-11,-8.4591714171790087e-12,1.8675759473899248e-11,1.3194580589799089e-15,2.4063688904717696e-13,2.4130557934113410e-13,1.0430737542238335e-13,1.0762858390431900e-15
3.3747577333484102e-02,5.3600000000000000e+02,-9.8720536690749144e-12,-8.4791062941892409e-12,1.8350684189181687e-11,-4.7577408247211839e-16,2.8221293248639206e-13,2.4035996036714743e-13,7.8014207804830751e-14,2.0793705327441738e-15
3.4131072530455518e-02,5.8400000000000000e+02,-1.0040350337317977e-11,-9.3225155522215595e-12,1.9365149088368966e-11,2.2831988294280545e-15,2.7795538245428220e-13,2.6633020911730134e-13,5.3778962051095704e-14,1.8835239905049510e-15
3.4514567727426927e-02,5.5600000000000000e+02,-8.8857722279961347e-12,-8.9487391189790076e-12,1.7833631780357020e-11,-8.7956661812074166e-16,3.0356414140998555e-13,2.5288113514876620e-13,1.2774016810342788e-13,1.3943746480389454e-15
3.4898062924398336e-02,5.7600000000000000e+02,-8.9721706596057788e-12,-9.3752179353445484e-12,1.8347129229560847e-11,-2.5936538947786811e-16,2.6674876953228693e-13,2.6706440860525502e-13,1.0302325639270765e-13,1.8743310590283597e-15
3.5281558121369745e-02,5.6800000000000000e+02,-8.4504484066550114e-12,-9.3290489954294123e-12,1.7779598139181713e-11,1.0073709728904860e-16,2.0563568957451736e-13,2.6782805204851482e-13,9.4851724639372660e-14,1.0999268639363870e-15
3.5665053318341154e-02,5.9200000000000000e+02,-8.1684183209695979e-12,-9.8139312326155109e-12,1.7980496985992470e-11,-1.8525675926371049e-15,2.9566717459085849e-13,2.8116225823212440e-13,8.2757580570820596e-14,1.7100875578496180e-15
3.6048548515312570e-02,5.8000000000000000e+02,-7.4712777653264067e-12,-9.7006353597805782e-12,1.7173411103224701e-11,1.4979781177224744e-15,2.6238479407063011e-13,2.7872914852003906e-13,6.4932855266796839e-14,2.1204116017892393e-15
3.6432043712283979e-02,5.9200000000000000e+02,-7.2802586008633846e-12,-1.0004957622262712e-11,1.7283936800157027e-11,-1.2794229690662569e-15,2.4904617037066573e-13,2.8735587947710597e-13,6.8300327272699693e-14,1.2746524767089144e-15
3.6815538909255388e-02,6.0000000000000000e+02,-6.8869281708764624e-12,-1.0225192933274404e-11,1.7110577689823898e-11,-1.5434143269672854e-15,3.2885841119175052e-13,2.8941443554015216e-13,1.0866788375440614e-13,1.0480954694171012e-15
3.7199034106226797e-02,6.1200000000000000e+02,-6.7216622023151908e-12,-1.0527179662655550e-11,1.7249631398970214e-11,7.8953399947603001e-16,2.7619621139122226e-13,3.0259231231047890e-13,6.7936060356807734e-14,8.8565139707507726e-16
3.7582529303198206e-02,6.6400000000000000e+02,-6.9084305113010940e-12,-1.1540210194774782e-11,1.8448600628560451e-11,-4.0077515426062302e-17,3.1306567606160092e-13,3.3087527119630199e-13,1.0507305589650980e-13,2.0186416570758288e-15
3.7966024500169622e-02,5.9200000000000000e+02,-5.5199443845479125e-12,-1.0370433859074526e-11,1.5891371138840010e-11,9.9289521756929561e-16,2.7992431323706654e-13,2.9502215356935242e-13,7.0323822330012251e-14,8.5991405497883670e-16
3.8349519697141031e-02,6.4000000000000000e+02,-5.5848272596748496e-12,-1.1328279210825724e-11,1.6915466462780894e-11,2.3599922803215873e-15,3.1690927710604904e-13,3.2417594404778408e-13,4.6155256749464401e-14,2.0679513856656643e-15
3.8733014894112440e-02,5.9600000000000000e+02,-4.5813767258756007e-12,-1.0629776409370270e-11,1.5210871814549940e-11,-2.8132069593050510e-16,3.2047747365192892e-13,3.0525864513204395e-13,8.7175517207788013e-14,1.4083132748086995e-15
3.9116510091083849e-02,6.6400000000000000e+02,-5.0230002890420162e-12,-1.1959522563530473e-11,1.6982586940785400e-11,6.4088212907144276e-17,3.0222688335244238e-13,3.4259689044832216e-13,6.6069437397141405e-14,1.1733319801809589e-15
3.9500005288055258e-02,6.7200000000000000e+02,-4.5388101019369300e-12,-1.2246663999997473e-11,1.6786224580799968e-11,7.5047886556590172e-16,3.7796583322239351e-13,3.4917147094371606e-13,1.0467741488334552e-13,1.6566080831761312e-15
3.9883500485026674e-02,6.2000000000000000e+02,-3.7926010298731484e-12,-1.1369932048710645e-11,1.5159812008181253e-11,-2.7210704025390685e-15,2.7675668849265907e-13,3.2762756033740656e-13,6.4284658053037289e-14,1.9050112112419194e-15
4.0266995681998083e-02,6.6400000000000000e+02,-3.6354519272946828e-12,-1.2316391415349524e-11,1.5952528174419200e-11,6.8483177499525284e-16,3.6204635548327746e-13,3.5147232280416793e-13,4.7966223215455497e-14,2.2477785339119426e-15
4.0650490878969492e-02,6.5600000000000000e+02,-3.2753596020581502e-12,-1.2255316666690181e-11,1.5528928386822016e-11,-1.7478819263133059e-15,3.9451032444207207e-13,3.5396976084554615e-13,9.3717517857016332e-14,1.6039360795611085e-15
4.1033986075940901e-02,6.8000000000000000e+02,-2.9579890059540325e-12,-1.2844175967642043e-11,1.5802146162114551e-11,-1.8811481522112376e-17,3.9624327628472747e-13,3.6674727078544008e-13,4.8732471435304467e-14,9.3249205533517942e-16
4.1417481272912310e-02,6.9200000000000000e+02,-2.7284704375756041e-12,-1.3184930748775368e-11,1.5915568374335509e-11,2.1671879845381811e-15,4.0394841296933377e-13,3.7881764153194947e-13,8.0873546179927048e-14,2.1293396816244639e-15
4.1800976469883719e-02,6.7200000000000000e+02,-2.0128411920548381e-12,-1.2882373901032976e-11,1.4892291560669114e-11,-2.9235324186979314e-15,3.6414862133686361e-13,3.7021654066425966e-13,9.2882957441322537e-14,1.1362422761552248e-15
4.2184471666855135e-02,7.2000000000000000e+02,-1.9736172261457306e-12,-1.3984140658523184e-11,1.5959754455111253e-11,1.9965704423408816e-15,3.7981971632786268e-13,4.0288711817020472e-13,5.9451161573900664e-14,1.8550983922018978e-15
4.2567966863826544e-02,6.6800000000000000e+02,-1.4754042004183787e-12,-1.3056615647765353e-11,1.4530971683371491e-11,-1.0481648122424728e-15,3.1964611849922855e-13,3.7248813004194360e-13,9.4699069158173591e-14,1.0111796086745475e-15
4.2951462060797953e-02,7.0400000000000000e+02,-1.2579752808865987e-12,-1.3919352270980633e-11,1.5175679582959549e-11,-1.6479689076824521e-15,3.9985940843065008e-13,3.9873873193801656e-13,6.3842390594830943e-14,1.8248580376471851e-15
4.3334957257769362e-02,7.0400000000000000e+02,-7.9455622116606586e-13,-1.4017275249071808e-11,1.4812574378456625e-11,7.4290821875096379e-16,4.2353958923522847e-13,4.0296134202150786e-13,6.8569807164283194e-14,1.9840498889425891e-15
