k,count,Spsi_mean,Spsi_sem
1.1159710231868039e-01,6.9200000000000000e+02,1.6191949511943332e-09,4.6119147752174392e-11
1.1198059751565180e-01,6.4800000000000000e+02,1.6178456815386706e-09,4.6220646390179358e-11
1.1236409271262321e-01,6.4400000000000000e+02,1.6234822621731759e-09,4.6308510195732742e-11
1.1274758790959463e-01,6.3600000000000000e+02,1.6270583592577819e-09,4.6501020218573360e-11
1.1313108310656604e-01,5.9200000000000000e+02,1.6259478939952233e-09,4.6367149802477974e-11
1.1351457830353745e-01,6.2000000000000000e+02,1.6361094629846103e-09,4.6688796321181791e-11
1.1389807350050886e-01,5.8800000000000000e+02,1.6325673948120980e-09,4.6809525049618314e-11
1.1428156869748027e-01,6.0400000000000000e+02,1.6394186536700243e-09,4.6997918984064928e-11
1.1466506389445168e-01,5.6000000000000000e+02,1.6416758392648239e-09,4.6986765003776465e-11
1.1504855909142309e-01,5.3200000000000000e+02,1.6411122633919398e-09,4.6866546809114075e-11
1.1543205428839450e-01,5.8800000000000000e+02,1.6503482537839239e-09,4.6964716567957964e-11
1.1581554948536590e-01,5.1200000000000000e+02,1.6483748215263432e-09,4.7293633331648595e-11
1.1619904468233731e-01,5.6400000000000000e+02,1.6555609895165316e-09,4.7499181949000894e-11
1.1658253987930872e-01,4.9200000000000000e+02,1.6572000615260242e-09,4.7542532182752599e-11
1.1696603507628014e-01,5.1600000000000000e+02,1.6587553635150568e-09,4.7516242157185820e-11
1.1734953027325155e-01,5.0400000000000000e+02,1.6642173318395620e-09,4.7489469910661069e-11
1.1773302547022296e-01,4.5200000000000000e+02,1.6656625553861653e-09,4.7573672335671176e-11
1.1811652066719437e-01,5.0800000000000000e+02,1.6732588866763896e-09,4.7905455880426357e-11
1.1850001586416578e-01,4.4800000000000000e+02,1.6728081262243728e-09,4.7842389301522063e-11
1.1888351106113719e-01,4.7600000000000000e+02,1.6780766482129849e-09,4.7754129725992321e-11
1.1926700625810860e-01,4.2800000000000000e+02,1.6829088058573209e-09,4.8016196313746479e-11
1.1965050145508001e-01,4.0800000000000000e+02,1.6823945117080771e-09,4.8026864349382447e-11
1.2003399665205142e-01,4.6800000000000000e+02,1.6927168773421451e-09,4.8538312536609889e-11
1.2041749184902283e-01,3.9600000000000000e+02,1.6913261746333679e-09,4.8461104972035128e-11
1.2080098704599425e-01,4.2000000000000000e+02,1.6988509796566638e-09,4.8859571520974174e-11
1.2118448224296566e-01,3.8400000000000000e+02,1.7009310131571970e-09,4.8614250677118144e-11
1.2156797743993707e-01,3.7200000000000000e+02,1.7037116410432741e-09,4.8605764457922358e-11
1.2195147263690848e-01,3.9600000000000000e+02,1.7109581059331883e-09,4.8828888405266619e-11
1.2233496783387988e-01,3.4400000000000000e+02,1.7113114835184954e-09,4.8975397542275661e-11
1.2271846303085129e-01,3.8800000000000000e+02,1.7193848407064838e-09,4.9132392148034143e-11
1.2310195822782270e-01,3.2400000000000000e+02,1.7218683450869687e-09,4.9139751916769200e-11
1.2348545342479411e-01,3.4000000000000000e+02,1.7262729939767353e-09,4.9052172270505109e-11
1.2386894862176552e-01,3.4400000000000000e+02,1.7298735860965754e-09,4.9518244099763942e-11
1.2425244381873693e-01,2.8400000000000000e+02,1.7328022746838803e-09,4.9886879743434550e-11
1.2463593901570834e-01,3.4000000000000000e+02,1.7407236845335975e-09,4.9923410114154005e-11
1.2501943421267975e-01,2.8800000000000000e+02,1.7422583316828358e-09,4.9971760680160824e-11
1.2540292940965117e-01,3.0000000000000000e+02,1.7503125143452153e-09,5.0233374978876057e-11
1.2578642460662257e-01,2.8400000000000000e+02,1.7528629638990093e-09,5.0604213305570665e-11
1.2616991980359399e-01,2.4000000000000000e+02,1.7557979898574462e-09,4.9973508183042021e-11
1.2655341500056538e-01,3.0800000000000000e+02,1.7657849248549899e-09,5.0686343232530865e-11
1.2693691019753681e-01,2.2800000000000000e+02,1.7646810950178108e-09,5.0637761950141365e-11
1.2732040539450823e-01,2.6800000000000000e+02,1.7761930622157110e-09,5.1168629231261850e-11
1.2770390059147962e-01,2.2400000000000000e+02,1.7766162660764881e-09,5.1028554899111543e-11
1.2808739578845105e-01,2.2800000000000000e+02,1.7840075026892555e-09,5.1066573191056352e-11
1.2847089098542244e-01,2.3600000000000000e+02,1.7881157447720586e-09,5.1384766383603587e-11
1.2885438618239387e-01,1.7600000000000000e+02,1.7924733170529133e-09,5.1301966322123896e-11
1.2923788137936526e-01,2.3600000000000000e+02,1.7988089232915302e-09,5.1665742946777667e-11
1.2962137657633668e-01,1.8000000000000000e+02,1.8018734243493819e-09,5.1632793116376322e-11
1.3000487177330808e-01,1.9600000000000000e+02,1.8099665890811682e-09,5.1804870456967759e-11
1.3038836697027950e-01,1.6800000000000000e+02,1.8148184140616389e-09,5.2141456842057489e-11
1.3077186216725090e-01,1.4800000000000000e+02,1.8145044362130352e-09,5.1550639579544857e-11
1.3115535736422232e-01,1.8800000000000000e+02,1.8279434685769714e-09,5.2433339282195595e-11
1.3153885256119374e-01,1.3600000000000000e+02,1.8258978941798716e-09,5.2562180896783204e-11
1.3192234775816514e-01,1.5600000000000000e+02,1.8385697707549866e-09,5.2854763785534570e-11
1.3230584295513656e-01,1.3200000000000000e+02,1.8372236432367921e-09,5.2587283170532174e-11
1.3268933815210796e-01,1.0800000000000000e+02,1.8489059626878225e-09,5.3510387045273186e-11
1.3307283334907938e-01,1.4400000000000000e+02,1.8479712749724265e-09,5.2857246131570268e-11
1.3345632854605077e-01,7.6000000000000000e+01,1.8546937713787508e-09,5.3408505786293233e-11
1.3383982374302220e-01,1.4000000000000000e+02,1.8607597591680942e-09,5.3116549153922064e-11
1.3422331893999359e-01,6.4000000000000000e+01,1.8644343124128125e-09,5.3516563050980142e-11
1.3460681413696501e-01,1.0000000000000000e+02,1.8707229079945228e-09,5.3071214351558617e-11
1.3499030933393641e-01,6.8000000000000000e+01,1.8718939583052328e-09,5.3675118913061911e-11
1.3537380453090783e-01,4.8000000000000000e+01,1.8774187023909192e-09,5.3798329325499251e-11
1.3575729972787925e-01,8.4000000000000000e+01,1.8817460785994148e-09,5.3976638470034457e-11
1.3614079492485065e-01,3.6000000000000000e+01,1.8842978403106804e-09,5.3781648364348705e-11
1.3652429012182207e-01,6.0000000000000000e+01,1.8865274568468441e-09,5.3875576826519809e-11
1.3690778531879347e-01,2.4000000000000000e+01,1.8921257088055043e-09,5.5046119067909424e-11
1.3729128051576489e-01,2.0000000000000000e+01,1.8924667044907296e-09,5.4899053763337845e-11
1.3767477571273629e-01,2.8000000000000000e+01,1.8923036951435371e-09,5.4233185370871584e-11
1.3805827090970771e-01,8.0000000000000000e+00,1.8942567036407790e-09,5.4880458047896738e-11
1.3844176610667910e-01,4.0000000000000000e+00,1.8916939856568012e-09,5.3066396910285527e-11
