nk,k,amplitude,time,u_mean,u_sem,n_samples
1,0.024543692606170259,7.2324091999999999e-06,100.00000000001425,0.0003952262287234378,0.00018176158653134474,16
1,0.024543692606170259,7.2324091999999999e-06,199.99999999996308,0.00080348037500447655,0.00043212173520630452,16
1,0.024543692606170259,7.2324091999999999e-06,299.99999999987216,0.0015666434289778612,0.00049835037789183539,16
1,0.024543692606170259,7.2324091999999999e-06,399.99999999978121,0.0023153973709211348,0.0005637143394922236,16
1,0.024543692606170259,7.2324091999999999e-06,499.99999999969026,0.003242514785648729,0.00063575462547757087,16
1,0.024543692606170259,7.2324091999999999e-06,599.99999999959937,0.0039488943822470852,0.00067888627513588897,16
1,0.024543692606170259,7.2324091999999999e-06,699.99999999950842,0.0046597403772630809,0.00074307038663620957,16
1,0.024543692606170259,7.2324091999999999e-06,799.99999999941747,0.0054273813691682951,0.00071298246396160722,16
1,0.024543692606170259,7.2324091999999999e-06,899.99999999932652,0.0058846508021379263,0.00072088032770021313,16
1,0.024543692606170259,7.2324091999999999e-06,999.99999999923557,0.0066358922603069054,0.00079927907430584562,16
1,0.024543692606170259,7.2324091999999999e-06,1099.9999999991446,0.0071535999286247943,0.00077464891146586108,16
1,0.024543692606170259,7.2324091999999999e-06,1199.9999999990537,0.0072183458213165453,0.00079365945620089027,16
1,0.024543692606170259,7.2324091999999999e-06,1299.9999999989627,0.0074022454041603025,0.00081288239813258713,16
1,0.024543692606170259,7.2324091999999999e-06,1399.9999999988718,0.0079571415531347698,0.0008456018556354803,16
1,0.024543692606170259,7.2324091999999999e-06,1499.9999999987808,0.008670713484256326,0.00085177660449257031,16
1,0.024543692606170259,7.2324091999999999e-06,1599.9999999986899,0.0092142848247023408,0.00091066596705540121,16
1,0.024543692606170259,7.2324091999999999e-06,1699.9999999985989,0.0097193858846108382,0.00098894210771032507,16
1,0.024543692606170259,7.2324091999999999e-06,1799.999999998508,0.010383840574974872,0.0010707606720017028,16
1,0.024543692606170259,7.2324091999999999e-06,1899.999999998417,0.010939872096753912,0.0011063693176649185,16
1,0.024543692606170259,7.2324091999999999e-06,1999.9999999983261,0.011596946370621501,0.0011757666198103872,16
1,0.024543692606170259,7.2324091999999999e-06,2099.9999999994175,0.012535620883271547,0.0011621849213642723,16
1,0.024543692606170259,7.2324091999999999e-06,2200.0000000016003,0.012868848895211293,0.0011173291950981666,16
1,0.024543692606170259,7.2324091999999999e-06,2300.000000003783,0.013494314885578788,0.0010549677209297479,16
1,0.024543692606170259,7.2324091999999999e-06,2400.0000000059658,0.014531639075646349,0.0010229427377761065,16
1,0.024543692606170259,7.2324091999999999e-06,2500.0000000081486,0.015093410014749136,0.0010637984868022967,16
1,0.024543692606170259,7.2324091999999999e-06,2600.0000000103314,0.015468501046619048,0.0010944976922750637,16
1,0.024543692606170259,7.2324091999999999e-06,2700.0000000125142,0.016189190441108916,0.0010739058927742816,16
1,0.024543692606170259,7.2324091999999999e-06,2800.000000014697,0.016607691642766348,0.0011005883211755961,16
1,0.024543692606170259,7.2324091999999999e-06,2900.0000000168798,0.016727863694688472,0.0010748621955580734,16
1,0.024543692606170259,7.2324091999999999e-06,3000.0000000190626,0.017136668696789818,0.0010244567424426468,16
1,0.024543692606170259,7.2324091999999999e-06,3100.0000000212453,0.017754557507072579,0.00098509306435542207,16
1,0.024543692606170259,7.2324091999999999e-06,3200.0000000234281,0.017684574476670691,0.00098128022644827567,16
1,0.024543692606170259,7.2324091999999999e-06,3300.0000000256109,0.017731235855945673,0.00096997588095636014,16
1,0.024543692606170259,7.2324091999999999e-06,3400.0000000277937,0.01810911482053117,0.00090999635051638907,16
1,0.024543692606170259,7.2324091999999999e-06,3500.0000000299765,0.018568974201008136,0.00099218383832054124,16
1,0.024543692606170259,7.2324091999999999e-06,3600.0000000321593,0.019249336310055768,0.0010065592682162036,16
1,0.024543692606170259,7.2324091999999999e-06,3700.0000000343421,0.019601081010232842,0.00097237690037133321,16
1,0.024543692606170259,7.2324091999999999e-06,3800.0000000365249,0.019598740629404018,0.00097264207390147567,16
1,0.024543692606170259,7.2324091999999999e-06,3900.0000000387076,0.020045010163144462,0.0010171373056365486,16
1,0.024543692606170259,7.2324091999999999e-06,4000.0000000408904,0.020327450203655294,0.0010386700848665489,16
1,0.024543692606170259,7.2324091999999999e-06,4100.0000000430728,0.020257260913802744,0.0010673970436204372,16
1,0.024543692606170259,7.2324091999999999e-06,4200.0000000452555,0.020043617796814427,0.0010950827439542719,16
1,0.024543692606170259,7.2324091999999999e-06,4300.0000000474383,0.020517469646107608,0.0011374870981965106,16
1,0.024543692606170259,7.2324091999999999e-06,4400.0000000496211,0.021129324061543612,0.0010874917096519718,16
1,0.024543692606170259,7.2324091999999999e-06,4500.0000000518039,0.021101461849303289,0.0011706244705959807,16
1,0.024543692606170259,7.2324091999999999e-06,4600.0000000539867,0.021055148431399918,0.0011886485654968623,16
1,0.024543692606170259,7.2324091999999999e-06,4700.0000000561695,0.020881684003774468,0.0011575630902444052,16
1,0.024543692606170259,7.2324091999999999e-06,4800.0000000583523,0.020506038611058233,0.0011420597381523723,16
1,0.024543692606170259,7.2324091999999999e-06,4900.0000000605351,0.0201201404479616,0.0010580531224468905,16
1,0.024543692606170259,7.2324091999999999e-06,5000.0000000627178,0.020238775637244622,0.001107614735825959,16
1,0.024543692606170259,7.2324091999999999e-06,5100.0000000649006,0.019957250188716403,0.0011106611159546534,16
1,0.024543692606170259,7.2324091999999999e-06,5200.0000000670834,0.020178868431540542,0.0011089651186377053,16
1,0.024543692606170259,7.2324091999999999e-06,5300.0000000692662,0.020202080374217852,0.0009916501007318048,16
1,0.024543692606170259,7.2324091999999999e-06,5400.000000071449,0.020258609568355596,0.00092507826351649017,16
1,0.024543692606170259,7.2324091999999999e-06,5500.0000000736318,0.020505414876991236,0.0008801513557762351,16
1,0.024543692606170259,7.2324091999999999e-06,5600.0000000758146,0.020576544488573285,0.00092906855279097696,16
1,0.024543692606170259,7.2324091999999999e-06,5700.0000000779974,0.020596876029213902,0.00092965565306823094,16
1,0.024543692606170259,7.2324091999999999e-06,5800.0000000801801,0.020723806200860107,0.0010351992118760864,16
1,0.024543692606170259,7.2324091999999999e-06,5900.0000000823629,0.020706939086921543,0.0009882463244243083,16
1,0.024543692606170259,7.2324091999999999e-06,6000.0000000845457,0.020381903084733439,0.00086661125217667655,16
1,0.024543692606170259,7.2324091999999999e-06,6100.0000000867285,0.020523037395207333,0.00078168524294816208,16
1,0.024543692606170259,7.2324091999999999e-06,6200.0000000889113,0.020703712176694623,0.00076469175970360229,16
1,0.024543692606170259,7.2324091999999999e-06,6300.0000000910941,0.021270294063356357,0.00072816555026660205,16
1,0.024543692606170259,7.2324091999999999e-06,6400.0000000932769,0.021502469248552269,0.00083173007065131155,16
1,0.024543692606170259,7.2324091999999999e-06,6500.0000000954597,0.021885302561953816,0.00086523999960392314,16
1,0.024543692606170259,7.2324091999999999e-06,6600.0000000976424,0.022237148891952181,0.00086036006587564729,16
1,0.024543692606170259,7.2324091999999999e-06,6700.0000000998252,0.022338211317335571,0.00087995806771902268,16
1,0.024543692606170259,7.2324091999999999e-06,6800.000000102008,0.022332592503272294,0.00089004721116263158,16
