steady_start,nk,k,amplitude,u_steady_mean,u_steady_sem,eta_eff_mean,eta_eff_sem,n_samples
30000,1,0.024543692606170259,2.89296368e-06,0.011060424259599548,0.00048234460707516705,0.46361195386605736,0.023307351109393453,32
30000,2,0.049087385212340517,1.0857950799999999e-05,0.0094921274863829265,0.0002585179917596309,0.48712497354496653,0.015194841765620927,32
30000,3,0.073631077818510776,2.3439801200000001e-05,0.0094590865825767371,0.00020102043849338128,0.46378840520872228,0.010313733080446356,32
30000,4,0.098174770424681035,4.037472e-05,0.009841808267703641,0.00012572372896362259,0.42778789085458202,0.0054610503652532351,32
30000,5,0.12271846303085129,6.1468815999999994e-05,0.0095919871024704433,0.00013108866557888637,0.42820526829957489,0.0063663674634387652,32
30000,6,0.14726215563702155,8.6566495999999994e-05,0.0095235480090407887,9.0865850106221669e-05,0.42038165454858611,0.0041772722577977078,32
30000,8,0.19634954084936207,0.000148265404,0.0095650565685441238,8.1537652619307068e-05,0.40298337152769659,0.0034945191156085425,32
30000,10,0.24543692606170259,0.000224603408,0.0096585010188159383,6.6903120676131746e-05,0.38661106025637837,0.0026846315108829456,32
30000,12,0.2945243112740431,0.00031487718000000001,0.0097551978411188969,6.2186768050108339e-05,0.37257630095164773,0.0023990206918367506,32
30000,16,0.39269908169872414,0.00053491491999999995,0.0097999832843216166,3.3927384503320407e-05,0.35407974766163419,0.0012267793937961492,32
30000,20,0.49087385212340517,0.0008043754,0.0098845726397237543,3.2581518369676988e-05,0.33783593346539642,0.0011022166414161325,32
30000,24,0.58904862254808621,0.00111996536,0.0098846695686456536,2.5318846157037335e-05,0.32660997260248376,0.00084579804371811228,32
30000,28,0.68722339297276724,0.00147884536,0.010010525536115669,2.8563012670813113e-05,0.31288084439364877,0.00088746032477510532,32
30000,32,0.78539816339744828,0.0018784924,0.010139058281886455,2.6241676120703016e-05,0.30041501810204752,0.00077229893912465818,32
30000,36,0.88357293382212931,0.0023166167999999999,0.010224567608117088,2.0965901983191459e-05,0.2902558822490201,0.00059496894308606321,32
30000,40,0.98174770424681035,0.0027911075600000001,0.010317018451096824,1.8461454435789825e-05,0.28071492996026376,0.00050028706650645949,32
30000,48,1.1780972450961724,0.0038414217599999998,0.010527777231123067,1.5874287925936803e-05,0.26292004506610528,0.00039728090412840243,32
30000,64,1.5707963267948966,0.0062983476000000004,0.011005967011154097,1.2832761670958106e-05,0.23194073969081747,0.00027147729582912541,32
