steady_start,nk,k,amplitude,u_steady_mean,u_steady_sem,eta_eff_mean,eta_eff_sem,n_samples
30000,1,0.024543692606170259,1.033147199e-05,0.025541015112190604,0.00051472933465456611,0.68085011213792535,0.015190302761119111,32
30000,2,0.049087385212340517,4.0096751670000003e-05,0.02507949748952704,0.00026767752441711365,0.66590289736152086,0.0072335332532931802,32
30000,3,0.073631077818510776,8.8559917910000006e-05,0.025030453375153951,0.0001575807977114001,0.65342344980403755,0.0042309529324696194,32
30000,4,0.098174770424681035,0.00015531490460000001,0.025193075198955667,0.00013379946599583067,0.64019543659683154,0.0034061681691004522,32
30000,5,0.12271846303085129,0.00024007254480000001,0.025308026662231933,8.1083231005600007e-05,0.63008920347432162,0.0020113787182949681,32
30000,6,0.14726215563702155,0.00034260663140000001,0.025274526606262646,7.3102634850204083e-05,0.62523628227243933,0.0018267059909317204,32
30000,8,0.19634954084936207,0.00060028589549999999,0.025064994707532384,5.9790185358902376e-05,0.62130851846462642,0.0014813894962610371,32
30000,10,0.24543692606170259,0.00092715021879999999,0.025165807811252171,5.8474016136750312e-05,0.61169104724225054,0.0014217030402767488,32
30000,12,0.2945243112740431,0.001322257843,0.025144915663934647,3.0720062396561446e-05,0.60623891770787575,0.00074241541058067857,32
30000,16,0.39269908169872414,0.0023142093219999998,0.025148938823321421,3.8214752459916441e-05,0.59675251535503937,0.00090590054018542944,32
30000,20,0.49087385212340517,0.0035711238080000001,0.025184822575217099,2.7991412402036325e-05,0.58849510380049674,0.00065443563460129727,32
30000,24,0.58904862254808621,0.0050890670990000001,0.025232787804864959,2.7113836699132466e-05,0.58128103584249757,0.00062289299008968027,32
30000,28,0.68722339297276724,0.0068647898039999999,0.025236068065254642,1.6853948425189688e-05,0.57599097130026577,0.00038378171280676585,32
30000,32,0.78539816339744828,0.0088955171389999994,0.025255603632378842,1.6250157133585398e-05,0.57100414426805957,0.00036750247412431508,32
30000,36,0.88357293382212931,0.0111788236,0.025295972147218015,1.5295970605774923e-05,0.56606308654937032,0.00034168861080622226,32
30000,40,0.98174770424681035,0.01371255194,0.025284403262527844,1.4504314976460821e-05,0.56269132216211082,0.00032268791748792656,32
30000,48,1.1780972450961724,0.019523669739999999,0.025320828859920329,1.2004032773409629e-05,0.55555144664532197,0.00026365123876032656,32
30000,64,1.5707963267948966,0.03407554284,0.025397893241711204,7.8117455726979185e-06,0.54375918893365016,0.00016721961847721088,32
