nk,k,coord,n_samples,psi[0]_mean,psi[0]_sem,Jpsi[0]_y_mean,Jpsi[0]_y_sem,vx_mean,vx_sem,pi_xy_mean,pi_xy_sem
3,0.0046019423636569235,405.3333333333333,72,0.018397094069927872,7.681426323727355e-05,1.6072444292258038e-05,4.891181537534364e-08,1.2606766116555577e-05,3.692635963906074e-05,1.7951563224304599e-07,4.903783184367979e-07
3,0.0046019423636569235,426.66666666666663,72,0.017759078532107085,7.556558598124199e-05,2.1175366337808856e-05,4.8795891226836175e-08,9.654476995266837e-06,3.6794359548122903e-05,3.416084863006836e-07,4.0899408446578294e-07
3,0.0046019423636569235,448.0,72,0.016950206175483068,7.419113915083882e-05,2.60747467474554e-05,4.878607305977282e-08,1.894916623942237e-05,3.6535095435991624e-05,-5.627785731506049e-07,4.353221163084854e-07
3,0.0046019423636569235,469.3333333333333,72,0.015977647782950893,7.26619003497493e-05,3.0723155862060885e-05,4.877905703801289e-08,2.538881851619289e-05,3.665786363483225e-05,-2.669255093763258e-07,4.4889246234708395e-07
3,0.0046019423636569235,490.66666666666663,72,0.014850320463688314,7.100005554097002e-05,3.507621099716366e-05,4.859734674515365e-08,2.432539080786459e-05,3.761324102980448e-05,5.92838071723864e-07,5.136666689723157e-07
3,0.0046019423636569235,512.0,72,0.013578953254201052,6.928934580500753e-05,3.909260004936564e-05,4.8537091331482346e-08,2.5779815026436933e-05,3.7945363992051625e-05,2.026241746976695e-07,4.7165250315029815e-07
3,0.0046019423636569235,533.3333333333333,72,0.0121755602750893,6.751972299641485e-05,4.273301118934048e-05,4.859954242056657e-08,2.5281413396253736e-05,3.801505064893764e-05,-3.678482769859839e-07,4.2766707643599104e-07
3,0.0046019423636569235,554.6666666666666,72,0.01065403018406805,6.568623938784906e-05,4.596156943805321e-05,4.8475287431476186e-08,2.2143730480124978e-05,3.898812063351665e-05,-8.408151685593009e-08,4.6082039837692144e-07
3,0.0046019423636569235,576.0,72,0.009030182981118464,6.391234868729852e-05,4.874763368388942e-05,4.836313412287673e-08,2.6576523545858648e-05,3.926129535915936e-05,5.354394778778147e-07,4.603800408138166e-07
3,0.0046019423636569235,597.3333333333333,72,0.00731989664390521,6.228730177938579e-05,5.1065173128214144e-05,4.840461999912786e-08,3.3516931081613565e-05,3.810522589876906e-05,8.269922654800192e-07,4.976068640585202e-07
3,0.0046019423636569235,618.6666666666666,72,0.005538652363465075,6.0810077931160395e-05,5.289177683309498e-05,4.8328614372224776e-08,3.319445852735281e-05,3.691033061727807e-05,2.872201729287602e-08,5.546462604826258e-07
3,0.0046019423636569235,640.0,72,0.0037032245831252275,5.948477790712786e-05,5.420912987865667e-05,4.826171786338671e-08,2.7829226519245453e-05,3.683295328886351e-05,-7.953723216815229e-07,5.053167997140901e-07
3,0.0046019423636569235,661.3333333333333,72,0.001831882752341325,5.8294617778755684e-05,5.500460179030852e-05,4.837284479626898e-08,2.021743955906458e-05,3.780999857261559e-05,1.3820698695664202e-07,4.885709131396939e-07
3,0.0046019423636569235,682.6666666666666,72,-5.68212710693917e-05,5.721542610306062e-05,5.527141854714532e-05,4.828760186040929e-08,1.526621740973324e-05,3.864545010535434e-05,7.056661739221973e-07,4.3995952193775546e-07
3,0.0046019423636569235,704.0,72,-0.0019447445699212309,5.627171292311909e-05,5.500659997940827e-05,4.801249817797581e-08,1.7975353914474902e-05,3.756726565315829e-05,-6.091602580753892e-07,4.5531214725438255e-07
3,0.0046019423636569235,725.3333333333333,72,-0.003814629640900274,5.548038978670969e-05,5.421155573107046e-05,4.79952349240361e-08,1.8583662957721304e-05,3.5408873263392435e-05,-4.2632252276622554e-07,4.4852078494378654e-07
3,0.0046019423636569235,746.6666666666666,72,-0.005649292214952734,5.4832828604427096e-05,5.289483730911278e-05,4.8061263131336764e-08,9.219048217431532e-06,3.582247065973102e-05,1.201500146870618e-06,5.372649003667004e-07
3,0.0046019423636569235,768.0,72,-0.007430218797448707,5.4326933214592206e-05,5.107003139375844e-05,4.788114285020478e-08,-1.4252559226967129e-06,3.831043475482576e-05,2.673628298546631e-07,4.796993618710254e-07
3,0.0046019423636569235,789.3333333333333,72,-0.009139207994612247,5.397800429967848e-05,4.8753151195764925e-05,4.771591872156306e-08,-9.285141288200322e-06,3.971903935821609e-05,-1.3532484541499786e-06,4.892917857140795e-07
3,0.0046019423636569235,810.6666666666666,72,-0.010760223850862496,5.384964752383048e-05,4.596622719982635e-05,4.769365325319027e-08,-1.7972395238455022e-05,3.864279834263082e-05,-3.4656035765633367e-07,5.207254076443948e-07
3,0.0046019423636569235,832.0,72,-0.012277718352800983,5.39777666638703e-05,4.273832465762312e-05,4.7556988980787433e-08,-2.300850702408989e-05,3.7213261486007906e-05,6.672994726445777e-07,5.260199901217143e-07
3,0.0046019423636569235,853.3333333333333,72,-0.01367663301716527,5.424468475743263e-05,3.910045860652233e-05,4.7320509902115046e-08,-2.097629100508616e-05,3.67458930837855e-05,3.451979617772905e-07,4.779577942625615e-07
3,0.0046019423636569235,874.6666666666666,72,-0.01494483099572946,5.452078586298488e-05,3.5085558937681756e-05,4.719948720862754e-08,-1.831417744014423e-05,3.65519481012307e-05,4.612767963089797e-07,4.930729980863841e-07
3,0.0046019423636569235,896.0,72,-0.016071323331690982,5.479989534545738e-05,3.073262221826274e-05,4.7164507919496044e-08,-1.96872659730664e-05,3.685138388508304e-05,3.002482634107063e-07,5.24649707391709e-07
3,0.0046019423636569235,917.3333333333333,72,-0.01704394099218639,5.506769395370673e-05,2.608488093843441e-05,4.712503975609861e-08,-2.2022526272038183e-05,3.811652543701903e-05,6.699135268353948e-08,5.226205281690538e-07
3,0.0046019423636569235,938.6666666666666,72,-0.017852364889508966,5.5291125195195265e-05,2.1186364978260136e-05,4.710160366382687e-08,-2.0608519757879114e-05,3.892550663546622e-05,1.0443808859748107e-06,5.388715923428496e-07
3,0.0046019423636569235,960.0,72,-0.018489723021331374,5.549715021971946e-05,1.6083678894167234e-05,4.707252156299011e-08,-1.711369054972989e-05,3.859688306368671e-05,7.050063923487081e-07,5.758501077141391e-07
3,0.0046019423636569235,981.3333333333333,72,-0.01894997450138243,5.5678037986378804e-05,1.0827061600639376e-05,4.698775698520201e-08,-1.7552232224544177e-05,3.87063030859501e-05,-1.145571130987848e-06,4.6031695763860393e-07
3,0.0046019423636569235,1002.6666666666666,72,-0.01922814980731588,5.5776634867362155e-05,5.467399318051394e-06,4.691412207736703e-08,-2.0085624059121706e-05,3.959019895465245e-05,-5.932823157156842e-07,4.925429646510666e-07
3,0.0046019423636569235,1024.0,72,-0.019322119530504958,5.575689759888772e-05,5.5157129310123095e-08,4.690931954131662e-08,-1.966505979123426e-05,4.086185234694448e-05,9.374170522142954e-07,5.27461498742682e-07
3,0.0046019423636569235,1045.3333333333333,72,-0.019231219468887117,5.559933972155555e-05,-5.357619690036705e-06,4.687607789558158e-08,-2.2243413277078914e-05,4.2424511349276296e-05,1.668037774071363e-07,4.816907108134514e-07
3,0.0046019423636569235,1066.6666666666665,72,-0.018955875170724296,5.535061408016259e-05,-1.0717745940209853e-05,4.680207857728228e-08,-3.490766388580295e-05,4.26787277321457e-05,-4.60332170635654e-07,5.266326856969855e-07
3,0.0046019423636569235,1088.0,72,-0.01849916070202263,5.508861462543083e-05,-1.5973731562065342e-05,4.681380283277744e-08,-5.434199937797637e-05,4.245519478463526e-05,1.4192954105074397e-07,5.390790576828981e-07
3,0.0046019423636569235,1109.3333333333333,72,-0.017865857376001507,5.476356762772723e-05,-2.10758517139761e-05,4.684453098434687e-08,-7.526009344831614e-05,4.327065311641824e-05,-1.6725124802639973e-07,5.133602557620668e-07
3,0.0046019423636569235,1130.6666666666665,72,-0.017061464020880483,5.433595543713156e-05,-2.597473515850018e-05,4.6795613762976716e-08,-9.234417242122973e-05,4.3416824424712355e-05,-3.2076986946476145e-07,4.89464753909931e-07
3,0.0046019423636569235,1152.0,72,-0.016093825058289726,5.392529777298157e-05,-3.06227363110016e-05,4.684463861345728e-08,-9.933049785756378e-05,4.2053988565104714e-05,2.5112424812866086e-07,5.126676070838536e-07
3,0.0046019423636569235,1173.3333333333333,72,-0.014973049000914404,5.355562369870701e-05,-3.497521130541e-05,4.6983239506067396e-08,-9.936760096596163e-05,4.078940916098135e-05,-2.661518027550034e-07,4.823147642478169e-07
3,0.0046019423636569235,1194.6666666666665,72,-0.013709502305821833,5.3157235593365156e-05,-3.898989941106436e-05,4.693957078662101e-08,-0.00010159370835371279,4.20479181425617e-05,-6.316024569240976e-07,4.2148906626718744e-07
3,0.0046019423636569235,1216.0,72,-0.012314483008976177,5.2859178624854555e-05,-4.262824553071227e-05,4.684559027953909e-08,-0.00010534761179766088,4.3662730064144375e-05,4.474211822412403e-08,4.868118345125998e-07
3,0.0046019423636569235,1237.3333333333333,72,-0.010801871426315115,5.274808238976374e-05,-4.5856358319460735e-05,4.697536067766559e-08,-0.00010163358344243749,4.326716269144225e-05,-1.5383027352512015e-07,4.667657726816522e-07
3,0.0046019423636569235,1258.6666666666665,72,-0.009186900715972904,5.270017177307891e-05,-4.8642717405636185e-05,4.7083511415737614e-08,-8.787941192074704e-05,4.244204135123632e-05,-2.4967395651911837e-07,4.894476644571838e-07
3,0.0046019423636569235,1280.0,72,-0.007484700746033924,5.277046162112713e-05,-5.095893913373576e-05,4.698949720525771e-08,-7.344687666402641e-05,4.2495042243057026e-05,7.422762061597513e-07,5.527210026018359e-07
3,0.0046019423636569235,1301.3333333333333,72,-0.005711192172612285,5.309541143672532e-05,-5.2783360831890056e-05,4.697407266909369e-08,-6.613942118562452e-05,4.226680878975617e-05,4.1573177265442544e-07,5.651140515617422e-07
3,0.0046019423636569235,1322.6666666666665,72,-0.003883515465017006,5.35039333024614e-05,-5.409961833857299e-05,4.709038339031712e-08,-6.010801958208528e-05,4.1550814299504494e-05,-3.1931714690672855e-07,4.212547563033266e-07
3,0.0046019423636569235,1344.0,72,-0.002019084437814724,5.3891347571493426e-05,-5.489433228335613e-05,4.7122067012521974e-08,-5.0813174136316975e-05,4.115502510696523e-05,8.14019300122491e-07,4.824246435836423e-07
3,0.0046019423636569235,1365.3333333333333,72,-0.00013565822322255145,5.4469202694875854e-05,-5.515954833832319e-05,4.7060158142581734e-08,-4.529461529548204e-05,4.26388789277852e-05,1.077538362406528e-06,5.68594327872711e-07
3,0.0046019423636569235,1386.6666666666665,72,0.001748455629228814,5.53094018654094e-05,-5.489336162662112e-05,4.693770968637586e-08,-4.392550280140553e-05,4.468794164424326e-05,-3.8970516847918873e-07,5.427065736064938e-07
3,0.0046019423636569235,1408.0,72,0.003615277102719346,5.6338506760052624e-05,-5.409774652860221e-05,4.678254861204215e-08,-4.0256167139868496e-05,4.519998031874971e-05,-2.5354720983514905e-07,5.401486286022826e-07
3,0.0046019423636569235,1429.3333333333333,72,0.005446938868618873,5.765948498298961e-05,-5.2779826520049075e-05,4.6774910755704046e-08,-3.75398629653452e-05,4.429021112778426e-05,6.064575875478862e-07,5.354637076648653e-07
3,0.0046019423636569235,1450.6666666666665,72,0.0072251706139831095,5.929821815500373e-05,-5.095323237320404e-05,4.686228862732805e-08,-3.800799546289403e-05,4.244375715964143e-05,-1.4073236508015107e-07,5.559800230665166e-07
3,0.0046019423636569235,1472.0,72,0.008932546460380346,6.103460166654336e-05,-4.863594993202732e-05,4.680166098444065e-08,-3.800869394838968e-05,4.0114635219538105e-05,-3.132228809171862e-07,5.085010543183042e-07
3,0.0046019423636569235,1493.3333333333333,72,0.010552696029498524,6.27659051698482e-05,-4.584961560999927e-05,4.671532079803778e-08,-4.1124107328784526e-05,4.060602165357887e-05,8.361536354813219e-07,4.625766471066073e-07
3,0.0046019423636569235,1514.6666666666665,72,0.012069435342218764,6.45736667625779e-05,-4.2620803033460585e-05,4.6778177059838124e-08,-4.5320333546803384e-05,4.240136305687478e-05,9.260487102662079e-07,4.3529677242614347e-07
3,0.0046019423636569235,1536.0,72,0.013468247717662906,6.648459295948708e-05,-3.8980708567111204e-05,4.678440925271173e-08,-4.036166748740469e-05,4.236463223839417e-05,3.0084707976238094e-07,4.829992796484713e-07
3,0.0046019423636569235,1557.3333333333333,72,0.014736858329754469,6.844082393719925e-05,-3.496435691106156e-05,4.667731334276913e-08,-3.404449277125389e-05,4.048985063484415e-05,3.646859658857228e-07,4.870992682961155e-07
3,0.0046019423636569235,1578.6666666666665,72,0.015862967848808408,7.034258795037145e-05,-3.06104312384569e-05,4.666377852716028e-08,-3.6012763037185824e-05,3.959396052307025e-05,2.45934589637862e-07,5.245295020981455e-07
3,0.0046019423636569235,1600.0,72,0.016834823244657057,7.209562622643339e-05,-2.5960946401498672e-05,4.6694582454535444e-08,-3.1152060376628504e-05,3.968511954233905e-05,-3.614248983991313e-07,5.777106231250068e-07
3,0.0046019423636569235,1621.3333333333333,72,0.017643426550342393,7.366785986655258e-05,-2.1061118252434724e-05,4.6663364880423154e-08,-1.2763874828704849e-05,3.907960639773382e-05,-4.760894797318943e-07,5.851510688362432e-07
3,0.0046019423636569235,1642.6666666666665,72,0.018281297442271707,7.504903090075681e-05,-1.5958587888862556e-05,4.6693401644823576e-08,2.0244507706972285e-07,3.8049014465529456e-05,-4.484976044993616e-08,4.404009288371119e-07
3,0.0046019423636569235,1664.0,72,0.018741990252319138,7.622422058941182e-05,-1.0701928798390403e-05,4.677424111113523e-08,-7.24800030765454e-07,3.744672677385833e-05,3.466138263361262e-07,4.5312266108962444e-07
3,0.0046019423636569235,1685.3333333333333,72,0.01902166885008743,7.719056391716166e-05,-5.340923678388562e-06,4.677363905215152e-08,-5.485934502784955e-06,3.772036322020056e-05,4.119158287413564e-07,5.422702518768447e-07
3,0.0046019423636569235,1706.6666666666665,72,0.019117848711854606,7.790808912427995e-05,7.2421431529105e-08,4.6785263944225914e-08,-5.171491778155906e-06,3.836340611560255e-05,1.373517485684755e-07,4.93067965462665e-07
3,0.0046019423636569235,1728.0,72,0.01902874334485013,7.834062747357817e-05,5.485305600825778e-06,4.687576081051516e-08,3.5421470006518767e-06,3.720435179514625e-05,-3.2204060229623644e-07,4.716922710550631e-07
3,0.0046019423636569235,1749.3333333333333,72,0.018755520267283544,7.85338030798342e-05,1.0845998854391833e-05,4.69142496470752e-08,1.3285828446768437e-05,3.62008707043874e-05,-6.819591408505127e-07,5.133008156661743e-07
3,0.0046019423636569235,1770.6666666666665,72,0.01830144852656571,7.84960345439933e-05,1.6103223417895124e-05,4.692827657467804e-08,1.4145772098228154e-05,3.7685691223037645e-05,-4.337063396506809e-07,5.206652551325466e-07
3,0.0046019423636569235,1792.0,72,0.01767012326159583,7.817792798463519e-05,2.1205776477686603e-05,4.702234340961998e-08,1.45680521453216e-05,3.8357669193653825e-05,3.3807151303796586e-07,4.328310204190315e-07
3,0.0046019423636569235,1813.3333333333333,72,0.01686743971767117,7.760897709955297e-05,2.6104514837469378e-05,4.708568168428255e-08,2.226938431830328e-05,3.607143818923669e-05,5.867559475475864e-07,4.65203810435687e-07
3,0.0046019423636569235,1834.6666666666665,72,0.015901760517525423,7.680674133178355e-05,3.075306949690716e-05,4.7087035956012575e-08,2.3357225838339773e-05,3.663728691042988e-05,1.748727819564244e-07,4.402761513218549e-07
3,0.0046019423636569235,1856.0,72,0.014781972240199778,7.570713184739075e-05,3.5106417423297864e-05,4.718719365021674e-08,1.4963960949489986e-05,3.84059878149154e-05,-6.13111714089099e-08,5.042571640383938e-07
3,0.0046019423636569235,1877.3333333333333,72,0.013518832461767154,7.434980804130275e-05,3.9121815885332155e-05,4.7340427616706325e-08,1.5749010984235068e-05,3.73769278364491e-05,-2.2911678230508438e-07,4.514247505546703e-07
3,0.0046019423636569235,1898.6666666666665,72,0.012125553046630494,7.284168655353825e-05,4.2760944145855455e-05,4.7413577298198417e-08,2.410076288923891e-05,3.6209673545423555e-05,-4.2372775680038203e-07,5.148569352473672e-07
3,0.0046019423636569235,1920.0,72,0.010615676262639505,7.119392396803292e-05,4.59890957374626e-05,4.7506466858340174e-08,2.1062787287887466e-05,3.670443637560464e-05,-1.1551688030684607e-07,4.7023668880387483e-07
3,0.0046019423636569235,1941.3333333333333,72,0.009003552474257508,6.94699239944251e-05,4.877502084734503e-05,4.766592794517225e-08,1.5033958727497466e-05,3.592343440905644e-05,9.194523725602094e-08,4.946788410397545e-07
3,0.0046019423636569235,1962.6666666666665,72,0.0073053162307948815,6.782877665534028e-05,5.1092581416171343e-05,4.777558862684058e-08,2.5929448315182797e-05,3.430165421215653e-05,-2.896472664733303e-07,4.200271303180285e-07
3,0.0046019423636569235,1984.0,72,0.005537667181951602,6.632460133565644e-05,5.291929699242483e-05,4.786797794120748e-08,4.1105018817638894e-05,3.5817502352787826e-05,-3.0498456514624454e-07,4.4991561936684974e-07
3,0.0046019423636569235,2005.3333333333333,72,0.0037179111075381095,6.498735686966325e-05,5.423597275074385e-05,4.797547709872069e-08,4.253165258200999e-05,3.8129074715230504e-05,5.0002392163654434e-08,4.947614416715784e-07
3,0.0046019423636569235,2026.6666666666665,72,0.001863533598515344,6.394201239861026e-05,5.5030457473220154e-05,4.7987658969871647e-08,4.508799203874741e-05,3.8894513308513e-05,1.4290840274119922e-08,4.688775030638565e-07
3,0.0046019423636569235,2048.0,72,-9.372375297834958e-06,6.320467573530044e-05,5.5296470412579184e-05,4.799032489888183e-08,5.7068063254190504e-05,3.9432466836394206e-05,-1.6062493955376343e-08,5.048356533768898e-07
3,0.0046019423636569235,2069.333333333333,72,-0.0018838209695209395,6.265981370899507e-05,5.5030216909391795e-05,4.813532976162998e-08,5.60154464318426e-05,3.952261964271763e-05,-2.0465473186182183e-08,4.4096425667975525e-07
3,0.0046019423636569235,2090.6666666666665,72,-0.0037400409735124473,6.226713292335753e-05,5.423424172570613e-05,4.823318827351418e-08,4.084358682404891e-05,3.833359221412171e-05,-3.0970198867231836e-07,4.957230190739514e-07
3,0.0046019423636569235,2112.0,72,-0.0055592069830044475,6.205726799236696e-05,5.291828868164055e-05,4.816338521850536e-08,3.546960724860255e-05,3.781372090032784e-05,2.0023335549761786e-08,4.798352745782014e-07
3,0.0046019423636569235,2133.333333333333,72,-0.007325237466116078,6.202618488006887e-05,5.109371959515846e-05,4.815674876892589e-08,3.5730855372640426e-05,3.9507526688007375e-05,7.844097286037145e-07,4.728518726600341e-07
3,0.0046019423636569235,2154.6666666666665,72,-0.009021913601473338,6.216603439256165e-05,4.877629656709245e-05,4.82858277601669e-08,3.0364736933553818e-05,4.0221895924832064e-05,4.997503403256563e-07,5.573653687190186e-07
3,0.0046019423636569235,2176.0,72,-0.01063219214315397,6.250383931208741e-05,4.599058543562188e-05,4.834314005106956e-08,3.436625288462218e-05,3.957375061984011e-05,-3.040541395860343e-07,5.395539225368668e-07
3,0.0046019423636569235,2197.333333333333,72,-0.012139660293317714,6.30102197359525e-05,4.276369259993187e-05,4.833007671508855e-08,4.485363160648822e-05,3.97485292916551e-05,-4.867897212349863e-07,4.361147922169524e-07
3,0.0046019423636569235,2218.6666666666665,72,-0.013529265159102102,6.354800422912087e-05,3.912397658004825e-05,4.8371911386834414e-08,4.105929004333165e-05,3.976576289118637e-05,-5.755445231976959e-07,5.080612364620811e-07
3,0.0046019423636569235,2240.0,72,-0.014788098987122626,6.404485654034473e-05,3.510757404096638e-05,4.841052221969461e-08,3.702635025008857e-05,3.814921248314766e-05,-5.323757363441381e-07,5.322437397897105e-07
3,0.0046019423636569235,2261.333333333333,72,-0.01590478445845227,6.456569298194731e-05,3.075509476011814e-05,4.8422623734881654e-08,4.874580182971872e-05,3.711177103760624e-05,1.581755094939709e-07,5.399045712023746e-07
3,0.0046019423636569235,2282.6666666666665,72,-0.016868334117643644,6.509004369502445e-05,2.6106852000486676e-05,4.847863552735047e-08,5.268522065375696e-05,3.637181902417284e-05,4.994271683570602e-07,4.7335707157892596e-07
3,0.0046019423636569235,2304.0,72,-0.017669434501139513,6.550254056418793e-05,2.1207486722471516e-05,4.851260766014931e-08,3.627940377685875e-05,3.4773260427857055e-05,1.3672837110495518e-08,5.260826881973632e-07
3,0.0046019423636569235,2325.333333333333,72,-0.018300885893268365,6.580830928919994e-05,1.610549007081248e-05,4.8473161556194234e-08,1.9158722629440795e-05,3.439734497894991e-05,-1.9485303437844955e-07,5.219552032238525e-07
3,0.0046019423636569235,2346.6666666666665,72,-0.018756268986666727,6.605379183902452e-05,1.0848649694659547e-05,4.8473358339647475e-08,1.2286438169736953e-05,3.5502204298729043e-05,2.2151098424142985e-07,4.997980180880541e-07
3,0.0046019423636569235,2368.0,72,-0.019030935387411584,6.617211980646148e-05,5.487308810096343e-06,4.8531784771722736e-08,1.4566898125633176e-05,3.593492066376432e-05,6.593242326353593e-07,4.901847981589684e-07
3,0.0046019423636569235,2389.333333333333,72,-0.01912270464647012,6.611550926665623e-05,7.475564472960652e-08,4.8555306021106286e-08,2.2602902308429493e-05,3.600504889183995e-05,7.21946928493626e-07,5.096642645657358e-07
3,0.0046019423636569235,2410.6666666666665,72,-0.019030036190598922,6.589851921583711e-05,-5.337779540968459e-06,4.8573653978441884e-08,2.333666390037672e-05,3.707063260189301e-05,1.5961020319803168e-07,5.522732113688533e-07
3,0.0046019423636569235,2432.0,72,-0.018752734316173674,6.551013557416275e-05,-1.0699126755443395e-05,4.86225129534455e-08,1.3221590227331024e-05,3.833028648813924e-05,-6.408385062602245e-07,5.491027961154235e-07
3,0.0046019423636569235,2453.333333333333,72,-0.01829407169279842,6.499035317621897e-05,-1.595630490886524e-05,4.8634738898604106e-08,7.224519329935864e-06,3.8072510044478445e-05,-7.725011853262579e-07,5.125083856387361e-07
3,0.0046019423636569235,2474.6666666666665,72,-0.017659333714420793,6.440449318923095e-05,-2.1058754661191526e-05,4.86281596507266e-08,9.959192041015215e-06,3.787534212437541e-05,-3.168837687674403e-07,5.407224081079403e-07
3,0.0046019423636569235,2496.0,72,-0.01685425807066897,6.371583738349407e-05,-2.5958034937522593e-05,4.8667975100790685e-08,1.0441346524536544e-05,3.815742721029537e-05,-1.2597885353562667e-07,5.722039595088989e-07
3,0.0046019423636569235,2517.333333333333,72,-0.015886203431865212,6.29137273200303e-05,-3.060622607582648e-05,4.869302643199316e-08,4.89748851882331e-06,3.874630581324891e-05,-2.4821696232732675e-07,4.775406887424315e-07
3,0.0046019423636569235,2538.6666666666665,72,-0.014764517151399651,6.208915415069006e-05,-3.495909787977956e-05,4.8683464849709355e-08,1.6622538181718072e-06,4.0241691397777724e-05,-2.3610912320111837e-08,4.689295608426334e-07
3,0.0046019423636569235,2560.0,72,-0.013499822930035807,6.128033049208152e-05,-3.89753913576295e-05,4.871462670616223e-08,5.53849848322318e-06,4.0464837807698764e-05,5.225261928614644e-07,5.104816510571841e-07
3,0.0046019423636569235,2581.333333333333,72,-0.01210427007965951,6.051842652926778e-05,-4.261499746068172e-05,4.8770047366445827e-08,7.561439763025784e-06,4.090763118567808e-05,5.379991218077916e-07,5.154083151006889e-07
3,0.0046019423636569235,2602.6666666666665,72,-0.010591659114383327,5.992534651627817e-05,-4.5842954999194965e-05,4.88075289338086e-08,3.5777687767398283e-06,4.331210685314694e-05,-3.748513500339381e-08,5.212575067223544e-07
3,0.0046019423636569235,2624.0,72,-0.008976682489261194,5.9560569637735926e-05,-4.862974993264568e-05,4.887067721766018e-08,6.343705280351335e-06,4.467307440221698e-05,-2.3992945657005046e-07,4.4684974834703776e-07
3,0.0046019423636569235,2645.333333333333,72,-0.007274330609187672,5.941034054461153e-05,-5.094774770897634e-05,4.890034529906023e-08,1.4864672557769553e-05,4.43503655282143e-05,-2.3243461538045995e-08,4.378674329659348e-07
3,0.0046019423636569235,2666.6666666666665,72,-0.005500202502712432,5.951006621729446e-05,-5.277366627828158e-05,4.882724876082104e-08,1.467962016212333e-05,4.451961609883152e-05,-6.426029193088154e-08,4.825381066180458e-07
3,0.0046019423636569235,2688.0,72,-0.003671200456029698,5.985498541531655e-05,-5.409082235070081e-05,4.875825149075288e-08,1.6402561555583412e-05,4.492710417440426e-05,-1.207494176504608e-07,4.351761080470848e-07
3,0.0046019423636569235,2709.333333333333,72,-0.0018052804660204235,6.040288004325277e-05,-5.48864881137527e-05,4.873723450925901e-08,2.787545173886686e-05,4.395337016931497e-05,-7.177261539120059e-08,4.510807397003275e-07
3,0.0046019423636569235,2730.6666666666665,72,7.924342227613652e-05,6.126138234645869e-05,-5.5152416709913554e-05,4.8699711923603796e-08,2.5229382984355074e-05,4.367526636631118e-05,-3.1786047303424447e-07,4.469100230447326e-07
3,0.0046019423636569235,2752.0,72,0.0019637263487586624,6.251670292022843e-05,-5.488670040081117e-05,4.868504042287249e-08,1.0122528334466941e-05,4.456337486729471e-05,-2.379730672538852e-07,4.4728467484183813e-07
3,0.0046019423636569235,2773.333333333333,72,0.0038296063585302235,6.399396485408984e-05,-5.40919410702303e-05,4.866047232728799e-08,1.2434430893979682e-05,4.340510513236449e-05,4.1498470517314306e-07,5.274419578975456e-07
3,0.0046019423636569235,2794.6666666666665,72,0.005658924338110462,6.552897046249955e-05,-5.277497159661884e-05,4.8520546677734714e-08,2.3479196624247513e-05,4.187197687070473e-05,4.782930160198006e-07,5.254485669286027e-07
3,0.0046019423636569235,2816.0,72,0.007433885234186045,6.717349043952927e-05,-5.094864797007065e-05,4.844326290930871e-08,2.25591410239036e-05,4.1739857811538315e-05,8.831965196941678e-08,5.188986796372401e-07
3,0.0046019423636569235,2837.333333333333,72,0.009137309012368693,6.892604251987523e-05,-4.863125981472265e-05,4.852474919149807e-08,2.2381671133433077e-05,4.1464348926064855e-05,2.3875688862919316e-07,5.17689522373741e-07
3,0.0046019423636569235,2858.6666666666665,72,0.010753499896707827,7.065550039460877e-05,-4.584532591614477e-05,4.847169960191409e-08,2.5721256766039657e-05,4.1800837097870574e-05,2.2066078182805363e-07,5.117464964809914e-07
3,0.0046019423636569235,2880.0,72,0.012267240349525662,7.231111670872564e-05,-4.261752008900459e-05,4.8275803492662375e-08,1.8253763046076997e-05,4.2865522864120805e-05,-2.3995333892668153e-07,4.792445750651559e-07
3,0.0046019423636569235,2901.333333333333,72,0.013663634509038175,7.388073513295914e-05,-3.8978736545342036e-05,4.82666224123111e-08,7.218758110230789e-06,4.170851276553344e-05,-2.2928477877567322e-08,5.497930094060179e-07
3,0.0046019423636569235,2922.6666666666665,72,0.01492964332257224,7.527835037551438e-05,-3.496402996487968e-05,4.834399012847382e-08,2.331008218298892e-06,3.9348786132907974e-05,4.858357472053527e-07,5.478188047778332e-07
3,0.0046019423636569235,2944.0,72,0.016053425161378924,7.648189589612764e-05,-3.061179124251078e-05,4.8250697480241555e-08,3.9888620860277104e-07,4.016957419599068e-05,4.712241964656823e-07,4.783959423091262e-07
3,0.0046019423636569235,2965.333333333333,72,0.017023259112713993,7.757172730739452e-05,-2.596346977710205e-05,4.8157773665119675e-08,8.906619796626897e-07,4.283777136408688e-05,5.532696643505916e-07,5.675558026602646e-07
3,0.0046019423636569235,2986.6666666666665,72,0.017829110381770288,7.856562673196109e-05,-2.1064445546622522e-05,4.817522288832838e-08,-4.4005669106188765e-06,4.366334357950735e-05,3.809851226337829e-07,5.13347635248503e-07
3,0.0046019423636569235,3008.0,72,0.01846347570750502,7.942431549973817e-05,-1.5962718607605012e-05,4.812719366287337e-08,-2.0604927766469557e-05,4.223126588359258e-05,-5.765367084940608e-07,4.194506417737467e-07
3,0.0046019423636569235,3029.333333333333,72,0.018920597206155285,8.012725956239236e-05,-1.070682425181518e-05,4.803795621948933e-08,-2.987485071451051e-05,4.078510378972964e-05,-5.106989511856222e-07,5.267470304681173e-07
