nk,k,time,steady,n_samples,psi[0]_sin_mean,psi[0]_sin_sem,psi[0]_cos_mean,psi[0]_cos_sem,psi[0]_amp_mean,psi[0]_amp_sem,psi[0]_mean_mean,psi[0]_mean_sem,Jpsi[0]_y_sin_mean,Jpsi[0]_y_sin_sem,Jpsi[0]_y_cos_mean,Jpsi[0]_y_cos_sem,Jpsi[0]_y_amp_mean,Jpsi[0]_y_amp_sem,Jpsi[0]_y_mean_mean,Jpsi[0]_y_mean_sem,vx_sin_mean,vx_sin_sem,vx_cos_mean,vx_cos_sem,vx_amp_mean,vx_amp_sem,vx_mean_mean,vx_mean_sem,pi_xy_sin_mean,pi_xy_sin_sem,pi_xy_cos_mean,pi_xy_cos_sem,pi_xy_amp_mean,pi_xy_amp_sem,pi_xy_mean_mean,pi_xy_mean_sem
4,0.006135923151542565,16600000.0,1,72,0.02009081269298246,5.278512047821773e-05,-3.3797605390215993e-05,3.6842844769638327e-05,0.020093232624554532,5.282175623455376e-05,2.832854634706049e-20,2.4664107885029098e-20,5.316193696620068e-08,1.0631100619274495e-07,-7.365291253922975e-05,1.4138988560346654e-07,7.365839273957146e-05,1.4128898270558702e-07,-1.4605129941103482e-07,2.043499764050828e-07,-1.7446984229321845e-05,3.960319324118501e-05,8.00042926228153e-06,3.6646340424607836e-05,0.0004020879575679762,2.5287292468176962e-05,3.5920471281710164e-21,3.674455820489162e-21,1.4989739890004599e-06,1.0324760781576653e-06,6.129473527020959e-07,1.0266914542567325e-06,1.0957771355966592e-05,6.82550417848524e-07,1.0489875619931731e-22,1.5769931738058055e-22
4,0.006135923151542565,16640000.0,1,72,0.0200908220582992,5.336932743879979e-05,-3.4793170483986036e-05,3.790380490372615e-05,0.020093386435709994,5.339158019530203e-05,-1.7599462348506025e-20,2.3685801412283567e-20,-5.377726209386802e-08,1.0083563844686821e-07,-7.358742335363032e-05,1.3879328309405177e-07,7.35923516190433e-05,1.3876621842788363e-07,-1.1227546623737151e-07,1.9679137073071526e-07,-3.116119511863403e-05,3.8135937234471645e-05,-1.3348513828888178e-05,3.889995958748531e-05,0.0004036947198693212,2.623734896838882e-05,-1.6626943038695524e-21,3.40927274935275e-21,3.398610925115706e-08,1.00824377061248e-06,-2.0474709408387106e-07,8.530518983642601e-07,1.0093094475367641e-05,5.568331778081759e-07,-1.3627034683836542e-22,1.7467392551968763e-22
4,0.006135923151542565,16680000.0,1,72,0.020093522596306826,5.666228526700621e-05,-3.325519922238706e-05,4.034217927412103e-05,0.02009641254670901,5.6725744343468165e-05,-2.948929520070528e-21,2.3212845330967118e-20,7.113775192596555e-08,9.078361344951688e-08,-7.375407117075704e-05,1.2357397056919655e-07,7.375807608903412e-05,1.2354231885380815e-07,-1.7914165252722508e-07,1.5329519151279348e-07,-7.558183212345888e-05,3.442908411314032e-05,-5.47156835311721e-05,3.946333813211544e-05,0.0004145514406719392,2.1092159131757732e-05,-7.811526069122991e-21,3.2967427559815017e-21,1.2949761814887316e-06,9.432039452096064e-07,-1.7522082975681728e-06,1.041620899688314e-06,1.058302497271328e-05,6.811747526748401e-07,1.3725070904583555e-23,1.464558748759105e-22
4,0.006135923151542565,16720000.0,1,72,0.02007913787553421,5.9972810931553625e-05,-5.09878185951599e-05,4.167572942094329e-05,0.020082250395078396,6.008006036214278e-05,-1.6611257243376004e-20,2.6909866416069128e-20,2.067114521158472e-08,8.868121466706021e-08,-7.357119847579253e-05,1.2390792091665956e-07,7.357499683014124e-05,1.2390128880847413e-07,-1.1253607973425073e-07,1.6570950885396497e-07,-9.796696875977652e-05,3.5865615570217124e-05,-7.482928341022916e-05,3.821090899134141e-05,0.0004114436312448753,2.4003115733826975e-05,-2.258754526011467e-21,3.27458760088192e-21,2.7761349533824496e-07,9.889493222404718e-07,-7.506465556227979e-08,1.090676480445071e-06,1.1305671406110682e-05,6.070456075660457e-07,-1.3038817359354396e-22,1.6660515631247731e-22
4,0.006135923151542565,16760000.0,1,72,0.020080497284774047,5.751957293910759e-05,-4.9661098180221166e-05,4.113408329857419e-05,0.020083549939452255,5.751861397321456e-05,-3.781845251537255e-20,2.4563480529820603e-20,1.7674866310032308e-08,8.748259779668484e-08,-7.367096673693411e-05,1.4422231544118604e-07,7.367466960099519e-05,1.4412897705560986e-07,-4.042558483455626e-08,1.7492260364275827e-07,-8.138834422744137e-05,3.795263044487972e-05,-6.845117186942589e-05,3.787088786318092e-05,0.00039843413323329606,2.8248623212725513e-05,8.627187425738245e-22,3.4074807565137885e-21,1.2878978895243217e-06,1.2056548914350057e-06,1.9341569995830611e-07,9.632264788554112e-07,1.1835739199684588e-05,6.574749483509495e-07,1.098005672366685e-22,1.7186456852683474e-22
4,0.006135923151542565,16800000.0,1,72,0.020060722377647198,5.921703943592731e-05,-5.009988354409076e-05,3.793426572339651e-05,0.02006332871623616,5.92292563298344e-05,4.721424391176747e-21,2.3659362566859298e-20,-8.8709481395432e-09,8.58933306522006e-08,-7.377976404198921e-05,1.1533841411534027e-07,7.37833182462514e-05,1.1530321039289104e-07,5.4345379788298286e-08,2.021772630807955e-07,-6.281661929339465e-05,3.489744090457554e-05,-4.641405663619303e-05,3.838922686416014e-05,0.0003889760313389277,2.5425641914910676e-05,8.156613566152515e-22,3.324287960546329e-21,-2.466451502157019e-07,9.160586391790429e-07,4.6152225162612213e-07,1.0086850545618748e-06,1.062842995086231e-05,5.190667444391483e-07,-3.92144882988102e-23,1.7042948077733286e-22
4,0.006135923151542565,16840000.0,1,72,0.02002490916072166,5.963647755627469e-05,-6.0778295497381325e-05,3.394664838087397e-05,0.02002704300202882,5.9642158623129615e-05,-2.0360162324742254e-20,2.4830447981216128e-20,4.5376320239422265e-08,1.0075629072229325e-07,-7.37920389497442e-05,1.240885403677038e-07,7.379692960456503e-05,1.2414710854675035e-07,-4.876751616430715e-08,2.0635340142838288e-07,-4.4718992110721004e-05,3.338874951781699e-05,-3.6246041496334965e-05,3.767123190165805e-05,0.00038872471283772403,2.1268144939459327e-05,2.5567846370824255e-21,4.090246114380364e-21,4.1277315472885657e-07,8.909277028811106e-07,6.823981338609757e-08,1.0522000850413948e-06,1.046050164645103e-05,6.018191225536952e-07,-4.313593712869121e-23,1.746026521914353e-22
4,0.006135923151542565,16880000.0,1,72,0.020000078069217834,6.0791298012818546e-05,-3.870568422016503e-05,3.5122192322765095e-05,0.02000230943712826,6.077060978996011e-05,1.4728961805033088e-20,2.518047800668741e-20,-1.5242266976647726e-07,9.503502685260294e-08,-7.362915147785073e-05,1.3051405184127574e-07,7.363366038524543e-05,1.3054026667742822e-07,-2.438380156900365e-07,2.1724565788554763e-07,-3.9291217902749616e-05,3.43930956926443e-05,3.352814539275133e-06,3.629997664306623e-05,0.0003757551291345171,2.3105340802954213e-05,2.19601134473337e-21,3.0605609649995933e-21,9.77534468829622e-08,9.169793891659354e-07,7.316583350329024e-07,9.879053458705835e-07,9.974705245456438e-06,6.504983482160234e-07,2.745014180916714e-22,1.488056093694459e-22
4,0.006135923151542565,16920000.0,1,72,0.02000139495058767,6.243702189462057e-05,-2.8226916616166938e-05,3.532620379075413e-05,0.02000363743830922,6.240201938765305e-05,4.385748371338931e-20,2.4124625931227925e-20,3.567225566327826e-09,9.11904541481672e-08,-7.358358471517998e-05,1.4611372584433757e-07,7.358757308702601e-05,1.4628010604445758e-07,-1.2272388506937802e-07,2.072858530941945e-07,-2.288788742646108e-05,3.552615555693175e-05,-2.8139750950038524e-05,3.565196643352408e-05,0.0003851526076700236,2.1502790832577645e-05,-3.2940170171000576e-21,3.43731758313565e-21,-1.0931373744007512e-06,9.388403972809816e-07,1.2175653169081656e-06,1.0062656721095745e-06,1.0667709525728167e-05,5.734846854994414e-07,-1.068594806142578e-22,1.6057784004140221e-22
4,0.006135923151542565,16960000.0,1,72,0.020018185425484253,6.079304106138445e-05,-3.0239457479112077e-05,3.255266254508004e-05,0.020020107291592055,6.0700666434836466e-05,-1.1293772630057341e-20,2.4961397102396465e-20,1.2759295947384673e-08,1.1147693248217539e-07,-7.353814059546264e-05,1.1649707166740265e-07,7.354414698244562e-05,1.1643988529838293e-07,1.2021388687151636e-07,2.037664200456215e-07,-4.052740128466542e-07,3.840214892956927e-05,1.917473997252421e-05,3.346285584145822e-05,0.0003888503276992315,2.1680096913589508e-05,2.8705005434729063e-21,3.051175261049473e-21,8.548330473879453e-07,9.659077746239217e-07,1.5508941278757607e-06,1.024851605953843e-06,1.0509429016340828e-05,6.869212550965446e-07,-2.1960113447333707e-22,1.7539907395017367e-22
4,0.006135923151542565,17000000.0,1,72,0.02003257402492732,5.9335591028629805e-05,-2.5744845950216693e-05,3.377739158333789e-05,0.020034629571664145,5.9253350790538846e-05,3.137159063904825e-22,2.5404371756303605e-20,-1.7921672849051382e-08,9.716958917315369e-08,-7.366207919861362e-05,1.3151634277105425e-07,7.366664276044945e-05,1.3142819783925653e-07,2.285584852658624e-07,2.1366716127239823e-07,-1.5752771456877354e-05,3.901327425585e-05,3.607602272408914e-05,3.410865699410912e-05,0.0003957678536036261,2.2386928667152823e-05,-7.529181753371558e-22,3.578662880989592e-21,4.63793853906326e-07,8.844387961124928e-07,-3.762307440231706e-07,8.715092052536468e-07,9.220941719759925e-06,5.909632613533223e-07,2.843050401663736e-23,1.5358934960128668e-22
4,0.006135923151542565,17040000.0,1,72,0.02000983746876529,6.196754945298529e-05,-2.249435984850635e-05,3.673953349938003e-05,0.020012246696107936,6.1958346155309e-05,-2.823443157514341e-21,2.6994799371503708e-20,-9.372894549985164e-08,8.548267518764624e-08,-7.377353490568972e-05,1.226914875450007e-07,7.377712356272065e-05,1.2258202871816546e-07,1.8879868646323146e-07,2.0150470450741317e-07,-2.1607426747420735e-05,3.929926443451002e-05,1.9281477591783877e-05,3.699077467045324e-05,0.00040730586833143817,2.4248074468150134e-05,2.8705005434729074e-21,2.986041420768899e-21,9.920315271301766e-07,1.1048999078804316e-06,-2.6864614281099375e-06,7.56169227189724e-07,1.0214832382696663e-05,6.621847760972194e-07,1.7940628396705662e-22,1.9148391971122633e-22
4,0.006135923151542565,17080000.0,1,72,0.0199874086191099,6.062466326195193e-05,1.8030652716105013e-05,3.368079775341908e-05,0.019989435076995323,6.060791510780135e-05,1.254863625561926e-20,2.5614686820190673e-20,-1.3583828930003553e-07,1.1289054154332214e-07,-7.368936469858343e-05,1.3925512438990238e-07,7.369562518670277e-05,1.392851371428817e-07,2.6104109467572976e-07,1.764438660251196e-07,-1.156066782327954e-05,4.1347368995633544e-05,2.8878632219526995e-05,3.6553182370420876e-05,0.0004222146348862448,2.342202258805036e-05,-9.725193098104928e-22,2.8089401199881295e-21,7.389867019658401e-07,1.0595411304948327e-06,-1.490506200402282e-07,1.0004050478872924e-06,1.085638263777399e-05,6.866057340454449e-07,-1.970528037015213e-22,1.4534896842574628e-22
4,0.006135923151542565,17120000.0,1,72,0.019959105855348862,6.158365075379324e-05,4.971855930661849e-05,3.4933813627266884e-05,0.019961341745386305,6.156770436359158e-05,-3.714396331663303e-20,2.4795510610222393e-20,-2.0331040645761355e-07,9.270017329497644e-08,-7.368420933948873e-05,1.4604064198946278e-07,7.368861201034071e-05,1.4616726260118972e-07,5.449708621424317e-08,1.8588447588448133e-07,-2.390085821141574e-06,4.2238371416641574e-05,-5.33803198275373e-06,3.878205350818931e-05,0.0004372372605814777,2.4412779886277448e-05,1.2548636255619264e-21,3.501097705133782e-21,-5.903625731261242e-07,1.1110814510346491e-06,8.908015096541789e-07,9.047176881529785e-07,1.0955321200824177e-05,6.153795896742363e-07,2.941086622410812e-24,1.698884764383079e-22
4,0.006135923151542565,17160000.0,1,72,0.02001370372162776,6.531887645160118e-05,7.945505166697466e-05,3.510837166462925e-05,0.020016057344632285,6.527709397392199e-05,-2.105033731880132e-20,2.4716934846504157e-20,2.3908527857730557e-08,8.989257177667082e-08,-7.32460912225154e-05,1.1820600794240048e-07,7.324999926164961e-05,1.183124255056458e-07,-1.9603850873935925e-08,1.891639596936992e-07,-1.752583705641422e-05,4.061126143062433e-05,-2.9151484312590526e-05,4.0086946232534244e-05,0.0004308706314159376,2.5646664040593317e-05,-5.552771543111523e-21,3.409256485852898e-21,4.7567781380764315e-07,9.443027896610258e-07,-1.4763434682459981e-06,1.068248678055731e-06,1.0764116346307184e-05,6.594164243484172e-07,4.019485050628049e-22,1.6658163261616555e-22
4,0.006135923151542565,17200000.0,1,72,0.02005955372869345,6.721614174837014e-05,7.094753033403341e-05,3.5420618367099004e-05,0.02006191380773568,6.715553121786993e-05,-2.723054067469381e-20,2.541558873144554e-20,-1.0639317595279115e-08,9.491599491332228e-08,-7.368618094928886e-05,1.2329414166913284e-07,7.369051352677482e-05,1.2336463416354707e-07,1.9561820454182977e-07,1.9818149387071965e-07,-4.9849319258386576e-05,4.110169017144062e-05,1.076840832696142e-06,4.0434683834868756e-05,0.00043625592649943726,2.605332419839092e-05,-8.940903332128718e-22,4.307261724925273e-21,1.3394181467779189e-06,9.71995261887739e-07,8.263617597977348e-07,9.17702788277885e-07,9.82223404364939e-06,6.804545921522752e-07,2.6469779601696853e-23,1.7558169525239017e-22
4,0.006135923151542565,17240000.0,1,72,0.020033788961758444,6.380979773203787e-05,6.608110475178471e-05,3.711090580092038e-05,0.02003634755346848,6.376852683362852e-05,2.600704863977093e-20,2.4468739155823526e-20,6.907965820324238e-08,9.74192921969402e-08,-7.369105494312916e-05,1.4203836133030233e-07,7.369564408384101e-05,1.4214841151217154e-07,1.1199490984565704e-07,1.9359485716691813e-07,-5.7468185020937705e-05,4.092397280158413e-05,-2.0443959338566203e-06,4.070583773635021e-05,0.0004415430853970633,2.5147392734638476e-05,2.7136425902776655e-21,3.514690567290567e-21,6.539535555342068e-07,9.437885371352073e-07,-1.5319787645387262e-06,1.1184059713113728e-06,1.0776542590042755e-05,7.38213708863871e-07,6.592935845237468e-23,1.5893139961129536e-22
4,0.006135923151542565,17280000.0,1,72,0.02005498983017172,6.06020024620645e-05,4.67931723795131e-05,3.5333373892128076e-05,0.020057254706231115,6.059968967125499e-05,-2.443846910781852e-20,2.676439223506476e-20,6.363561738058788e-08,1.1083659341790396e-07,-7.342289825904535e-05,1.453287708930871e-07,7.342887180488547e-05,1.452822924755838e-07,3.6287385564268146e-07,1.87367464623456e-07,-7.476769812149738e-05,4.0772888814701054e-05,-2.0155355463766707e-05,4.116405412600857e-05,0.0004444552319374718,2.567303859534871e-05,1.5999511225914558e-21,3.5070216371770375e-21,-2.851839540206174e-07,9.574002667266889e-07,2.469667173205429e-07,1.0186731348495768e-06,1.0420585460568956e-05,6.533742018207534e-07,4.421433555690851e-22,1.702870477414276e-22
4,0.006135923151542565,17320000.0,1,72,0.020094176921393717,5.679520819355843e-05,3.497582593965084e-05,3.327267543191498e-05,0.020096171722630427,5.6752238910413054e-05,-3.137159063905072e-23,2.5252714298336372e-20,8.581640446669585e-08,9.348110066491812e-08,-7.354975168576299e-05,1.3464958317280904e-07,7.355400985723018e-05,1.3472384335244204e-07,3.7410171235865e-07,1.988478750905956e-07,-8.311465707455742e-05,3.892639728236636e-05,-3.615615567660592e-05,4.22239354433174e-05,0.00044561194932073416,2.484095568845972e-05,2.792071566875286e-21,3.7506448220513076e-21,6.840091533028222e-07,9.69904351553107e-07,3.4249342195141707e-07,9.158962161919089e-07,9.691612695714203e-06,6.818369663036653e-07,-7.254680335279884e-23,1.6204592082559802e-22
4,0.006135923151542565,17360000.0,1,72,0.020093324442358233,5.795031789824782e-05,3.117610944006036e-05,3.470859910145269e-05,0.02009548960513642,5.788823440349345e-05,5.6155147243896156e-21,2.5167221774175336e-20,-1.1947702184595928e-07,9.631269264913596e-08,-7.371770370390914e-05,1.4332224639741223e-07,7.372225842331115e-05,1.4338771330159935e-07,3.40296681653245e-07,2.2984599008747317e-07,-6.077417709375769e-05,3.829401867598677e-05,-5.281298166609173e-06,4.0578858291654915e-05,0.0004199839702878009,2.60992756584036e-05,-3.294017017100056e-21,3.394293722611054e-21,7.596349538499318e-07,9.59117738408662e-07,-8.387048739892249e-07,8.449202230384371e-07,9.721482127682466e-06,5.66342910474884e-07,-3.686161900088159e-22,1.9826229948041456e-22
4,0.006135923151542565,17400000.0,1,72,0.020075114484099973,6.373818222939643e-05,7.619584677302767e-05,3.852891627894104e-05,0.020077893077800207,6.369782039300646e-05,5.1449408648038964e-21,2.348765909472794e-20,-1.6632555719021711e-07,8.369116316707595e-08,-7.367483962585079e-05,1.3104787772662602e-07,7.367840728265597e-05,1.3100796273740412e-07,2.6160953706307366e-07,2.3716577254707191e-07,-5.019470005968325e-05,4.003499694165219e-05,9.885236194727086e-06,4.2660032498696186e-05,0.00043716979307768317,2.7708246569676338e-05,-6.274318127809633e-21,3.2249035807842258e-21,1.7310465599767574e-06,9.133018053788435e-07,-8.028453494500101e-07,9.239875720114912e-07,9.675997986484254e-06,6.484558527463381e-07,1.0980056723666856e-22,1.661906284202033e-22
4,0.006135923151542565,17440000.0,1,72,0.020074514699125103,6.500881241052267e-05,9.76407564099701e-05,3.915041522791912e-05,0.020077478787101446,6.4937849609455e-05,1.0901627747069234e-20,3.0922381360072926e-20,2.750230692714006e-08,7.640694528336617e-08,-7.360067393819933e-05,1.2824614757005802e-07,7.360350507978928e-05,1.2816375390646018e-07,4.0642894370567405e-07,1.8402073737391505e-07,-4.129530068502816e-05,3.58604896513433e-05,3.268228682327816e-06,4.20305146238546e-05,0.0004247889218474824,2.3134820826304908e-05,1.584265327271931e-21,3.539450027024598e-21,-2.1909753374082994e-07,8.744954868720877e-07,4.0768381300692266e-07,9.597522424667332e-07,9.898519096933362e-06,5.557645016941095e-07,8.97031419835283e-23,1.5683783333624541e-22
4,0.006135923151542565,17480000.0,1,72,0.020063760328919034,6.231850416367418e-05,6.348870960064208e-05,3.4829241498841956e-05,0.02006601205768296,6.22956566229102e-05,-1.7975921436174586e-20,2.6863552665080093e-20,1.986908968707628e-07,1.0921311118924045e-07,-7.373497473810036e-05,1.3378160755551963e-07,7.374095425549322e-05,1.3401806502871833e-07,4.806231588572941e-07,1.8977099735928525e-07,-1.264076683823986e-05,3.7411977197872606e-05,2.4612602161724445e-05,4.0994058374061675e-05,0.00041739509413341253,2.5242177316392983e-05,-7.215465846981077e-22,3.407467026974309e-21,9.724057965570725e-07,8.719175544717605e-07,-1.1934192846728512e-06,1.047946168098249e-06,1.0511679852781196e-05,5.792544771455657e-07,-2.0195461473887259e-22,1.6855147909154654e-22
4,0.006135923151542565,17520000.0,1,72,0.02002503328476042,5.8219646963987936e-05,5.009099827783746e-06,3.7715378948274135e-05,0.020027555235147376,5.8220661377131374e-05,-2.478355660484805e-20,2.630133610231588e-20,1.9130135358013378e-07,1.0048275544932353e-07,-7.38041829701712e-05,1.2182550683044352e-07,7.380929278533844e-05,1.2177869253487758e-07,3.8596312501651614e-07,1.9005939106299875e-07,-8.692971823049787e-07,3.906111171341099e-05,2.110434959414111e-05,3.932114008326769e-05,0.00040846935177724455,2.6986025547737586e-05,-5.3331704086381884e-21,3.669624399634233e-21,1.1594337492113883e-06,1.0135170954437997e-06,3.3145005708169846e-07,9.410862023984039e-07,1.0406742030441635e-05,6.387370486677379e-07,-4.607702375110199e-23,1.5895001161741064e-22
4,0.006135923151542565,17560000.0,1,72,0.02002008221370404,6.033534916067656e-05,-7.780651640977654e-06,3.786114142175761e-05,0.0200226291642455,6.031781796750779e-05,4.228890418143694e-20,2.7164830893102775e-20,-7.064524743331895e-08,9.90244668987262e-08,-7.355886238595815e-05,1.2835992381274657e-07,7.356361530744993e-05,1.2846654279843013e-07,1.860222639652692e-07,2.0321375627903724e-07,1.1700015315245181e-05,3.7120852693901595e-05,-2.5025167880649637e-05,3.8903852850815336e-05,0.0003944660761502443,2.6657413053232936e-05,3.137159063904776e-23,3.1447651864495838e-21,-5.988914961836976e-07,9.721226472372188e-07,-5.60815989334706e-07,9.672976288649444e-07,1.0426276494120068e-05,5.992334457264416e-07,-1.9901352811646178e-22,1.5514046790393982e-22
4,0.006135923151542565,17600000.0,1,72,0.02003298450548804,6.444100219223152e-05,3.124766452878122e-05,3.9098691886092165e-05,0.02003575443191951,6.427985040155371e-05,-1.3866243062459293e-20,2.399198266113366e-20,-1.6821842109292782e-07,1.0279856748100313e-07,-7.358252703019741e-05,1.1702237170556544e-07,7.358779664321628e-05,1.1720652480446927e-07,8.135271516274346e-08,2.2561537331569122e-07,2.6394481709246556e-05,3.8134070310436467e-05,-3.861074492680277e-05,3.8688745991283245e-05,0.0004086079336397939,2.51053802037163e-05,-8.580130039779672e-21,3.187531889174568e-21,2.3971471969846457e-07,9.162793984042853e-07,-1.6549481806363459e-06,1.010860577547918e-06,1.032694398968338e-05,6.314575641424033e-07,-1.5097577995041926e-22,1.6109482246767126e-22
4,0.006135923151542565,17640000.0,1,72,0.020062031723344857,6.835865741609864e-05,6.519466967839604e-05,3.9866299731442886e-05,0.020065002858047448,6.813880827950018e-05,-3.6704761047686315e-21,2.5541117347073398e-20,-1.0728779076441204e-07,1.0330296845516055e-07,-7.343130473102374e-05,1.3283812418586273e-07,7.343655577375989e-05,1.327308865588727e-07,3.9613856569151286e-09,2.354003127782861e-07,3.0427114496020793e-05,3.8304870420097575e-05,-4.762151620178122e-06,4.3288759457679765e-05,0.0004300104288117137,2.7389543553532775e-05,-3.7645908766857795e-21,3.424754970135479e-21,7.959877402828743e-07,9.136995984837533e-07,-1.0279723958776245e-06,1.051046780985765e-06,1.0561038878978819e-05,6.264427658899843e-07,3.0685337093818975e-22,1.5507658418599507e-22
4,0.006135923151542565,17680000.0,1,72,0.020081811142481056,7.069630000732947e-05,7.321092500105024e-05,4.016866997777887e-05,0.020084837387898954,7.053332187551062e-05,-9.78793627938302e-21,2.533886395911193e-20,4.4022970717574344e-08,9.382940377099058e-08,-7.37699223373429e-05,1.1009128527463485e-07,7.377418800511266e-05,1.0994052690134484e-07,1.086654267178388e-07,2.409331336978501e-07,1.250576824749003e-05,4.059254036869503e-05,-1.6350670879786817e-05,4.53859663889197e-05,0.0004636996807497959,2.617621878827769e-05,3.576361332851489e-21,3.458610784481102e-21,1.076488542120135e-06,9.268542069466681e-07,-9.751466056554523e-07,8.428171904778534e-07,9.347030245375742e-06,6.071189321073901e-07,-2.941086622410764e-23,1.6860608262877736e-22
4,0.006135923151542565,17720000.0,1,72,0.020038048495677894,6.532531189428064e-05,5.08264888534169e-05,3.858102387402067e-05,0.02004075867111132,6.528712850835885e-05,-1.957587255876605e-20,2.8707841124203455e-20,1.1339159195621809e-07,1.0013618967891095e-07,-7.3687433944768e-05,1.1438039693510708e-07,7.36923431348557e-05,1.1445902533317859e-07,1.2994099876235292e-07,2.1632821446453445e-07,1.5017113687451187e-05,3.783699401781768e-05,-1.414464558529548e-05,4.4380068619451455e-05,0.00043899964637569584,2.6321984138800656e-05,-5.490028361833433e-22,3.412346682403822e-21,-9.277676550462997e-07,9.092740922677613e-07,9.173571362137918e-07,9.996823249039216e-07,1.0052412198267826e-05,6.53350399381939e-07,2.1273859902104527e-22,1.7528755642930717e-22
4,0.006135923151542565,17760000.0,1,72,0.0200576903872121,6.180122008153584e-05,3.0450243192965316e-05,3.994471451966642e-05,0.02006053297351485,6.182103288907343e-05,1.3489783974790721e-20,2.77345283720621e-20,3.7977297047749545e-08,9.990407538802304e-08,-7.342351526150037e-05,1.2393549780156634e-07,7.342835915920772e-05,1.238641851504474e-07,3.1970026317245473e-07,2.21114928066764e-07,9.00697879854926e-06,3.886567990375466e-05,-1.963077304737662e-05,4.331975211480403e-05,0.00043918085648557377,2.6021050538119988e-05,-4.1410499643543575e-21,3.612802990493669e-21,1.6580490018436662e-09,9.847707803835024e-07,-1.2359243160539878e-06,9.405775244918167e-07,1.0450770562706694e-05,5.81105499895438e-07,-3.480285836519398e-23,1.6232776829111055e-22
4,0.006135923151542565,17800000.0,1,72,0.020096559140036087,6.361152716224948e-05,1.898065917812392e-05,4.090844837510964e-05,0.020099521776014904,6.362176580519563e-05,-2.541098841762903e-21,2.505800714751544e-20,6.281797724471487e-08,9.163179616186251e-08,-7.370500242644533e-05,1.2580316390795544e-07,7.370905798680502e-05,1.2592865455535432e-07,3.9142154856245677e-07,2.3217366992957148e-07,2.536003621109524e-05,4.2479656287016334e-05,-4.6859349094639236e-05,4.2975305247681956e-05,0.0004459104160924073,2.984752167773572e-05,-1.5999511225914558e-21,3.478662121069996e-21,-1.0622693076875302e-06,1.014196308956876e-06,1.651991604600808e-06,9.38693306197395e-07,1.0743597158456119e-05,5.81693751414356e-07,-9.803622074702564e-24,1.5002379800147884e-22
4,0.006135923151542565,17840000.0,1,72,0.02004747930605612,6.377381248896294e-05,4.248531094824293e-06,3.829729854409039e-05,0.020050089935640343,6.371555276942551e-05,-1.3583898746707845e-20,2.6725439572286163e-20,3.5220010590939474e-08,9.540830902735264e-08,-7.377324739170818e-05,1.2896325827921234e-07,7.377762564215212e-05,1.2904627188597003e-07,2.2090669159666803e-07,2.257978742180733e-07,4.864144211217524e-05,4.293082338967842e-05,-3.338563860875493e-05,3.781006504605109e-05,0.00042782671827267107,2.727107263858086e-05,2.0862107774967033e-21,3.560044818683554e-21,-7.398896375229085e-07,9.5250019300374e-07,-3.80886139981285e-07,1.0409989960591928e-06,1.0257175104516075e-05,7.203216442448144e-07,-2.843050401663738e-23,1.749545503921659e-22
4,0.006135923151542565,17880000.0,1,72,0.020021318298425527,5.896869245730376e-05,1.418466426050584e-05,3.572436154138428e-05,0.020023593711333883,5.893223615488801e-05,1.3552527156068802e-20,2.5090608477383664e-20,-9.268921894661889e-08,1.0319473935707594e-07,-7.375070120030877e-05,1.413110464729027e-07,7.375586888306858e-05,1.4143130140698996e-07,2.7757952346396224e-07,2.2549955878948064e-07,8.44056704032282e-05,4.0567471558036285e-05,-2.917788316145187e-05,3.959587793571715e-05,0.0004298506338349052,2.6897401000082254e-05,2.792071566875286e-21,3.668315296609704e-21,-2.1805441472111245e-06,1.13552587644145e-06,-1.0312720349631465e-06,1.0580659203288283e-06,1.171516573426632e-05,7.468872934055196e-07,-6.470390569303686e-23,1.5559479318365452e-22
4,0.006135923151542565,17920000.0,1,72,0.020010837342001278,5.847654184873084e-05,3.8782926819454275e-05,3.501716024925848e-05,0.02001304282334132,5.851175686677582e-05,-1.465053282843549e-20,2.2474057011300678e-20,-1.6198198883210048e-07,9.489565005967066e-08,-7.36793409437706e-05,1.2721036488415807e-07,7.368384866255191e-05,1.2728421684831668e-07,1.8004839325133537e-07,2.233105431391885e-07,7.61488567713442e-05,4.027814469893937e-05,-2.3892482861303548e-05,4.0081843039143246e-05,0.0004409648137218538,2.408033239679206e-05,-1.1293772630057335e-21,4.0172478146474446e-21,8.427411025558749e-07,8.463260741625136e-07,-1.4248699711549126e-07,1.0058060479390393e-06,1.0014692495191388e-05,5.706225542456892e-07,-1.313685358010142e-22,1.5242138039095332e-22
4,0.006135923151542565,17960000.0,1,72,0.019995333744886656,6.081867495251829e-05,8.087325133877642e-05,3.146083126975667e-05,0.019997249453849075,6.0841943319199306e-05,-1.904255551790224e-20,2.56076310161939e-20,-2.2269091218001602e-08,1.0220627466847574e-07,-7.359715896802428e-05,1.5551595281253018e-07,7.360220546517327e-05,1.5548558489825143e-07,1.9441735889711243e-07,2.1735162983824962e-07,7.563899311470214e-05,4.126150676308508e-05,3.21971266913688e-05,3.7841106489282174e-05,0.0004410773045108905,2.212495710864566e-05,-1.0823198770471622e-21,4.4124201176364296e-21,-9.880298831841492e-07,1.0891865351484758e-06,1.1116957272757337e-07,9.812104116228955e-07,1.101991579944114e-05,6.727722894306905e-07,3.4312677261458896e-23,1.766528469083643e-22
