nk,sample,steady_blocks,psi[0]_sin,psi[0]_cos,psi[0]_amp,Jpsi[0]_y_sin,vx_sin,pi_xy_sin,psi[0]_mean,Jpsi[0]_y_cos,Jpsi[0]_y_amp,Jpsi[0]_y_mean,vx_cos,vx_amp,vx_mean,pi_xy_cos,pi_xy_amp,pi_xy_mean
1,21,251,0.016278691025408572,0.00022441168939837684,0.01628752838178745,4.012187749432916e-08,-0.00023340557752908508,1.1446425219974031e-07,6.911248908274129e-21,-1.8372112635565516e-05,1.838032395726802e-05,2.8501004861887684e-07,0.00034852437059809514,0.0004518161601811648,1.1338767740137249e-21,1.8427156588725228e-07,1.0662077027126751e-05,-1.7857434312964184e-23
1,22,251,0.01709282742444067,-0.00020619957126369714,0.017098671588734994,1.8147275465880107e-08,-0.00018515090505586066,3.6118659202019485e-07,5.06824919940103e-20,-1.8362255784394135e-05,1.8373272630404755e-05,-3.8491253692141516e-07,0.00017758712639637394,0.00036258880405975037,1.286860148285418e-21,-4.415441330965662e-07,1.0549155773414015e-05,-8.647497718482648e-23
1,23,251,0.018049902493288656,-3.813740973160846e-05,0.018056733599206537,-4.67700258828581e-09,0.0005383660154167508,2.8283814944095537e-07,9.214998544365507e-21,-1.8447541031184824e-05,1.8456144147456593e-05,7.781984968409471e-08,0.00035355423726091654,0.0007036152757670166,3.9235735989681265e-21,-5.379210831634578e-07,1.024879562130742e-05,-7.030485949985891e-23
1,24,251,0.016279582958339995,0.0005272314039659424,0.016296582251042042,-9.278808302191545e-08,-9.894212000391967e-06,-1.917518955757982e-07,-4.377124308573616e-20,-1.8397581075936747e-05,1.8412154718169184e-05,-3.312495865335789e-07,-0.00019487137039323458,0.0004128372230993753,3.1496577055936813e-22,4.2965568600237064e-08,1.0635617223776076e-05,-7.564802882184822e-23
1,25,251,0.01655929651108704,1.341200113055152e-05,0.016573858081713515,-2.167591993184085e-08,0.0001466372541022609,-1.1252326343542153e-06,2.073374672482239e-20,-1.8417689113470517e-05,1.8430327539470682e-05,-5.4199459660408704e-08,-9.091264378306119e-05,0.00034787789630418193,-1.7728073371484426e-21,8.871316258382941e-07,1.097628038096704e-05,9.75831449858042e-23
1,26,251,0.016589490734374292,0.00012108988837588318,0.01660829517644155,5.234578296763575e-09,-0.00017698748225721038,5.028175175329424e-07,4.6074992721827595e-21,-1.8504890992337935e-05,1.8520105873080646e-05,4.493215558049762e-07,0.00032906530090163154,0.00046513930625151134,1.777306848156434e-21,6.842300358392943e-07,1.070175210808474e-05,-5.736876535188487e-23
1,27,251,0.017084054398161963,-0.00013916406812600727,0.017089656196448828,5.4919719658399065e-08,-0.0001785943359946697,-9.158005096029383e-07,-1.1518748180456882e-20,-1.827962811720318e-05,1.8287472023061008e-05,1.4304798768835557e-07,-1.663835288343635e-05,0.00046116949103228557,-1.088881663933815e-21,1.9008060262303533e-07,1.0580882268338318e-05,-7.719473573084509e-23
1,28,251,0.016401054370993103,-1.7520178395196014e-05,0.016406952051943185,5.1766011300434317e-08,0.00011565363158881112,4.897967447278523e-07,-3.455624454137066e-20,-1.8700397210610886e-05,1.8709869063094492e-05,1.5818746626001408e-07,-0.00041823083438000423,0.0005524764901679181,1.7683078261404516e-21,-1.814814051592452e-08,1.0474875516588556e-05,-2.356618890435271e-22
1,29,251,0.01690042872026206,0.00013118777486281023,0.016918746133687972,-1.7447117866223859e-07,0.0003805232350306686,1.1930634942951306e-08,-6.91124890827413e-21,-1.8442490330887344e-05,1.8453227351961616e-05,-3.742637092138534e-07,5.98395445029847e-05,0.0005122860230964627,1.2643625932454633e-21,-7.20966425370652e-07,1.009885814573937e-05,1.926353150296134e-23
1,30,251,0.017163782571584647,-1.7276608161713167e-05,0.017174253355348498,-7.400807672115949e-08,-3.398440666754322e-05,1.0271519285038692e-06,4.837874235791891e-20,-1.8354224655437266e-05,1.83623933308054e-05,5.278255249779477e-07,-0.00025016663590918367,0.00040047519060917516,-2.1912618608916026e-21,-5.140663357751753e-07,1.0744538678316938e-05,-1.1248777519977268e-24
1,31,251,0.016738984776761334,0.0003567300887945858,0.01675133594139553,-3.556511781849069e-08,0.0002292188611594727,9.79757929576646e-08,5.98974905383758e-20,-1.8514137220781347e-05,1.8524151641037506e-05,3.362850401347459e-07,-7.323688462261805e-05,0.00042856788830067583,-2.780697802938421e-21,2.4138597886447684e-07,1.1041248325704024e-05,-4.091742822891789e-23
1,32,251,0.01693610314361885,-0.0003180474176993068,0.016951972130970456,-9.159364560047861e-08,0.00022889043163015627,3.9264424022861205e-07,-5.298624163010167e-20,-1.8362284843794898e-05,1.8370066780419257e-05,1.0171226226403616e-07,0.00019949535770769818,0.0004716612866927457,3.991066264087992e-21,6.887106709707174e-07,1.0699195565785548e-05,1.4806203410670288e-22
1,33,251,0.016412675764039902,-0.00022877943057414708,0.016422425463076016,3.903662031595773e-08,-0.0002709932927336809,3.4806746819213565e-07,1.6126247452639642e-20,-1.8320450238420996e-05,1.833181144191542e-05,-1.8055253448875254e-07,0.00010536229537504449,0.0003460891127858677,1.2688621042534539e-21,3.169209601036315e-07,1.083217160450459e-05,1.757621487496473e-23
1,34,251,0.017161973880539947,5.177037427022206e-05,0.017170382881303816,1.0023576336452432e-07,4.752376597167389e-05,1.1568163501203234e-07,1.8429997088731017e-20,-1.8465046665467538e-05,1.8473833601744985e-05,2.6328994582595213e-07,0.00039470130970595415,0.00047402799365596157,2.879687045114222e-22,5.941442811594163e-07,1.0607665945326985e-05,-1.2373655271975172e-22
1,35,251,0.016116011482803158,0.00011943702773742729,0.016119835457871996,-3.723515914617303e-08,0.00014647869126481713,-4.7023574406220226e-07,2.5341245997005137e-20,-1.8533612255783453e-05,1.8544072439102606e-05,5.783911192719237e-07,0.00012956339890230845,0.00037667862481099214,-1.5748288527968407e-22,-2.1241315131193968e-07,1.107819075413042e-05,1.0616033784478698e-22
1,36,251,0.017752191448167313,-0.00012109515760140148,0.017756201306361904,3.7349161144591476e-08,-0.00024163760889140396,2.586155658112363e-07,2.3037496360913798e-21,-1.8544461934245223e-05,1.8552548807939565e-05,-1.471349415102088e-07,0.00017517119307960805,0.0003900755690290195,-2.5107271424589616e-21,-6.804993196042458e-07,1.0870457515621336e-05,1.214867972157562e-22
1,37,251,0.015512840998721767,0.0002755664108007763,0.015526404940939586,7.191474478330484e-08,-1.6291536985791787e-05,-1.4677465964527218e-07,-2.303749636091377e-20,-1.8367635885818527e-05,1.838644139512755e-05,-2.3322952578895606e-07,-3.9014391581193e-05,0.00029667887552694416,3.109162106521761e-21,4.245477516453128e-07,1.0939843117509151e-05,1.7154385717965563e-23
1,38,251,0.01761337922889095,-4.717867145311691e-05,0.017627793548290846,-2.6788341189119836e-08,-0.0001086530400737968,-2.3560088583681355e-07,-5.2986241630101685e-20,-1.8391651624653955e-05,1.8403367002475983e-05,-3.8804192956844835e-07,-0.00038230497242934585,0.00047406397447964107,5.759374090228444e-22,-3.4395082064955443e-07,9.953138544000333e-06,9.730192554780474e-23
1,39,251,0.017251934263692,-0.0005070028239999968,0.017270270958533635,9.133800338757884e-08,-0.00027740367674300003,2.4153663635480215e-07,2.7644995633096527e-20,-1.826304061068419e-05,1.8276766852729618e-05,3.67060700429038e-07,-0.0001687258302804673,0.0003818313266213722,3.5996088063927757e-22,2.4565593339928123e-07,1.062594380372845e-05,-2.8121943799943472e-24
1,40,251,0.017456478971141075,0.00022973654693330162,0.017477325231750853,1.1337038184657024e-07,-3.925159867710096e-05,-3.5486372649156483e-07,1.1518748180456885e-20,-1.860382012474627e-05,1.8611772762764286e-05,-2.66705547621802e-07,0.00039818770819373015,0.00047296706045163597,-6.839256732146277e-22,-6.559986087420403e-07,1.014403124612188e-05,1.8701092626962472e-23
1,41,251,0.01776724303640496,1.4603772514340858e-05,0.01777353136639863,-2.7764957660776977e-08,0.00016600750986770575,-5.890273322698717e-07,-5.298624163010167e-20,-1.842741195359333e-05,1.8435131897501444e-05,2.649874652262093e-07,9.52103520724475e-05,0.0003925657806180071,-2.6704597832426413e-21,-2.86332834493898e-07,1.0349353500388962e-05,-1.926353150296134e-23
1,42,251,0.016785936514775668,-1.4910318642148177e-05,0.01678769448897885,-4.367086869240162e-08,-0.00030207735549922206,-7.835567739505439e-07,-1.8429997088731023e-20,-1.859694215262516e-05,1.8604723487402163e-05,8.235167238720573e-07,3.2030014552080396e-05,0.00041197237891913373,-1.8268014692443346e-21,-1.4995567851535853e-07,1.0619880996802853e-05,1.9122921783961626e-23
1,43,251,0.016661459822271657,-0.0004404122506729048,0.016678319214332608,-1.233973023475488e-07,0.00015161432312410956,3.1600112887942114e-07,-1.3822497816548266e-20,-1.8246059585259352e-05,1.8261003258157335e-05,-4.6109863360548613e-07,0.00017366981001287318,0.00039779390115315206,4.0495599071918743e-22,8.292921726986893e-07,1.0594054171461263e-05,-4.865096277390236e-23
1,44,251,0.017925001512563266,-0.00015632617800435798,0.017932894619558628,2.3089095578575115e-08,-0.00048640406229499,-1.2553719764772183e-07,6.911248908274132e-20,-1.841102236753017e-05,1.8418749829867104e-05,-1.0555054682866865e-09,0.000638256536312314,0.0008581136665706672,-6.614281181746721e-22,-2.7956365515430444e-07,1.0548898502711926e-05,-6.678961652486621e-24
1,45,251,0.017029317517552458,-0.00030920251341792375,0.017048002787283644,2.3482200515558808e-08,0.00016734163779700008,-3.683236901954952e-07,-5.528999126619304e-20,-1.8344964710369846e-05,1.8356244481779397e-05,1.9358465016390908e-07,-0.00048277774128597004,0.000578231836820977,-5.579393649908806e-22,7.107401979540661e-07,1.0057615250493175e-05,6.93205914668609e-23
1,46,251,0.017303829376352713,-0.0001556211483173118,0.01730936657162546,8.608683268057702e-09,-8.140506105420397e-05,-5.010498613241796e-07,3.455624454137065e-20,-1.8426189933978758e-05,1.8433927523384796e-05,1.8633202714385263e-07,-0.0003235926383816817,0.00047897382222131225,-1.844799513276298e-21,-8.456680533737415e-07,1.0478055819787425e-05,1.88417023459622e-23
1,47,251,0.015590014004167582,-0.0001998250794607598,0.015606710999435116,7.710654606071083e-09,0.00013876997326195802,1.762688200538669e-07,1.8429997088731017e-20,-1.8380911087420674e-05,1.8396252169485635e-05,1.2558761256133573e-06,-2.5445440349869112e-05,0.00027832998203102097,2.0922726187158017e-22,-5.758448255760019e-08,1.0629862086675898e-05,-1.2514264990974887e-22
1,48,251,0.016597286493599907,0.0003715666264072037,0.016609593373540593,-7.363692555585572e-08,7.12209760790712e-05,4.5316132267623574e-07,-1.5346055333762835e-36,-1.8586529074992386e-05,1.859566531274884e-05,-2.5686726460918464e-07,-3.791260022555671e-05,0.000314493461293134,-2.5242256754829345e-21,3.8448754689533486e-07,1.0726545753693331e-05,1.9854092322760157e-22
1,49,251,0.016752020625138343,7.154920555800938e-05,0.016756365619568506,-2.2355424100259538e-08,-0.0001867335441297299,-3.4979816181842194e-07,-1.3822497816548263e-20,-1.834805164469965e-05,1.835803712231068e-05,1.5390630289357313e-07,0.00032521964403733574,0.00046604377996358896,-2.699706604794586e-22,-3.35235733830065e-07,1.0396452660715104e-05,-3.9089501881921563e-23
1,50,251,0.016722890581873383,7.012184208818063e-05,0.016728596228735598,-7.284562009910147e-08,8.053060233156457e-05,-3.5400481348234086e-07,-6.680873944664994e-20,-1.8445577882680002e-05,1.84521546988411e-05,-8.294264010098735e-08,0.00024837994553259863,0.0003429057043793552,1.5343332537249215e-21,-1.1360286266297848e-06,1.0120647225977629e-05,-3.7402185253924956e-23
