mode_index,kx,ky,k_abs,tau_min,tau_max,S_last,S_tail_mean,S_tail_sem,S_tail_std,tail_points,sample_count_min
36,9.0811662642829960e-01,9.0811662642829960e-01,1.2842708493114028e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.4572882434652324e-01,3.4684550940805253e-01,1.4739805938670896e-03,1.2167972714209466e-03,10,1152
37,9.3266031903446978e-01,9.3266031903446978e-01,1.3189808722657648e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.4345166234617014e-01,3.4395925256498611e-01,1.3857615904069001e-03,6.8261417257987293e-04,10,1152
38,9.5720401164064006e-01,9.5720401164064006e-01,1.3536908952201272e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.4779528179275132e-01,3.4672164923900212e-01,1.4365288444600443e-03,1.3339086830799986e-03,10,1152
39,9.8174770424681035e-01,9.8174770424681035e-01,1.3884009181744894e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.3858251221495927e-01,3.3869406621972986e-01,1.3797558809888575e-03,9.1518461662978519e-04,10,1152
40,1.0062913968529805e+00,1.0062913968529805e+00,1.4231109411288516e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.3962568941198729e-01,3.3865991961122510e-01,1.4466304063744111e-03,6.2656021947532666e-04,10,1152
41,1.0308350894591509e+00,1.0308350894591509e+00,1.4578209640832140e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.3132602352456775e-01,3.3180321343415231e-01,1.3683525996837898e-03,1.0728460623177496e-03,10,1152
42,1.0553787820653211e+00,1.0553787820653211e+00,1.4925309870375760e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.3597138045523361e-01,3.3765507505832593e-01,1.3374288802670345e-03,1.3296369335157690e-03,10,1152
43,1.0799224746714913e+00,1.0799224746714913e+00,1.5272410099919382e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2925186352731978e-01,3.3158972945091081e-01,1.3833635487893836e-03,1.6091090528945863e-03,10,1152
44,1.1044661672776617e+00,1.1044661672776617e+00,1.5619510329463007e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2602560448756229e-01,3.2871721955782129e-01,1.3339555609502723e-03,2.1375451242558177e-03,10,1152
45,1.1290098598838318e+00,1.1290098598838318e+00,1.5966610559006627e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.3824850451479271e-01,3.3899413799176187e-01,1.3649751561633397e-03,7.4281004505070264e-04,10,1152
46,1.1535535524900022e+00,1.1535535524900022e+00,1.6313710788550251e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.3606815865073186e-01,3.3670016012636578e-01,1.4514542553144896e-03,1.2122505751918234e-03,10,1152
47,1.1780972450961724e+00,1.1780972450961724e+00,1.6660811018093873e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.3459205027668742e-01,3.3498297408738253e-01,1.3780977761717126e-03,7.7824175210323640e-04,10,1152
48,1.2026409377023426e+00,1.2026409377023426e+00,1.7007911247637495e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2501710222800873e-01,3.2486319549221482e-01,1.3329745793345315e-03,4.4546080264159111e-04,10,1152
49,1.2271846303085130e+00,1.2271846303085130e+00,1.7355011477181119e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2409734751947383e-01,3.2467918231801679e-01,1.3609406339702118e-03,1.6843953401633823e-03,10,1152
50,1.2517283229146832e+00,1.2517283229146832e+00,1.7702111706724739e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2630764270055895e-01,3.2991766645549558e-01,1.3578588303102799e-03,2.0386979700088180e-03,10,1152
51,1.2762720155208536e+00,1.2762720155208536e+00,1.8049211936268363e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2740293474579163e-01,3.2917759331563096e-01,1.3775018085184435e-03,9.7059944958150499e-04,10,1152
52,1.3008157081270237e+00,1.3008157081270237e+00,1.8396312165811985e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2807750401008789e-01,3.2694614963185942e-01,1.3897614399685679e-03,7.1947985480870047e-04,10,1152
53,1.3253594007331939e+00,1.3253594007331939e+00,1.8743412395355605e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1906517506504944e-01,3.2285650939095734e-01,1.3728064456638642e-03,2.2568303857303427e-03,10,1152
54,1.3499030933393643e+00,1.3499030933393643e+00,1.9090512624899230e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2182103590428185e-01,3.2237690072774960e-01,1.3581006754818143e-03,7.2724744668940659e-04,10,1152
55,1.3744467859455345e+00,1.3744467859455345e+00,1.9437612854442852e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2461639163527017e-01,3.2573897436225657e-01,1.2983781735674972e-03,8.6104301381112740e-04,10,1152
56,1.3989904785517047e+00,1.3989904785517047e+00,1.9784713083986474e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2182230732050393e-01,3.2250157076202685e-01,1.3177419146315236e-03,5.8105888793181398e-04,10,1152
57,1.4235341711578751e+00,1.4235341711578751e+00,2.0131813313530098e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1556073824934849e-01,3.1618466883819596e-01,1.3139263803653308e-03,5.1885431563942629e-04,10,1152
58,1.4480778637640452e+00,1.4480778637640452e+00,2.0478913543073718e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2613493027635809e-01,3.2707831508449436e-01,1.3413212982379306e-03,1.4025953586277813e-03,10,1152
59,1.4726215563702154e+00,1.4726215563702154e+00,2.0826013772617338e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.2953676976464980e-01,3.2750798735834297e-01,1.3974320834119077e-03,1.0390418732834029e-03,10,1152
60,1.4971652489763858e+00,1.4971652489763858e+00,2.1173114002160962e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1616214326461267e-01,3.1536475317273005e-01,1.3132555092866740e-03,1.2448853387827905e-03,10,1152
61,1.5217089415825560e+00,1.5217089415825560e+00,2.1520214231704586e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1391099636260988e-01,3.1412937516962230e-01,1.3475665246946440e-03,5.3305835013896458e-04,10,1152
62,1.5462526341887264e+00,1.5462526341887264e+00,2.1867314461248211e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1168444390640249e-01,3.1303011051028851e-01,1.2492343784132275e-03,1.8066371812665125e-03,10,1152
63,1.5707963267948966e+00,1.5707963267948966e+00,2.2214414690791831e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1924205528631744e-01,3.1803736637978319e-01,1.2756141787847116e-03,1.2602528735158526e-03,10,1152
64,1.5953400194010667e+00,1.5953400194010667e+00,2.2561514920335450e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1719091150230155e-01,3.1641531199061818e-01,1.3825975671488799e-03,7.8209290241954704e-04,10,1152
65,1.6198837120072371e+00,1.6198837120072371e+00,2.2908615149879075e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1193320441984468e-01,3.1340534410492238e-01,1.3219949104031465e-03,1.0843807558520468e-03,10,1152
66,1.6444274046134073e+00,1.6444274046134073e+00,2.3255715379422699e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1683086323851617e-01,3.1423412204064716e-01,1.2635985497748761e-03,1.7476968745341155e-03,10,1152
67,1.6689710972195777e+00,1.6689710972195777e+00,2.3602815608966323e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1407414999439875e-01,3.1263920706722481e-01,1.3664222949936130e-03,1.6666599456527968e-03,10,1152
68,1.6935147898257479e+00,1.6935147898257479e+00,2.3949915838509943e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1251657095366514e-01,3.1285711327389631e-01,1.3095195564426937e-03,6.8185715209184499e-04,10,1152
69,1.7180584824319181e+00,1.7180584824319181e+00,2.4297016068053563e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0786056167969317e-01,3.0795208331227458e-01,1.2702235464216855e-03,6.2120190484083761e-04,10,1152
70,1.7426021750380885e+00,1.7426021750380885e+00,2.4644116297597187e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1573511239745666e-01,3.1420414395745955e-01,1.2857943094525014e-03,9.2760718902269571e-04,10,1152
71,1.7671458676442586e+00,1.7671458676442586e+00,2.4991216527140807e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0992765037640729e-01,3.1011929621113182e-01,1.3059049124721212e-03,2.5093972336036303e-04,10,1152
72,1.7916895602504288e+00,1.7916895602504288e+00,2.5338316756684431e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0939745368917687e-01,3.0999132904884552e-01,1.2809284865614801e-03,9.4699102225797671e-04,10,1152
73,1.8162332528565992e+00,1.8162332528565992e+00,2.5685416986228056e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0594974401552300e-01,3.0379419716355233e-01,1.2544960951447522e-03,1.2892356151652997e-03,10,1152
74,1.8407769454627694e+00,1.8407769454627694e+00,2.6032517215771676e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0346685903658788e-01,3.0388405087570558e-01,1.2733163995774150e-03,8.7130003142302064e-04,10,1152
75,1.8653206380689396e+00,1.8653206380689396e+00,2.6379617445315295e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.1460921651157353e-01,3.1532111306841759e-01,1.2915102113658632e-03,5.6194394692653043e-04,10,1152
76,1.8898643306751099e+00,1.8898643306751099e+00,2.6726717674858920e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0150884405213602e-01,3.0278261317754818e-01,1.2861015006787129e-03,1.6663508522984307e-03,10,1152
77,1.9144080232812801e+00,1.9144080232812801e+00,2.7073817904402544e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9954073451136448e-01,2.9972432725987735e-01,1.2626626084672628e-03,1.0294719834822506e-03,10,1152
78,1.9389517158874505e+00,1.9389517158874505e+00,2.7420918133946168e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0456782293409440e-01,3.0554166261086230e-01,1.2700270586163205e-03,7.7121254879169564e-04,10,1152
79,1.9634954084936207e+00,1.9634954084936207e+00,2.7768018363489788e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0372418194136791e-01,3.0378024765431000e-01,1.2550908441753598e-03,4.9006249864459489e-04,10,1152
80,1.9880391010997909e+00,1.9880391010997909e+00,2.8115118593033408e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0631280088162666e-01,3.0493344978813780e-01,1.2466567509334674e-03,6.5981706298906149e-04,10,1152
81,2.0125827937059610e+00,2.0125827937059610e+00,2.8462218822577032e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0409751942204888e-01,3.0655833109922054e-01,1.3068883473935484e-03,1.4356976061388417e-03,10,1152
82,2.0371264863121317e+00,2.0371264863121317e+00,2.8809319052120657e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0076849373773434e-01,3.0222250224636532e-01,1.2803688456601275e-03,7.9322734589971314e-04,10,1152
83,2.0616701789183018e+00,2.0616701789183018e+00,2.9156419281664281e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0222043424319961e-01,3.0268596711963375e-01,1.2635976984049163e-03,5.2531025900097352e-04,10,1152
84,2.0862138715244720e+00,2.0862138715244720e+00,2.9503519511207901e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9910954051886096e-01,2.9933476838014628e-01,1.2450789226142751e-03,9.6157549355734755e-04,10,1152
85,2.1107575641306422e+00,2.1107575641306422e+00,2.9850619740751521e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0072742002099667e-01,2.9925055292048730e-01,1.2444603120517529e-03,8.8779757619078471e-04,10,1152
86,2.1353012567368124e+00,2.1353012567368124e+00,3.0197719970295140e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9761950509593321e-01,2.9689282799201233e-01,1.2424901320377405e-03,1.0068304078994321e-03,10,1152
87,2.1598449493429825e+00,2.1598449493429825e+00,3.0544820199838765e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9772659541473678e-01,2.9734960960245199e-01,1.2628025761886080e-03,5.9920879861185639e-04,10,1152
88,2.1843886419491532e+00,2.1843886419491532e+00,3.0891920429382389e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9463233424766105e-01,2.9596847926237346e-01,1.2272506666118981e-03,9.0737684708871189e-04,10,1152
89,2.2089323345553233e+00,2.2089323345553233e+00,3.1239020658926013e+00,1.0000000000000000e+02,5.0000000000000000e+03,3.0047455729568567e-01,3.0108253147033148e-01,1.2239156474863713e-03,6.0359314530988438e-04,10,1152
90,2.2334760271614935e+00,2.2334760271614935e+00,3.1586120888469633e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9706827314576156e-01,2.9891350209738676e-01,1.2363688297533739e-03,1.0765578445059050e-03,10,1152
91,2.2580197197676637e+00,2.2580197197676637e+00,3.1933221118013253e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9502939051993998e-01,2.9383774990390804e-01,1.2443895884586939e-03,9.0088960495236803e-04,10,1152
92,2.2825634123738339e+00,2.2825634123738339e+00,3.2280321347556877e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9001493102677833e-01,2.8905803685185216e-01,1.1462784026971726e-03,9.5877081301607413e-04,10,1152
93,2.3071071049800045e+00,2.3071071049800045e+00,3.2627421577100502e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9530355731930047e-01,2.9679732535206993e-01,1.2601491522549345e-03,8.2782218530685545e-04,10,1152
94,2.3316507975861747e+00,2.3316507975861747e+00,3.2974521806644126e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9263555084717052e-01,2.9219062413191949e-01,1.2074141614057761e-03,1.3103488057859521e-03,10,1152
95,2.3561944901923448e+00,2.3561944901923448e+00,3.3321622036187746e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9758601709868582e-01,2.9851765079398712e-01,1.2421430993639203e-03,1.0383250405876707e-03,10,1152
96,2.3807381827985150e+00,2.3807381827985150e+00,3.3668722265731366e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8857145136453760e-01,2.9189080896626995e-01,1.1708359686338312e-03,1.9897214953346833e-03,10,1152
97,2.4052818754046852e+00,2.4052818754046852e+00,3.4015822495274990e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8707168139764583e-01,2.8702075583583875e-01,1.1991197594222922e-03,1.3590314728694776e-03,10,1152
98,2.4298255680108558e+00,2.4298255680108558e+00,3.4362922724818614e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8538046750882667e-01,2.8593674973380245e-01,1.1877388840392299e-03,6.6330970357214765e-04,10,1152
99,2.4543692606170260e+00,2.4543692606170260e+00,3.4710022954362239e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8745281416046720e-01,2.8718417630172688e-01,1.2284436907555390e-03,1.1153946393534289e-03,10,1152
100,2.4789129532231962e+00,2.4789129532231962e+00,3.5057123183905858e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8836995818247896e-01,2.8913329260382548e-01,1.1355484638170777e-03,7.4792811753858230e-04,10,1152
101,2.5034566458293663e+00,2.5034566458293663e+00,3.5404223413449478e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8394935011762595e-01,2.8482554529962906e-01,1.2043709485345989e-03,9.9839256453369157e-04,10,1152
102,2.5280003384355365e+00,2.5280003384355365e+00,3.5751323642993098e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8248255448399118e-01,2.8100378384547231e-01,1.1591732396559237e-03,8.5132404665407696e-04,10,1152
103,2.5525440310417071e+00,2.5525440310417071e+00,3.6098423872536727e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8782114366589212e-01,2.8639333590209615e-01,1.2072768649571456e-03,6.4696489273627649e-04,10,1152
104,2.5770877236478773e+00,2.5770877236478773e+00,3.6445524102080347e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.9243894090358658e-01,2.9332199014117094e-01,1.2022624671323748e-03,1.1173323435519425e-03,10,1152
105,2.6016314162540475e+00,2.6016314162540475e+00,3.6792624331623971e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8661718822754106e-01,2.8740431643468678e-01,1.1750595092337029e-03,6.9704203428140891e-04,10,1152
106,2.6261751088602177e+00,2.6261751088602177e+00,3.7139724561167591e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8577196203269667e-01,2.8514819361647653e-01,1.1952597783467195e-03,1.0871753039100745e-03,10,1152
107,2.6507188014663878e+00,2.6507188014663878e+00,3.7486824790711211e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8621403572355608e-01,2.8744275642211786e-01,1.1839392558664892e-03,1.3943093239416730e-03,10,1152
108,2.6752624940725580e+00,2.6752624940725580e+00,3.7833925020254835e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8503196371682715e-01,2.8610392775132665e-01,1.1907328841177706e-03,9.2886221042354873e-04,10,1152
109,2.6998061866787286e+00,2.6998061866787286e+00,3.8181025249798459e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.7773262605783966e-01,2.7858926539183904e-01,1.2036327978892009e-03,5.3749460718786576e-04,10,1152
110,2.7243498792848988e+00,2.7243498792848988e+00,3.8528125479342084e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.7666303627233363e-01,2.7567551326356965e-01,1.1403322233816471e-03,1.2230530569094307e-03,10,1152
111,2.7488935718910690e+00,2.7488935718910690e+00,3.8875225708885703e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8623951621016253e-01,2.8432786248807357e-01,1.1765727396228186e-03,1.4847422291337331e-03,10,1152
112,2.7734372644972392e+00,2.7734372644972392e+00,3.9222325938429323e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.7996360542984250e-01,2.8126193697113472e-01,1.2325409915055010e-03,1.2806476831883804e-03,10,1152
113,2.7979809571034093e+00,2.7979809571034093e+00,3.9569426167972948e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8064250017310932e-01,2.8124066234026096e-01,1.2109800839787946e-03,5.8895796995351733e-04,10,1152
114,2.8225246497095799e+00,2.8225246497095799e+00,3.9916526397516572e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8410125256219310e-01,2.8385026698653698e-01,1.1736953310710206e-03,6.7958032697370413e-04,10,1152
115,2.8470683423157501e+00,2.8470683423157501e+00,4.0263626627060196e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8250077590840461e-01,2.8270987464757291e-01,1.1990213535857260e-03,9.1341209568226360e-04,10,1152
116,2.8716120349219203e+00,2.8716120349219203e+00,4.0610726856603812e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8332893632074341e-01,2.8285549093363266e-01,1.1945015814053027e-03,5.0269583103028132e-04,10,1152
117,2.8961557275280905e+00,2.8961557275280905e+00,4.0957827086147436e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.7079010129384745e-01,2.7231719512828290e-01,1.1360419880399636e-03,5.9744246923241269e-04,10,1152
118,2.9206994201342606e+00,2.9206994201342606e+00,4.1304927315691060e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.8768241752628287e-01,2.8694799984934460e-01,1.1553877727934420e-03,5.4747128051382224e-04,10,1152
119,2.9452431127404308e+00,2.9452431127404308e+00,4.1652027545234676e+00,1.0000000000000000e+02,5.0000000000000000e+03,2.7771109262988841e-01,2.7978991179376816e-01,1.1770581159331523e-03,1.2530349260094775e-03,10,1152
