range,n_points,k_min,k_max,x_min,x_max,x_mean,linear_minus_full_rmse,linear_minus_full_mae,linear_minus_full_max_abs,linear_minus_full_max_abs_rel_to_full,quadratic_minus_full_rmse,quadratic_minus_full_mae,quadratic_minus_full_max_abs,full_minus_md_rmse,linear_minus_md_rmse,quadratic_minus_md_rmse
k<=1,14,0.06942004590872447,0.9718806427221426,1.9493412230598504,4.705676976770904,2.8263407768324016,0.09958083058309043,0.09165699931455036,0.18944053522052406,0.4036506881291538,0.14678701801772936,0.11943861362359334,0.3543953490989894,0.004008832700740194,0.09965581486153885,0.14688843679172894
all_k,90,0.06942004590872447,6.247804131785203,0.005897953389756772,4.705676976770904,1.0135526637029957,0.04228562954519544,0.023904695139179054,0.18944053522052406,0.4036506881291538,0.058813064147671595,0.02389741904220324,0.3543953490989894,0.04497217787039177,0.06049382703130611,0.0743419034426188
