cutoff,n_points,rmse_FNS_minus_MD,mae_FNS_minus_MD,mean_FNS_minus_MD
valid_k_lt_2pi_over_auv,90,0.019750490466258593,0.016597038920543646,-0.003594772957202217
k_le_1,14,0.011226995886610832,0.00846606508540239,-0.005065293694773622
k_le_2,28,0.013129432003342401,0.01104520654367651,0.004279527153588504
