steady_start,nk,k,amplitude,u_steady_mean,u_steady_sem,eta_eff_mean,eta_eff_sem,n_samples
30000,1,0.024543692606170259,7.2324092000000006e-05,0.25291291289956552,0.0020002248726373778,0.4751641457061645,0.0037943523773910251,16
30000,2,0.049087385212340517,0.00027144876999999999,0.058193178200612275,0.00066093185911648847,1.9396704049269995,0.022334156058751494,16
30000,3,0.073631077818510776,0.00058599502999999995,0.062763995978814213,0.0011480322000570341,1.7305372405577177,0.030778214876067092,16
30000,4,0.098174770424681035,0.0010093680000000001,0.067018758591290029,0.0023728716205152645,1.5837384725724379,0.040078310543085839,16
30000,5,0.12271846303085129,0.0015367204,0.082294358553254177,0.0046604965735050612,1.2876462741631813,0.056549718806415281,16
30000,6,0.14726215563702155,0.0021641624,0.10046248340498991,0.0059432856968869244,1.0371891705230074,0.049890479027606072,16
30000,8,0.19634954084936207,0.0037066350999999998,0.13255448937360786,0.0049528614432544499,0.73963831350297826,0.025783258501501937,16
30000,10,0.24543692606170259,0.0056150851999999998,0.16827471698498292,0.0035970529867222715,0.55810826415203674,0.013059058838685744,16
30000,12,0.2945243112740431,0.0078719294999999995,0.20073343509925107,0.0013776889009150899,0.45241089537725765,0.0031772821162667718,16
30000,16,0.39269908169872414,0.013372873,0.22883327689174202,0.0003467835154051698,0.37896646727267291,0.00057635112421223133,16
30000,20,0.49087385212340517,0.020109385,0.23691101939442516,0.0001140050089068515,0.35226965990948256,0.00016969298928085259,16
30000,24,0.58904862254808621,0.027999133999999998,0.24145925643733554,6.9790850486415161e-05,0.33419426659985652,9.660853832738795e-05,16
30000,28,0.68722339297276724,0.036971134000000003,0.24480601642199526,5.5937192193537821e-05,0.31977547762348557,7.3105292744616768e-05,16
30000,32,0.78539816339744828,0.04696231,0.2478830950778913,4.4616314879319892e-05,0.30713053005911972,5.530343284517635e-05,16
30000,36,0.88357293382212931,0.057915420000000002,0.25082584796691088,3.8335285595687661e-05,0.29575852086069365,4.5206037464508567e-05,16
30000,40,0.98174770424681035,0.069777689000000004,0.25369992988676582,2.8969427275908875e-05,0.28536225665053738,3.2589733634053039e-05,16
30000,48,1.1780972450961724,0.096035544,0.25959252079346812,3.2258941229014001e-05,0.26654936046782007,3.3123029432741889e-05,16
30000,64,1.5707963267948966,0.15745869000000001,0.27188286906179754,2.1428767517808256e-05,0.23471728670817371,1.8499529117107127e-05,16
