k,count,Spsi_mean,Spsi_sem
2.2626216621313207e-02,3.9200000000000000e+02,1.0703370709725041e-09,2.2289760638525849e-11
2.3009711818284616e-02,3.8000000000000000e+02,1.0162150566724678e-09,2.1297816066250352e-11
2.3393207015256028e-02,3.6800000000000000e+02,9.6720303870778757e-10,2.0124843637835912e-11
2.3776702212227437e-02,4.0000000000000000e+02,9.2498888712267317e-10,1.8626164822491407e-11
2.4160197409198850e-02,3.6400000000000000e+02,8.8201539957776400e-10,1.8086585990284046e-11
2.4543692606170259e-02,4.4000000000000000e+02,8.4471934381948126e-10,1.7343733068903387e-11
2.4927187803141668e-02,4.0000000000000000e+02,8.0445735677959920e-10,1.6937460064339574e-11
2.5310683000113080e-02,4.2400000000000000e+02,7.7187343293633217e-10,1.5826485475766909e-11
2.5694178197084489e-02,4.2000000000000000e+02,7.4038090146041907e-10,1.5067492482626951e-11
2.6077673394055902e-02,4.1600000000000000e+02,7.0947453827270243e-10,1.4405542659372072e-11
2.6461168591027311e-02,4.4800000000000000e+02,6.8143993531808031e-10,1.3983947429483548e-11
2.6844663787998720e-02,4.2800000000000000e+02,6.5475177772747513e-10,1.3302278134874069e-11
2.7228158984970132e-02,4.3200000000000000e+02,6.2865435140402125e-10,1.3001891335216035e-11
2.7611654181941541e-02,4.8000000000000000e+02,6.0587648183777448e-10,1.2558973256546715e-11
2.7995149378912950e-02,4.4400000000000000e+02,5.8058012400011464e-10,1.1869082576506585e-11
2.8378644575884363e-02,4.7200000000000000e+02,5.6048808931651458e-10,1.1688593419197361e-11
2.8762139772855772e-02,4.5600000000000000e+02,5.4023750503948613e-10,1.1129029753229517e-11
2.9145634969827180e-02,4.8800000000000000e+02,5.2159595660849945e-10,1.0734225496079911e-11
2.9529130166798593e-02,5.0000000000000000e+02,5.0288220914156783e-10,1.0216961370808090e-11
2.9912625363770002e-02,4.7200000000000000e+02,4.8454720673739217e-10,9.7625907643685133e-12
3.0296120560741414e-02,4.9600000000000000e+02,4.6910632201574185e-10,9.5648803583679870e-12
3.0679615757712823e-02,4.9200000000000000e+02,4.5318372163677475e-10,9.1131059796310452e-12
3.1063110954684232e-02,5.3600000000000000e+02,4.3824700325661492e-10,8.8140542166181562e-12
3.1446606151655641e-02,5.1200000000000000e+02,4.2410448988379969e-10,8.8022551332799682e-12
3.1830101348627057e-02,5.1200000000000000e+02,4.1096503560758653e-10,8.4690070378133415e-12
3.2213596545598466e-02,5.1600000000000000e+02,3.9767749333119374e-10,8.1572749788134065e-12
3.2597091742569875e-02,5.5200000000000000e+02,3.8568429305089479e-10,7.8398007088317720e-12
3.2980586939541284e-02,5.4400000000000000e+02,3.7384414427942703e-10,7.7200918341283637e-12
3.3364082136512693e-02,5.4000000000000000e+02,3.6241948315523887e-10,7.4287798572768618e-12
3.3747577333484102e-02,5.3600000000000000e+02,3.5168336131639968e-10,7.2916894531841454e-12
3.4131072530455518e-02,5.8400000000000000e+02,3.4178110509679812e-10,6.9822619982591904e-12
3.4514567727426927e-02,5.5600000000000000e+02,3.3151275769669580e-10,6.6835852490231359e-12
3.4898062924398336e-02,5.7600000000000000e+02,3.2264572645789983e-10,6.6583266075141269e-12
3.5281558121369745e-02,5.6800000000000000e+02,3.1353492774238768e-10,6.5447232664703804e-12
3.5665053318341154e-02,5.9200000000000000e+02,3.0527089090674779e-10,6.1861119784165069e-12
3.6048548515312570e-02,5.8000000000000000e+02,2.9641139025535226e-10,6.1299559853151575e-12
3.6432043712283979e-02,5.9200000000000000e+02,2.8890146597205589e-10,5.9367301986888117e-12
3.6815538909255388e-02,6.0000000000000000e+02,2.8107508662604027e-10,5.7797202038168352e-12
3.7199034106226797e-02,6.1200000000000000e+02,2.7376391916378852e-10,5.6309732820372831e-12
3.7582529303198206e-02,6.6400000000000000e+02,2.6681018243926987e-10,5.3887754074671566e-12
3.7966024500169622e-02,5.9200000000000000e+02,2.5930520385054832e-10,5.3607214181680603e-12
3.8349519697141031e-02,6.4000000000000000e+02,2.5324337984166932e-10,5.1713318956774399e-12
3.8733014894112440e-02,5.9600000000000000e+02,2.4691032683361238e-10,5.0631585714181698e-12
3.9116510091083849e-02,6.6400000000000000e+02,2.4110155198895372e-10,5.0211370081944539e-12
3.9500005288055258e-02,6.7200000000000000e+02,2.3562462178074017e-10,4.8515933075382854e-12
3.9883500485026674e-02,6.2000000000000000e+02,2.2943432723191650e-10,4.6926834354573992e-12
4.0266995681998083e-02,6.6400000000000000e+02,2.2438671494601081e-10,4.6055917371013532e-12
4.0650490878969492e-02,6.5600000000000000e+02,2.1896543369945536e-10,4.5138620926121356e-12
4.1033986075940901e-02,6.8000000000000000e+02,2.1423824847642333e-10,4.4057922117955705e-12
4.1417481272912310e-02,6.9200000000000000e+02,2.0929541703102059e-10,4.2418379779247072e-12
4.1800976469883719e-02,6.7200000000000000e+02,2.0415449832461743e-10,4.2120838280334387e-12
4.2184471666855135e-02,7.2000000000000000e+02,2.0024256131087820e-10,4.1310560951626398e-12
4.2567966863826544e-02,6.6800000000000000e+02,1.9538939959313048e-10,4.0086470277119425e-12
4.2951462060797953e-02,7.0400000000000000e+02,1.9165958626334954e-10,3.9423795118889750e-12
4.3334957257769362e-02,7.0400000000000000e+02,1.8744029946722666e-10,3.8272291937527503e-12
4.3718452454740771e-02,7.1600000000000000e+02,1.8321758752294578e-10,3.7333482342634852e-12
4.4101947651712187e-02,7.4400000000000000e+02,1.7982386371420436e-10,3.7104551184945391e-12
4.4485442848683596e-02,7.2800000000000000e+02,1.7541868317784910e-10,3.5821922453475576e-12
4.4868938045655005e-02,7.2800000000000000e+02,1.7229563160299598e-10,3.5208555995000512e-12
4.5252433242626414e-02,7.2400000000000000e+02,1.6867256039253450e-10,3.4660309870114053e-12
4.5635928439597823e-02,7.3600000000000000e+02,1.6529882110868471e-10,3.4021987382444515e-12
4.6019423636569232e-02,7.7600000000000000e+02,1.6231413260472865e-10,3.3404410395681644e-12
4.6402918833540648e-02,7.7200000000000000e+02,1.5853017028914352e-10,3.2853776318655176e-12
4.6786414030512057e-02,7.6800000000000000e+02,1.5581399047347838e-10,3.2205785183978373e-12
4.7169909227483466e-02,7.9200000000000000e+02,1.5263365758055935e-10,3.1068159173690653e-12
4.7553404424454875e-02,7.6000000000000000e+02,1.4971759912082639e-10,3.0968229647258952e-12
4.7936899621426284e-02,7.8000000000000000e+02,1.4704241738548507e-10,3.0174893439914593e-12
4.8320394818397699e-02,7.7600000000000000e+02,1.4400298074819511e-10,2.9354578092154124e-12
4.8703890015369108e-02,8.3200000000000000e+02,1.4184485049866438e-10,2.9080951087294285e-12
4.9087385212340517e-02,7.8800000000000000e+02,1.3894417792321888e-10,2.8433877486911389e-12
4.9470880409311926e-02,8.1600000000000000e+02,1.3654167319431349e-10,2.8351096547407282e-12
4.9854375606283335e-02,8.0000000000000000e+02,1.3388327331632736e-10,2.7547814293334329e-12
5.0237870803254751e-02,8.1200000000000000e+02,1.3150313569395164e-10,2.6937521562808789e-12
5.0621366000226160e-02,8.4800000000000000e+02,1.2955461890813670e-10,2.6538263135404378e-12
5.1004861197197569e-02,8.3200000000000000e+02,1.2690818286553160e-10,2.5919354687247912e-12
5.1388356394168978e-02,8.5600000000000000e+02,1.2474408097419152e-10,2.5713226030206482e-12
5.1771851591140387e-02,8.2800000000000000e+02,1.2265100791302369e-10,2.5287120567820118e-12
5.2155346788111803e-02,8.8000000000000000e+02,1.2060362269043022e-10,2.4958405479982854e-12
5.2538841985083212e-02,8.4800000000000000e+02,1.1853273590406324e-10,2.4180183607019134e-12
5.2922337182054621e-02,8.4400000000000000e+02,1.1645510830612954e-10,2.3646167023493401e-12
5.3305832379026030e-02,8.8800000000000000e+02,1.1464426709772701e-10,2.3378939348002441e-12
5.3689327575997439e-02,8.9600000000000000e+02,1.1277687939644407e-10,2.3068219155683093e-12
5.4072822772968848e-02,8.8800000000000000e+02,1.1084723408180712e-10,2.2468621807409457e-12
5.4456317969940264e-02,8.7600000000000000e+02,1.0891316623101808e-10,2.2361994195809110e-12
5.4839813166911673e-02,8.6400000000000000e+02,1.0723428716671412e-10,2.1853434015913101e-12
5.5223308363883082e-02,9.3600000000000000e+02,1.0574149801586836e-10,2.1508284767022266e-12
5.5606803560854491e-02,9.3200000000000000e+02,1.0380730097567243e-10,2.1314239379397088e-12
5.5990298757825900e-02,9.2000000000000000e+02,1.0225910156861707e-10,2.0944116717609993e-12
5.6373793954797316e-02,9.0400000000000000e+02,1.0051152471317912e-10,2.0681420623772971e-12
5.6757289151768725e-02,9.4400000000000000e+02,9.8983440883947522e-11,2.0231155214060349e-12
5.7140784348740134e-02,9.5600000000000000e+02,9.7637900195836808e-11,2.0129537706361481e-12
5.7524279545711543e-02,9.1200000000000000e+02,9.5945919704992935e-11,1.9732475785678684e-12
5.7907774742682952e-02,9.6800000000000000e+02,9.4704503451481293e-11,1.9392397554299221e-12
5.8291269939654361e-02,9.1600000000000000e+02,9.2993335159845144e-11,1.9091197671740888e-12
5.8674765136625777e-02,9.9200000000000000e+02,9.1880959432537590e-11,1.8909850273803582e-12
5.9058260333597186e-02,9.6000000000000000e+02,9.0405070101877295e-11,1.8727563770447425e-12
5.9441755530568595e-02,9.4800000000000000e+02,8.8968566535280391e-11,1.8397232782642009e-12
5.9825250727540004e-02,9.9200000000000000e+02,8.7906971165817116e-11,1.8114120437771839e-12
6.0208745924511413e-02,1.0080000000000000e+03,8.6412068356577122e-11,1.7683167064472791e-12
6.0592241121482829e-02,1.0080000000000000e+03,8.5220582730019064e-11,1.7530039722111785e-12
6.0975736318454238e-02,9.7200000000000000e+02,8.3910936072677506e-11,1.7179997443016329e-12
6.1359231515425647e-02,9.7600000000000000e+02,8.2686462233465150e-11,1.6934318047761205e-12
6.1742726712397056e-02,1.0480000000000000e+03,8.1798434906974880e-11,1.6763552008575734e-12
6.2126221909368465e-02,1.0040000000000000e+03,8.0315346517266942e-11,1.6379249111551699e-12
6.2509717106339874e-02,1.0480000000000000e+03,7.9330812462415368e-11,1.6265350685879132e-12
6.2893212303311283e-02,1.0080000000000000e+03,7.8125388173337810e-11,1.6041842036651193e-12
6.3276707500282692e-02,1.0480000000000000e+03,7.7129754591601406e-11,1.5866923287666355e-12
6.3660202697254115e-02,1.0520000000000000e+03,7.6076329235404957e-11,1.5572456882085495e-12
6.4043697894225524e-02,1.0160000000000000e+03,7.4859805594309080e-11,1.5438268281644385e-12
6.4427193091196933e-02,1.0640000000000000e+03,7.4006912541025505e-11,1.5077060496194442e-12
6.4810688288168342e-02,1.0760000000000000e+03,7.2888182121807635e-11,1.4889613502588352e-12
6.5194183485139751e-02,1.0880000000000000e+03,7.1980671269775340e-11,1.4707597383949540e-12
6.5577678682111160e-02,1.0880000000000000e+03,7.0989394329251441e-11,1.4585781480996660e-12
6.5961173879082569e-02,1.0200000000000000e+03,6.9906125443690155e-11,1.4407469777759931e-12
6.6344669076053978e-02,1.1120000000000000e+03,6.9188447910865490e-11,1.4184469385724424e-12
6.6728164273025387e-02,1.0960000000000000e+03,6.8180023805311519e-11,1.4135384539162343e-12
6.7111659469996796e-02,1.0880000000000000e+03,6.7295951133680851e-11,1.3775525712342443e-12
6.7495154666968205e-02,1.1160000000000000e+03,6.6416517723600850e-11,1.3643061340767660e-12
6.7878649863939627e-02,1.0880000000000000e+03,6.5374817366044674e-11,1.3437934513212056e-12
6.8262145060911036e-02,1.1520000000000000e+03,6.4739324310647858e-11,1.3212069343532778e-12
6.8645640257882445e-02,1.1160000000000000e+03,6.3784754109346494e-11,1.3177261877488605e-12
6.9029135454853854e-02,1.1440000000000000e+03,6.2985541037594750e-11,1.2928993626204254e-12
6.9412630651825263e-02,1.1280000000000000e+03,6.2151465964621982e-11,1.2788200210378679e-12
6.9796125848796672e-02,1.1520000000000000e+03,6.1363800207453258e-11,1.2610244542182974e-12
7.0179621045768081e-02,1.1480000000000000e+03,6.0619698546087179e-11,1.2433136081032933e-12
7.0563116242739490e-02,1.1440000000000000e+03,5.9780016300351926e-11,1.2262607032995940e-12
7.0946611439710899e-02,1.1440000000000000e+03,5.9118835693463032e-11,1.2092951488979936e-12
7.1330106636682308e-02,1.1720000000000000e+03,5.8346782440070310e-11,1.2011167244922417e-12
7.1713601833653731e-02,1.1920000000000000e+03,5.7574408217162039e-11,1.1799893068054832e-12
7.2097097030625140e-02,1.1840000000000000e+03,5.6806535372995021e-11,1.1591460009893469e-12
7.2480592227596549e-02,1.1800000000000000e+03,5.6096028785093728e-11,1.1588759786786326e-12
7.2864087424567958e-02,1.1680000000000000e+03,5.5473879079823789e-11,1.1395427003743212e-12
7.3247582621539367e-02,1.2320000000000000e+03,5.4799679417121420e-11,1.1197747314140525e-12
7.3631077818510776e-02,1.1920000000000000e+03,5.4135030928325059e-11,1.1032975743464340e-12
7.4014573015482185e-02,1.2200000000000000e+03,5.3402935946526547e-11,1.0909209028823372e-12
7.4398068212453594e-02,1.2160000000000000e+03,5.2767402288829946e-11,1.0798976043373717e-12
7.4781563409425003e-02,1.2400000000000000e+03,5.2106120626666601e-11,1.0697683667169812e-12
7.5165058606396412e-02,1.2360000000000000e+03,5.1433299477134316e-11,1.0565976640025768e-12
7.5548553803367821e-02,1.2560000000000000e+03,5.0894953473073356e-11,1.0472563058386538e-12
7.5932049000339244e-02,1.2160000000000000e+03,5.0198172803326388e-11,1.0284357148816119e-12
7.6315544197310653e-02,1.2800000000000000e+03,4.9676157874075189e-11,1.0183504994575049e-12
7.6699039394282062e-02,1.2280000000000000e+03,4.9009616979767911e-11,1.0062419077154662e-12
7.7082534591253471e-02,1.2480000000000000e+03,4.8397897025990160e-11,9.9688679549681075e-13
7.7466029788224880e-02,1.2880000000000000e+03,4.7922370355532650e-11,9.8328756498835553e-13
7.7849524985196289e-02,1.2600000000000000e+03,4.7269138643698590e-11,9.6509627702599884e-13
7.8233020182167698e-02,1.3120000000000000e+03,4.6750141672537081e-11,9.5382576965910175e-13
7.8616515379139107e-02,1.2480000000000000e+03,4.6126867825741196e-11,9.5023036338461846e-13
7.9000010576110516e-02,1.3040000000000000e+03,4.5631843380951193e-11,9.3545706596235495e-13
7.9383505773081925e-02,1.2920000000000000e+03,4.5086318934563594e-11,9.2808998835147392e-13
7.9767000970053348e-02,1.3280000000000000e+03,4.4534817612012526e-11,9.1347454505296369e-13
8.0150496167024757e-02,1.3440000000000000e+03,4.4054998395394177e-11,9.0545654250305046e-13
8.0533991363996166e-02,1.2760000000000000e+03,4.3461125948973259e-11,8.8968595988997366e-13
8.0917486560967575e-02,1.3200000000000000e+03,4.3008998733975677e-11,8.8379948108278868e-13
8.1300981757938984e-02,1.3520000000000000e+03,4.2496117155791174e-11,8.7393468999153634e-13
8.1684476954910393e-02,1.3240000000000000e+03,4.1962334795585641e-11,8.6261542452410084e-13
8.2067972151881802e-02,1.3760000000000000e+03,4.1549038295413405e-11,8.5241603789703594e-13
8.2451467348853211e-02,1.2960000000000000e+03,4.0970120732328432e-11,8.3625519294629010e-13
8.2834962545824620e-02,1.3920000000000000e+03,4.0593338224323291e-11,8.3242288399550802e-13
8.3218457742796029e-02,1.3720000000000000e+03,4.0070962464741155e-11,8.1804490850621683e-13
8.3601952939767438e-02,1.3200000000000000e+03,3.9597503129578325e-11,8.1541928393751977e-13
8.3985448136738861e-02,1.4320000000000000e+03,3.9158654045539177e-11,8.0733235793981579e-13
8.4368943333710270e-02,1.3560000000000000e+03,3.8650534270711601e-11,7.9720625135085596e-13
8.4752438530681679e-02,1.4240000000000000e+03,3.8295524715798643e-11,7.8725365307691870e-13
8.5135933727653088e-02,1.3840000000000000e+03,3.7789427886185078e-11,7.7900550411114849e-13
8.5519428924624497e-02,1.3760000000000000e+03,3.7352742307062664e-11,7.6721122226821838e-13
8.5902924121595906e-02,1.3800000000000000e+03,3.6945200454732028e-11,7.5648121771643502e-13
8.6286419318567315e-02,1.4480000000000000e+03,3.6476405790306909e-11,7.4929619604258405e-13
8.6669914515538723e-02,1.4400000000000000e+03,3.6125506846577674e-11,7.4192320879191670e-13
8.7053409712510132e-02,1.4120000000000000e+03,3.5646681905154797e-11,7.3187311996264372e-13
8.7436904909481541e-02,1.4320000000000000e+03,3.5268528169234395e-11,7.2395005700190071e-13
8.7820400106452950e-02,1.4480000000000000e+03,3.4874533813557747e-11,7.1707890052523796e-13
8.8203895303424373e-02,1.4440000000000000e+03,3.4412408168019286e-11,7.0987193247750764e-13
8.8587390500395782e-02,1.4560000000000000e+03,3.4077127495641882e-11,6.9981744103643075e-13
8.8970885697367191e-02,1.4480000000000000e+03,3.3636897074230314e-11,6.9217451301410906e-13
8.9354380894338600e-02,1.4880000000000000e+03,3.3283731158007500e-11,6.8164591990921628e-13
8.9737876091310009e-02,1.4600000000000000e+03,3.2883997288866373e-11,6.7488666660536630e-13
9.0121371288281418e-02,1.4560000000000000e+03,3.2507767254577923e-11,6.6548136204389359e-13
9.0504866485252827e-02,1.4720000000000000e+03,3.2141624936872438e-11,6.6195755233472287e-13
9.0888361682224236e-02,1.4920000000000000e+03,3.1753124170526522e-11,6.5317271087728872e-13
9.1271856879195645e-02,1.5200000000000000e+03,3.1411624318557818e-11,6.4867779871802208e-13
9.1655352076167054e-02,1.4960000000000000e+03,3.1022927603438005e-11,6.3798120911430287e-13
9.2038847273138463e-02,1.4880000000000000e+03,3.0676278358950608e-11,6.3022026204725227e-13
9.2422342470109886e-02,1.5240000000000000e+03,3.0332532649028095e-11,6.2386103386970081e-13
9.2805837667081295e-02,1.4960000000000000e+03,2.9947829006806046e-11,6.1226786444221761e-13
9.3189332864052704e-02,1.5360000000000000e+03,2.9632728834857983e-11,6.0870505379282093e-13
9.3572828061024113e-02,1.5560000000000000e+03,2.9254616601241157e-11,6.0091345397118394e-13
9.3956323257995522e-02,1.5360000000000000e+03,2.8923369599546293e-11,5.9357379973697296e-13
9.4339818454966931e-02,1.5760000000000000e+03,2.8581921114064834e-11,5.8779661095831047e-13
9.4723313651938340e-02,1.5120000000000000e+03,2.8227921490129148e-11,5.7832529665533673e-13
9.5106808848909749e-02,1.5640000000000000e+03,2.7910574209101464e-11,5.7411562887523523e-13
9.5490304045881158e-02,1.5360000000000000e+03,2.7564074807724978e-11,5.6501454920322730e-13
9.5873799242852567e-02,1.6080000000000000e+03,2.7265117519854366e-11,5.5906250869450216e-13
9.6257294439823990e-02,1.5720000000000000e+03,2.6909289945417942e-11,5.5473054512191278e-13
9.6640789636795399e-02,1.5840000000000000e+03,2.6584749770986684e-11,5.4561200482243084e-13
9.7024284833766808e-02,1.5680000000000000e+03,2.6237887105220605e-11,5.4178835806349849e-13
9.7407780030738217e-02,1.5960000000000000e+03,2.5917173345877301e-11,5.3349125679127298e-13
9.7791275227709626e-02,1.6240000000000000e+03,2.5595458413050179e-11,5.2566792774109998e-13
9.8174770424681035e-02,1.4760000000000000e+03,2.5407349654191576e-11,5.2272094850008079e-13
9.8558265621652444e-02,1.4040000000000000e+03,2.5222905958328103e-11,5.1781904189000246e-13
9.8941760818623853e-02,1.3280000000000000e+03,2.4949763847290728e-11,5.1402808425570069e-13
9.9325256015595262e-02,1.2840000000000000e+03,2.4719568812183617e-11,5.0561817403400499e-13
9.9708751212566671e-02,1.2600000000000000e+03,2.4473228339691315e-11,5.0125465801041581e-13
1.0009224640953808e-01,1.1680000000000000e+03,2.4199032079934684e-11,4.9482853441865315e-13
1.0047574160650950e-01,1.2120000000000000e+03,2.3949226657837959e-11,4.9096338044132634e-13
1.0085923680348091e-01,1.1480000000000000e+03,2.3663127937697320e-11,4.8614183986325101e-13
1.0124273200045232e-01,1.1320000000000000e+03,2.3411675293142551e-11,4.7879896170422170e-13
1.0162622719742373e-01,1.0800000000000000e+03,2.3155900163635763e-11,4.7426059135020524e-13
1.0200972239439514e-01,1.0200000000000000e+03,2.2888496996085396e-11,4.6723600313569019e-13
1.0239321759136655e-01,1.1080000000000000e+03,2.2642839266512294e-11,4.6611200729338713e-13
1.0277671278833796e-01,1.0320000000000000e+03,2.2346439575172845e-11,4.5929452029858060e-13
1.0316020798530937e-01,1.0040000000000000e+03,2.2096196530818451e-11,4.5345035690375638e-13
1.0354370318228077e-01,9.7200000000000000e+02,2.1850518202261883e-11,4.4784334365246806e-13
1.0392719837925218e-01,9.4400000000000000e+02,2.1582944143069971e-11,4.4309359783499605e-13
1.0431069357622361e-01,9.8800000000000000e+02,2.1339440164773112e-11,4.4161671775667757e-13
1.0469418877319502e-01,9.0000000000000000e+02,2.1084762369633970e-11,4.3421931783003107e-13
1.0507768397016642e-01,9.2400000000000000e+02,2.0829684554678234e-11,4.2777631360050894e-13
1.0546117916713783e-01,8.9600000000000000e+02,2.0571846114999575e-11,4.2337352958167133e-13
1.0584467436410924e-01,8.6800000000000000e+02,2.0325208375949490e-11,4.1612235138621581e-13
1.0622816956108065e-01,8.9200000000000000e+02,2.0085898692911175e-11,4.1230347402483293e-13
1.0661166475805206e-01,8.0800000000000000e+02,1.9838524345337605e-11,4.1006658179342533e-13
1.0699515995502347e-01,8.2000000000000000e+02,1.9606978990687289e-11,4.0038272595052490e-13
1.0737865515199488e-01,8.5200000000000000e+02,1.9336561464131523e-11,3.9656611678825926e-13
1.0776215034896629e-01,7.9600000000000000e+02,1.9110097022603092e-11,3.9453473094280736e-13
1.0814564554593770e-01,7.8400000000000000e+02,1.8882781997196100e-11,3.8543829538117073e-13
1.0852914074290912e-01,7.4000000000000000e+02,1.8647907713803285e-11,3.8259749556364042e-13
1.0891263593988053e-01,7.8800000000000000e+02,1.8397046121298382e-11,3.7614636397627186e-13
1.0929613113685194e-01,7.3600000000000000e+02,1.8169545170198482e-11,3.7386741629101431e-13
1.0967962633382335e-01,7.3200000000000000e+02,1.7956645321339874e-11,3.6924555759949511e-13
1.1006312153079476e-01,7.1600000000000000e+02,1.7717850612812047e-11,3.6403776907571792e-13
1.1044661672776616e-01,6.8400000000000000e+02,1.7492360497703654e-11,3.5933430425341471e-13
1.1083011192473757e-01,7.2000000000000000e+02,1.7266052242561950e-11,3.5639678238417391e-13
1.1121360712170898e-01,6.6000000000000000e+02,1.7039113188598542e-11,3.4671612344025725e-13
