k,count,transfer_mean,dissipation_mean,production_mean,total_mean,transfer_sem,dissipation_sem,production_sem,total_sem
2.8762139772855772e-02,4.5600000000000000e+02,-3.1427326920254092e-12,-2.4461115519757810e-11,2.7604906321237942e-11,1.0581094547225776e-15,5.1287181824861440e-13,5.0385496861489002e-13,2.0675076214336250e-14,4.1591286175565468e-16
2.9145634969827180e-02,4.8800000000000000e+02,-2.8854455611939216e-12,-2.5951846370711781e-11,2.8837402023799066e-11,1.1009189336276242e-16,5.3849254027413942e-13,5.3403695669106041e-13,2.2182199357003106e-14,3.2218682609106370e-16
2.9529130166798593e-02,5.0000000000000000e+02,-2.5970749258092185e-12,-2.6328357921189046e-11,2.8925952300984901e-11,5.1945398663630919e-16,5.4356393710015340e-13,5.3484391089618374e-13,2.0541703749513195e-14,4.6369396247098197e-16
2.9912625363770002e-02,4.7200000000000000e+02,-2.0938641522412823e-12,-2.4576566343831608e-11,2.6670153383096346e-11,-2.7711297654572220e-16,5.1533092676046452e-13,4.9511914816018889e-13,3.3995822417318294e-14,4.6682599936280585e-16
3.0296120560741414e-02,4.9600000000000000e+02,-1.8352312389112436e-12,-2.5632110764182349e-11,2.7467800352833884e-11,4.5834974029359755e-16,5.3167692388508893e-13,5.2261633855661686e-13,2.7367116709903460e-14,5.9151442470908349e-16
3.0679615757712823e-02,4.9200000000000000e+02,-1.4774325488102949e-12,-2.5184182802440023e-11,2.6662764164591992e-11,1.1488133416752274e-15,5.2013281590108146e-13,5.0643487361452759e-13,2.6089870477405330e-14,4.1214250955382936e-16
3.1063110954684232e-02,5.3600000000000000e+02,-1.2028175411874156e-12,-2.7208928522503288e-11,2.8412406863229352e-11,6.6079953864988516e-16,5.5733127482383793e-13,5.4726721862012251e-13,1.9717154248580079e-14,3.1502551357761208e-16
3.1446606151655641e-02,5.1200000000000000e+02,-8.0293803270077502e-13,-2.5789302816051143e-11,2.6592311440866605e-11,7.0592114689938066e-17,5.3974325920212717e-13,5.3525785668794928e-13,2.4144051612582355e-14,4.5935056116408364e-16
3.1830101348627057e-02,5.1200000000000000e+02,-4.3373073334474850e-13,-2.5599911857848845e-11,2.6033796282331665e-11,1.5369113807711617e-16,5.3232504136794529e-13,5.2752272709310533e-13,2.5327791909210283e-14,2.5897007381636463e-16
3.2213596545598466e-02,5.1600000000000000e+02,-1.3338762535049397e-13,-2.5554480769850608e-11,2.5687993999372525e-11,1.2560417142316458e-16,5.2061743978079725e-13,5.2418079489465898e-13,2.0960913043730116e-14,5.6981919508233076e-16
3.2597091742569875e-02,5.5200000000000000e+02,1.9283495107256462e-13,-2.7152845129183131e-11,2.6960109592584845e-11,9.9414474283862362e-17,5.5650304161473507e-13,5.5185577300154327e-13,2.5307101105718153e-14,5.9321731418216896e-16
3.2980586939541284e-02,5.4400000000000000e+02,5.7281487166749313e-13,-2.6562701316709170e-11,2.5990370812767436e-11,4.8436772576128867e-16,5.4446744236788726e-13,5.4853565857119393e-13,2.1070243758793029e-14,4.6733926001075469e-16
3.3364082136512693e-02,5.4000000000000000e+02,8.1815236948126649e-13,-2.6157669289076071e-11,2.5340018753017441e-11,5.0183342263783637e-16,5.3079959277541421e-13,5.3618580020489276e-13,2.2348428584192619e-14,2.6909350811726503e-16
3.3747577333484102e-02,5.3600000000000000e+02,1.1488738041061984e-12,-2.5767977300839780e-11,2.4619740756224950e-11,6.3725949136914434e-16,5.3509785928354695e-13,5.3428245407177104e-13,2.5734317303775886e-14,4.7293709387903731e-16
3.4131072530455518e-02,5.8400000000000000e+02,1.5615078562752854e-12,-2.7908820389959444e-11,2.6347806940775744e-11,4.9440709158968076e-16,5.8975649535084823e-13,5.7018602054833179e-13,3.1075229835341428e-14,7.2315560932047265e-16
3.4514567727426927e-02,5.5600000000000000e+02,1.7789854758357514e-12,-2.6364823054278230e-11,2.4586174487591219e-11,3.3690914873733458e-16,5.3852495891003710e-13,5.3151626968081084e-13,2.0773482113132241e-14,4.7515713912114065e-16
3.4898062924398336e-02,5.7600000000000000e+02,2.1669166664959507e-12,-2.7170715759523947e-11,2.5004212455128980e-11,4.1336210098382205e-16,5.5859195339342239e-13,5.6069545442360230e-13,1.9385092813474722e-14,3.1423956299627938e-16
3.5281558121369745e-02,5.6800000000000000e+02,2.4017571768439496e-12,-2.6610415764245881e-11,2.4208250905803862e-11,-4.0768159806862480e-16,5.4896454484831957e-13,5.5549468451762965e-13,2.1662087523493214e-14,2.9298900024536999e-16
3.5665053318341154e-02,5.9200000000000000e+02,2.7919789642434453e-12,-2.7595028899752146e-11,2.4803000266537699e-11,-4.9668971002015919e-17,5.6250593012444081e-13,5.5920343730776880e-13,1.8705537416920040e-14,3.2230939032143717e-16
3.6048548515312570e-02,5.8000000000000000e+02,2.9796616202902690e-12,-2.6813605224434837e-11,2.3833897964697875e-11,-4.5639446691307318e-17,5.5716165375842705e-13,5.5455942345945616e-13,1.2292558805553392e-14,3.0120611577433095e-16
3.6432043712283979e-02,5.9200000000000000e+02,3.3172882020879917e-12,-2.7241288953785214e-11,2.3924444627009689e-11,4.4387531246440826e-16,5.6420742337430323e-13,5.5975247438393748e-13,2.8523630553078961e-14,3.3412383215619237e-16
3.6815538909255388e-02,6.0000000000000000e+02,3.5914564504466425e-12,-2.7423161755740807e-11,2.3831466644344636e-11,-2.3866094952551322e-16,5.7100611394615020e-13,5.6391438093193893e-13,2.1837478270922516e-14,3.0708133093901438e-16
3.7199034106226797e-02,6.1200000000000000e+02,3.9464844279454121e-12,-2.7816624911633236e-11,2.3870833467878997e-11,6.9298419117190859e-16,5.8352184351733382e-13,5.7217928118070230e-13,2.2100981928994770e-14,3.1166121035687495e-16
3.7582529303198206e-02,6.6400000000000000e+02,4.5953280895298508e-12,-3.0045990413950977e-11,2.5450748140385344e-11,8.5815964214491181e-17,6.1558228134633028e-13,6.0684726429550015e-13,1.9317660128417851e-14,4.0652465609593379e-16
3.7966024500169622e-02,5.9200000000000000e+02,4.3234948743975029e-12,-2.6576901473804335e-11,2.2254003414543830e-11,5.9681513699928138e-16,5.4114838421062193e-13,5.4943792267054100e-13,2.3502870814108044e-14,2.9594605025758343e-16
3.8349519697141031e-02,6.4000000000000000e+02,4.9367475826745883e-12,-2.8622484811990478e-11,2.3686044660109492e-11,3.0743079360264986e-16,5.9041240871878050e-13,5.8445417099007899e-13,1.9055116839918093e-14,1.6503753506696405e-16
3.8733014894112440e-02,5.9600000000000000e+02,4.8045415502653652e-12,-2.6497590745076588e-11,2.1693425567646680e-11,3.7637283545531289e-16,5.4722154066913678e-13,5.4337281552410269e-13,1.6052416247565658e-14,3.6700163466465779e-16
3.9116510091083849e-02,6.6400000000000000e+02,5.5988868469478514e-12,-2.9393741890892631e-11,2.3794699013400185e-11,-1.5603054459447204e-16,6.0079592443418887e-13,6.1218796775792255e-13,1.4878142989556834e-14,1.7424171533563442e-16
3.9500005288055258e-02,6.7200000000000000e+02,5.9384415033111123e-12,-2.9664025789450631e-11,2.3725882545134286e-11,2.9825899476451360e-16,6.0555551734245175e-13,6.1079293618997628e-13,9.3911572932517965e-15,3.6821701284814975e-16
3.9883500485026674e-02,6.2000000000000000e+02,5.6737586550512219e-12,-2.7167580343535621e-11,2.1494512395147680e-11,6.9070666327998617e-16,5.5960330964996288e-13,5.5568714469474355e-13,8.6206083666789127e-15,2.4292980873936381e-16
4.0266995681998083e-02,6.6400000000000000e+02,6.3285485489737230e-12,-2.8994322416307134e-11,2.2665867392329163e-11,9.3524995746833430e-17,5.8774706695630834e-13,5.9510685371107471e-13,2.1779015893852312e-14,1.7957070580209641e-16
4.0650490878969492e-02,6.5600000000000000e+02,6.4555867229967880e-12,-2.8483382943257384e-11,2.2027960818747444e-11,1.6459848684927044e-16,5.8431289663210780e-13,5.8719425999799471e-13,1.5809342720593078e-14,3.1809039677264306e-16
4.1033986075940901e-02,6.8000000000000000e+02,6.9409595624220512e-12,-2.9435835674043907e-11,2.2495090852087825e-11,2.1474046596671820e-16,5.9172156430581345e-13,6.0529199933513377e-13,1.9608358859040155e-14,2.3463871010613511e-16
4.1417481272912310e-02,6.9200000000000000e+02,7.2650050724507593e-12,-2.9820392602426167e-11,2.2555365434896615e-11,-2.2095078799850095e-17,6.2129657990638043e-13,6.0440098472650116e-13,1.8081980482437540e-14,2.8023925363739546e-16
4.1800976469883719e-02,6.7200000000000000e+02,7.2310244269910413e-12,-2.8774032407775184e-11,2.1542935471499423e-11,-7.2509284718924323e-17,5.8730820111782193e-13,5.9365946768408419e-13,1.7423430578263409e-14,2.3948301224304848e-16
4.2184471666855135e-02,7.2000000000000000e+02,8.0027407227345134e-12,-3.0802364026252923e-11,2.2799782036278915e-11,1.5873276050585904e-16,6.2845569832469054e-13,6.3545978635105136e-13,1.0981113817483637e-14,3.0057555823827042e-16
4.2567966863826544e-02,6.6800000000000000e+02,7.5952528693655353e-12,-2.8393153652793280e-11,2.0797861863509278e-11,-3.8919918465366821e-17,5.8277937336733975e-13,5.8249468527162052e-13,1.1793428245119975e-14,4.0165540973140321e-16
4.2951462060797953e-02,7.0400000000000000e+02,8.2853756246468972e-12,-2.9873519376872772e-11,2.1588696056501725e-11,5.5230427584900439e-16,6.1753366507299567e-13,6.1449117585140898e-13,1.1503357039297376e-14,4.0237996100686365e-16
4.3334957257769362e-02,7.0400000000000000e+02,8.4459814346159487e-12,-2.9736583134258526e-11,2.1290594018508837e-11,-7.6811337461781184e-18,6.1520963442503438e-13,6.0716669673748156e-13,1.3561572509528388e-14,3.2879987140477112e-16
