time,E_K_mean,psi2_mean,dissipation_mean,production_mean,length_mean,E_K_sem,psi2_sem,dissipation_sem,production_sem,length_sem
3.4406400000000000e+05,1.3049798665971123e+05,4.7120310005064035e+04,7.3867786994283793e-09,7.6143816920281002e-09,3.3545301608117171e+02,1.0495984101156715e+02,7.0567282007163965e+02,2.4365194647272219e-11,2.9256536237472453e-11,2.2518007436839786e+00
3.6044800000000000e+05,1.3064322263784512e+05,4.9013747007713944e+04,7.4641791627894314e-09,7.6608090414011956e-09,3.4035148491587904e+02,1.3146955357417301e+02,7.0920230415005904e+02,1.9928774882717360e-11,1.4514962506373532e-11,2.2034184399108510e+00
3.7683200000000000e+05,1.3066916502514371e+05,5.0738958031216083e+04,7.4893791999242569e-09,7.6845554307716643e-09,3.4570755719570394e+02,1.2477072799736894e+02,7.1907610540239079e+02,2.0703568268666458e-11,2.4856532231018181e-11,2.1364824314482918e+00
3.9321600000000000e+05,1.3048491020266683e+05,5.2381869850603005e+04,7.5208688340523023e-09,7.6946849836839659e-09,3.5052046692654801e+02,1.3622574056022759e+02,7.6454853459362937e+02,2.2875324206925267e-11,2.3981760412647497e-11,2.2472951746344236e+00
4.0960000000000000e+05,1.3034260545566169e+05,5.3879687613696544e+04,7.5339635966418384e-09,7.6897553692744352e-09,3.5520415044289319e+02,1.2820715988160907e+02,7.0891422838650624e+02,1.8882549079422999e-11,2.0182287018707860e-11,2.1258755662869260e+00
4.2598400000000000e+05,1.3058076440805169e+05,5.5348774992470135e+04,7.5625355649663538e-09,7.7128334588933480e-09,3.5934473516042794e+02,1.0654017897900071e+02,6.7478578333586074e+02,1.3814221765352554e-11,2.2688136616636520e-11,2.0908547944692590e+00
4.4236800000000000e+05,1.3063203276926246e+05,5.6858037827342290e+04,7.5905372397649821e-09,7.7727704653605504e-09,3.6353007378338634e+02,6.8349974574977594e+01,7.1771694760034779e+02,1.4509342299553943e-11,3.4205613844765656e-11,2.0654852867243845e+00
4.5875200000000000e+05,1.3040979000397604e+05,5.8315753362325617e+04,7.5979798663259883e-09,7.7648382185588212e-09,3.6796341536579831e+02,1.6099657185408188e+02,8.1519749085480385e+02,2.4372818777205323e-11,3.0763004274642531e-11,2.1443584595228824e+00
4.7513600000000000e+05,1.3058887953653804e+05,5.9850960621581129e+04,7.6020323738012556e-09,7.7892599502552419e-09,3.7266806132712134e+02,1.4446953259923657e+02,9.1235153388132414e+02,1.8226749629126964e-11,3.3530615836733817e-11,2.5907163694731130e+00
4.9152000000000000e+05,1.3051089376812310e+05,6.1417676821303867e+04,7.6487704858440851e-09,7.8145208459337500e-09,3.7631897860704470e+02,3.9505990754042806e+01,1.0528167807975094e+03,3.8923801965865827e-11,5.0869433761609653e-11,2.3280335294894190e+00
5.0790400000000000e+05,1.3036607110420376e+05,6.3035951061435255e+04,7.6596946707852156e-09,7.8519940772402094e-09,3.8096376348550712e+02,1.0053819045853631e+02,1.1278898429789156e+03,4.1400247734799318e-11,4.9402339490356136e-11,2.5087864276547522e+00
5.2428800000000000e+05,1.3038983664104466e+05,6.4670265766848592e+04,7.6781648610221897e-09,7.8778199573012495e-09,3.8539907073708298e+02,1.1466715731643517e+02,1.1950650662070825e+03,2.7629701154310489e-11,4.1287162713217578e-11,2.8965413852551518e+00
5.4067200000000000e+05,1.3036891846922578e+05,6.6345149862263148e+04,7.7190624788311573e-09,7.9064903125025510e-09,3.8931411693811475e+02,2.1063203103032501e+02,1.2748916613140145e+03,3.3614861419872099e-11,3.5870821660078539e-11,3.0456311869477162e+00
5.5705600000000000e+05,1.3044626903391775e+05,6.7949779395274178e+04,7.7431200677543710e-09,7.9231777299736187e-09,3.9337040465996279e+02,1.2149984303992463e+02,1.3650586883193478e+03,2.5298621551494166e-11,4.0365357547723207e-11,3.4062826887063116e+00
5.7344000000000000e+05,1.3063603714870947e+05,6.9548485163216625e+04,7.7709599023397889e-09,7.9557502749541821e-09,3.9722468499580242e+02,1.2577800464752708e+02,1.5076179071711363e+03,3.7033611798520288e-11,5.3115810137507026e-11,3.5385451847944203e+00
5.8982400000000000e+05,1.3070897943970232e+05,7.1206861658637907e+04,7.7918822013160279e-09,7.9748271742464014e-09,4.0135816315212861e+02,1.1437653443739644e+02,1.6693329703241452e+03,3.4982756230586289e-11,4.9988729098007535e-11,3.9526041217417971e+00
6.0620800000000000e+05,1.3049639534642090e+05,7.2759020148476033e+04,7.8054153393907406e-09,7.9900404302372088e-09,4.0533789481659096e+02,1.2399374070352027e+02,1.8042468002898743e+03,3.5296389797443896e-11,4.2940995551497297e-11,4.3690933728634533e+00
6.2259200000000000e+05,1.3051210653941173e+05,7.4497204061735712e+04,7.8383039081310610e-09,8.0266855999544707e-09,4.0927524055761023e+02,1.3384365283805369e+02,1.8895773945748833e+03,3.5008021675550644e-11,4.4256347123240407e-11,4.4862069899330805e+00
6.3897600000000000e+05,1.3058065368770552e+05,7.6215956782771900e+04,7.8443169632198929e-09,8.0413513072282650e-09,4.1380751595087696e+02,1.0136819251719086e+02,1.9360064028739685e+03,3.3865267468393138e-11,4.2007568240882146e-11,4.5277508692848238e+00
6.5536000000000000e+05,1.3051691212756989e+05,7.7934296798759504e+04,7.8689703162000424e-09,8.0683220586840009e-09,4.1778842148976241e+02,1.0454987613152085e+02,1.9586830552466688e+03,3.9437422831437381e-11,4.3059316140539683e-11,4.3596959438803546e+00
6.7174400000000000e+05,1.3071171015982829e+05,7.9599875358172823e+04,7.9035163032022995e-09,8.0899172206926890e-09,4.2133512554447714e+02,4.4747488656559305e+01,1.9858309949411155e+03,4.1282545932740175e-11,3.2920172930147051e-11,4.6584796664252925e+00
6.8812800000000000e+05,1.3061114766187008e+05,8.1059011661747674e+04,7.9344264470596256e-09,8.1041549630186448e-09,4.2432110551851127e+02,9.1957582254277469e+01,2.0688215032191652e+03,3.8169846462240137e-11,4.7895739933819102e-11,4.6482993586730013e+00
7.0451200000000000e+05,1.3039322251840727e+05,8.2456033653052204e+04,7.9356390555011620e-09,8.0895480364837669e-09,4.2790377237368824e+02,1.0074544310966702e+02,2.1780219837809973e+03,3.1808501010078231e-11,4.7643051822124523e-11,4.8941022349231700e+00
7.2089600000000000e+05,1.3059526264343895e+05,8.3732657825303686e+04,7.9175394253083342e-09,8.0575382175646792e-09,4.3167281065849772e+02,1.4477217227395229e+02,2.3042607469421509e+03,3.1411511467816265e-11,4.3231864599176121e-11,5.2220080305175145e+00
7.3728000000000000e+05,1.3046834668474531e+05,8.4977962934441690e+04,7.9327630575506688e-09,8.0730612972258234e-09,4.3442247370216984e+02,7.0170408045462665e+01,2.4185918066591589e+03,3.8770144537519324e-11,5.2550166093707234e-11,5.3098009085324351e+00
7.5366400000000000e+05,1.3028342491329246e+05,8.6356791943682416e+04,7.9196066950377297e-09,8.0804740714842578e-09,4.3827889097849368e+02,6.1953423402693396e+01,2.4915463247123816e+03,4.9686876619656278e-11,5.4337818438965025e-11,5.2376823021852932e+00
7.7004800000000000e+05,1.3049556289386238e+05,8.7843824510780934e+04,7.9379080203248270e-09,8.1092948742140768e-09,4.4152638399925036e+02,8.9322542995036571e+01,2.5314744984738709e+03,4.6210202360233552e-11,5.1085489676897917e-11,5.3075094726531349e+00
7.8643200000000000e+05,1.3041018348091525e+05,8.9291044585401643e+04,7.9536048058527720e-09,8.1180858796264170e-09,4.4470608516132756e+02,1.1581654538024962e+02,2.5651380292555327e+03,4.6613236529265939e-11,5.2876493770003104e-11,5.2389236720635735e+00
8.0281600000000000e+05,1.3067465585550961e+05,9.0663988668499980e+04,7.9823062948208948e-09,8.1341799113896166e-09,4.4731467646402677e+02,1.1811878184539650e+02,2.5837873471307353e+03,4.4150571291823876e-11,5.1958499182861186e-11,5.2687846889605918e+00
8.1920000000000000e+05,1.3052791868178747e+05,9.1896213716303158e+04,7.9919600097268087e-09,8.1348321469695361e-09,4.5008421859169169e+02,5.4720152587025567e+01,2.6048563413125594e+03,3.9329958078019737e-11,4.4487796038184208e-11,5.4113674655960180e+00
8.3558400000000000e+05,1.3054674606699214e+05,9.3092920781459310e+04,7.9923356862342646e-09,8.1279367337408954e-09,4.5299643358828246e+02,8.5199397622057262e+01,2.6138275306167411e+03,4.6960923697733265e-11,4.6125651069929232e-11,5.2125564936866819e+00
8.5196800000000000e+05,1.3074514821258682e+05,9.4338942036033317e+04,7.9762859171425273e-09,8.1319137589193937e-09,4.5648793547338482e+02,9.2705144396416060e+01,2.6216535850049404e+03,3.8111260467897055e-11,4.3887318164277914e-11,5.3392557842378814e+00
8.6835200000000000e+05,1.3032204016454858e+05,9.5717254805651552e+04,7.9932355653474303e-09,8.1486202619372366e-09,4.5930610776505893e+02,1.2384560448236584e+02,2.7073230314340658e+03,4.6438652075320489e-11,5.3625496886880290e-11,5.3133319786631557e+00
8.8473600000000000e+05,1.3068700569081583e+05,9.7155659356159769e+04,8.0065597898482246e-09,8.1801158932581769e-09,4.6236690495982043e+02,7.0509077971759226e+01,2.7532869149018543e+03,3.7735862238968452e-11,4.3013323592613983e-11,5.5664695102915802e+00
9.0112000000000000e+05,1.3036168908609882e+05,9.8601845145912710e+04,8.0258086956295801e-09,8.1807886794698680e-09,4.6523956578491442e+02,5.9499060499289840e+01,2.7753238719607734e+03,4.5206018092980588e-11,4.1624163467662411e-11,5.4338293292403792e+00
9.1750400000000000e+05,1.3038464797400744e+05,1.0003863688841977e+05,8.0377376411359380e-09,8.1878505973019095e-09,4.6828680524512356e+02,1.1457670118696909e+02,2.7633566820755368e+03,3.7959381006435577e-11,3.4516928587687512e-11,5.4887247212003594e+00
9.3388800000000000e+05,1.3023975038135161e+05,1.0138887979845893e+05,8.0335116035071143e-09,8.1876751772857156e-09,4.7155201722531308e+02,1.6197755926728686e+02,2.7983882597770853e+03,4.4488345345381446e-11,4.5833896204907590e-11,5.3025985560592233e+00
9.5027200000000000e+05,1.3046798848276550e+05,1.0281270230955532e+05,8.0256459072570175e-09,8.2082649559746171e-09,4.7507795893482091e+02,1.3659420877049354e+02,2.8441993401845934e+03,5.0959227555693910e-11,5.7522834972980792e-11,5.1707089697308044e+00
9.6665600000000000e+05,1.3049805718853646e+05,1.0430213119188084e+05,8.0331902015840783e-09,8.2108350174257179e-09,4.7830353683464847e+02,6.1185329510831963e+01,2.8173663316960128e+03,5.4597816277584214e-11,5.2700925272612493e-11,5.0064332482655063e+00
9.8304000000000000e+05,1.3045461780182971e+05,1.0584852850108723e+05,8.0776016830191831e-09,8.2499838078922817e-09,4.8052026203796186e+02,1.5297740259503203e+02,2.8093548402796205e+03,4.8822800377268961e-11,5.2452035812975559e-11,5.0096422933556202e+00
9.9942400000000000e+05,1.3029374912335904e+05,1.0725302991296953e+05,8.0782658718048854e-09,8.2414466283781854e-09,4.8370580686846444e+02,8.5921594996423778e+01,2.7963846583826498e+03,3.7787688009735052e-11,3.4489175913186830e-11,5.2986713101498992e+00
1.0158080000000000e+06,1.3054761160558992e+05,1.0873384918738548e+05,8.0847337069871868e-09,8.2469814684821820e-09,4.8685360628126534e+02,5.0359065498345416e+01,2.8298886318810710e+03,4.0202014966545418e-11,4.1027751780755043e-11,5.4702284143273836e+00
1.0321920000000000e+06,1.3060678081774694e+05,1.1022525835241047e+05,8.1181714033476201e-09,8.2962389464380242e-09,4.8916825274245338e+02,7.7545585261908300e+01,2.8516619025168648e+03,3.9588053798584213e-11,3.7697826735332831e-11,5.3894658853250785e+00
1.0485760000000000e+06,1.3037558038569299e+05,1.1184975331401467e+05,8.1472460039300897e-09,8.3182310222317872e-09,4.9188031522140022e+02,1.1711710857882566e+02,2.8918277513338112e+03,5.5007433496241227e-11,5.2307831904870760e-11,5.1602800308174830e+00
1.0649600000000000e+06,1.3054211320845825e+05,1.1324503954521869e+05,8.1718090377988542e-09,8.3153716876819619e-09,4.9419112465652063e+02,8.4632671234681993e+01,2.9376134282074272e+03,4.0494647408067740e-11,4.6633264522219388e-11,5.4754036719244752e+00
1.0813440000000000e+06,1.3022104483685771e+05,1.1470474645741482e+05,8.1770101653030483e-09,8.3383129921723903e-09,4.9720886136116638e+02,1.0926039874233504e+02,2.9833563378356725e+03,4.3521141826428571e-11,5.1495707788616250e-11,5.5224191350499892e+00
1.0977280000000000e+06,1.3031177536653525e+05,1.1605359521443803e+05,8.1658003077423056e-09,8.3265868593342027e-09,5.0045936080138290e+02,1.3050765646330902e+02,3.0192673674582097e+03,4.7488845625666421e-11,4.9495004188799304e-11,5.4102682394010220e+00
1.1141120000000000e+06,1.3024775401046977e+05,1.1746864056169314e+05,8.1804395229896196e-09,8.3353216715194170e-09,5.0308088918217732e+02,1.3500183875886117e+02,2.9929463519083015e+03,4.8759271428504490e-11,4.8381924279419321e-11,5.5255195671570752e+00
1.1304960000000000e+06,1.3050603708155002e+05,1.1892242777479012e+05,8.1704543665219366e-09,8.3419525528500129e-09,5.0649111745223831e+02,2.3802675731573973e+02,2.9341556368298911e+03,4.9527144585114454e-11,4.4805119570817118e-11,5.0253657430087459e+00
1.1468800000000000e+06,1.3063824510202254e+05,1.2025294774301560e+05,8.1728396391673328e-09,8.3123220045440227e-09,5.0927554152194500e+02,1.2977922419974692e+02,2.8334771722875971e+03,3.7325937029048446e-11,3.6628912697972389e-11,5.0585170874426009e+00
1.1632640000000000e+06,1.3039751028166711e+05,1.2157094380199342e+05,8.1734636873357560e-09,8.3413408702157850e-09,5.1207044768702485e+02,1.2756644469637369e+02,2.7969223182974897e+03,4.6861076171699218e-11,4.8940214395762963e-11,5.0520730202249400e+00
1.1796480000000000e+06,1.3051876143934648e+05,1.2302681465083346e+05,8.2022556160668038e-09,8.3760286120469154e-09,5.1423284259883542e+02,9.5616919420718119e+01,2.8125267492692415e+03,4.7779771055387205e-11,5.4478609621568832e-11,5.1204277325892518e+00
1.1960320000000000e+06,1.3060422902004691e+05,1.2444520829417987e+05,8.2298759283688292e-09,8.3945000030389767e-09,5.1632161523089212e+02,1.0150476175199867e+02,2.7498934539660099e+03,5.1234269384961220e-11,5.3559214045777964e-11,4.6373825074981907e+00
1.2124160000000000e+06,1.3084081528453677e+05,1.2562003297549026e+05,8.2473324247424720e-09,8.4087925042143506e-09,5.1820639683959405e+02,1.1148103888556327e+02,2.7324254166308228e+03,5.1466439116149151e-11,5.0253562788972031e-11,4.4813653128244493e+00
1.2288000000000000e+06,1.3044892819630410e+05,1.2685386639099276e+05,8.2303398150587113e-09,8.3937588948932415e-09,5.2129288356755171e+02,1.6850662329166752e+02,2.7381218910909638e+03,5.5213697532622240e-11,5.5317617491253948e-11,4.4882212211139985e+00
1.2451840000000000e+06,1.3050479806416381e+05,1.2825796518173385e+05,8.2801873486049712e-09,8.4356311227825477e-09,5.2258580558155586e+02,1.2554947805190866e+02,2.7322433542351305e+03,4.8060000794284609e-11,4.6160601980756002e-11,4.4125869173462338e+00
1.2615680000000000e+06,1.3068296530574927e+05,1.2953648532469623e+05,8.2762007823861553e-09,8.4344310435125190e-09,5.2533023141225181e+02,9.6974752985942487e+01,2.6552843334636914e+03,4.9686537713183689e-11,3.4506343768404681e-11,4.1670652724550425e+00
1.2779520000000000e+06,1.3045403051641096e+05,1.3081507024235383e+05,8.2972666534175674e-09,8.4360668785900942e-09,5.2727502647152210e+02,9.2058135777034479e+01,2.6236888930305581e+03,4.3647029059976982e-11,5.1643703181330166e-11,4.5122681989244011e+00
1.2943360000000000e+06,1.3035095482712291e+05,1.3204512142443136e+05,8.2622451797781672e-09,8.4153098706807825e-09,5.3086114599751204e+02,1.5551416372031414e+02,2.6055169720739104e+03,4.0974018771790429e-11,3.9578363587896641e-11,4.1988802692597798e+00
1.3107200000000000e+06,1.3036075790752537e+05,1.3314197603464138e+05,8.2859100079336894e-09,8.4198839698465516e-09,5.3231140797867272e+02,1.5112061872593381e+02,2.6089841634529316e+03,4.0636779097043592e-11,4.3575032649899646e-11,4.3246008716384514e+00
1.3271040000000000e+06,1.3050859850534511e+05,1.3425285345722677e+05,8.2983372888850311e-09,8.4204129299148673e-09,5.3412724631933293e+02,9.5318228284535238e+01,2.5731993054115474e+03,4.9838371032413023e-11,4.1873090751977591e-11,3.8534752993153552e+00
1.3434880000000000e+06,1.3045912598853158e+05,1.3543731491114548e+05,8.2888690316407985e-09,8.4257637930442246e-09,5.3680247798787070e+02,1.1582886166889482e+02,2.5262855515235310e+03,4.6597242151993762e-11,4.1522711921145600e-11,3.9409102859907130e+00
1.3598720000000000e+06,1.3043171309601852e+05,1.3667755167253077e+05,8.2776386854178666e-09,8.4245349429336582e-09,5.3961393986975213e+02,9.1551246473699237e+01,2.5475863142646349e+03,3.9628669848778373e-11,5.0650182589974690e-11,3.9862608554157877e+00
1.3762560000000000e+06,1.3046648018884161e+05,1.3784978447999130e+05,8.2860873216291288e-09,8.4374033945949795e-09,5.4163801996067173e+02,1.8478393160419566e+02,2.6157127798073434e+03,4.7139000677935655e-11,5.4371448600265794e-11,3.9068985895056914e+00
1.3926400000000000e+06,1.3050638666438841e+05,1.3915392574184743e+05,8.3242635110191842e-09,8.4546750744444726e-09,5.4295769391008594e+02,1.0077008617410699e+02,2.6224823640204067e+03,3.2556853798924912e-11,3.5947620990576693e-11,4.3795900247275448e+00
1.4090240000000000e+06,1.3059296424149208e+05,1.4037215842390177e+05,8.3435676718063624e-09,8.4893644829711085e-09,5.4471826589361410e+02,1.4422897533643985e+02,2.6507925814608884e+03,2.9202864423393391e-11,3.4682795836603584e-11,4.8312052149395646e+00
1.4254080000000000e+06,1.3073111653760776e+05,1.4159356404570572e+05,8.3585297989667087e-09,8.4887138770663172e-09,5.4657619296233918e+02,1.2131872454186588e+02,2.7025932916927559e+03,3.3489269891013931e-11,4.3220343721220054e-11,4.6498194142252931e+00
1.4417920000000000e+06,1.3054243050230219e+05,1.4278042121708617e+05,8.3466096431633960e-09,8.4908678515670653e-09,5.4925270646696458e+02,1.2614016397767850e+02,2.7521458218680868e+03,4.1715665616618541e-11,4.7843296918653181e-11,4.6360550903394904e+00
1.4581760000000000e+06,1.3051254276928349e+05,1.4402127723928864e+05,8.3603135963879496e-09,8.4980964333660641e-09,5.5117616203212606e+02,6.9890632528184398e+01,2.8266903759559641e+03,4.1198094338965815e-11,5.2212099554604415e-11,4.7913069499570149e+00
1.4745600000000000e+06,1.3056266122823340e+05,1.4520984882270364e+05,8.3857708965849662e-09,8.5176395417790744e-09,5.5256590074764063e+02,1.0059943966238724e+02,2.9259837916866786e+03,4.7975535381651635e-11,5.6144609447944045e-11,4.3371065829056121e+00
1.4909440000000000e+06,1.3048962730460844e+05,1.4632505230603929e+05,8.4029992114718889e-09,8.5247121132870562e-09,5.5412805995271037e+02,1.2757039075617610e+02,2.9479089887895784e+03,4.7812654420410774e-11,4.6572434237076319e-11,4.5944845223944206e+00
1.5073280000000000e+06,1.3056096966387247e+05,1.4737349735794813e+05,8.3648739265021872e-09,8.5024689370808173e-09,5.5736847643598981e+02,1.4672583490563201e+02,2.9466090880013803e+03,3.7598046483802897e-11,3.9509524615409009e-11,4.5804848414424884e+00
1.5237120000000000e+06,1.3034845706421862e+05,1.4861363182845729e+05,8.3604177770058523e-09,8.5156197353926012e-09,5.5987592292402098e+02,7.4268840594841919e+01,2.9082156795125147e+03,3.6999954899695453e-11,3.6741473452950311e-11,4.6190921550227033e+00
1.5400960000000000e+06,1.3050889807787353e+05,1.4996293788300073e+05,8.3744360099069514e-09,8.5175685979497439e-09,5.6195501391561038e+02,9.0452768999956120e+01,2.8885250541436017e+03,3.1022460570342666e-11,3.7707559603007226e-11,4.7459954037969760e+00
1.5564800000000000e+06,1.3041401452246509e+05,1.5127792325184331e+05,8.3782057401152124e-09,8.5233962652151546e-09,5.6429111258523096e+02,9.3394105026718137e+01,2.8634485347105524e+03,3.8705622521900005e-11,4.0847145254119422e-11,4.4826080160719739e+00
1.5728640000000000e+06,1.3050785245278644e+05,1.5240170805597014e+05,8.3765706139946750e-09,8.5029336442191586e-09,5.6645595056797242e+02,7.1277463807100929e+01,2.8177889148133322e+03,3.8733331305314188e-11,4.4595112875180555e-11,4.4960208892206168e+00
1.5892480000000000e+06,1.3049814213365770e+05,1.5354597343494755e+05,8.4056704466528196e-09,8.5336695754503277e-09,5.6760050628379929e+02,1.5380683023526859e+02,2.8161482578207228e+03,2.6422823800743008e-11,3.8176385433009882e-11,4.7192274329148178e+00
1.6056320000000000e+06,1.3055598453373247e+05,1.5456695834431428e+05,8.4039299077287549e-09,8.5276940282989791e-09,5.6952555898759158e+02,1.1743566946240703e+02,2.8747380081914853e+03,3.3597025297665687e-11,4.2721630202968680e-11,4.4605895091160486e+00
1.6220160000000000e+06,1.3049577117045218e+05,1.5558750265153722e+05,8.4114389650855990e-09,8.5357852205231274e-09,5.7115578261574331e+02,1.4443765577316213e+02,2.9102841187527242e+03,3.5813002931474237e-11,4.2392986690000418e-11,4.6365121103294555e+00
1.6384000000000000e+06,1.3051993790115579e+05,1.5670432738652820e+05,8.4175300282774426e-09,8.5548040175381215e-09,5.7298556582070603e+02,1.0389116096100611e+02,2.9822609582020464e+03,2.4009312318744969e-11,4.1544052200409350e-11,4.8757969453922332e+00
1.6547840000000000e+06,1.3037357660193778e+05,1.5792637017069838e+05,8.4467004824666793e-09,8.5881483660549560e-09,5.7421679387078939e+02,1.5821665428047470e+02,3.0784756940493521e+03,2.0819819421720123e-11,4.0485590675368569e-11,5.1273323079275865e+00
1.6711680000000000e+06,1.3072591256538738e+05,1.5906913347264079e+05,8.4575336523171676e-09,8.5889181987333818e-09,5.7591123891782240e+02,1.0673162270006856e+02,3.1329298557845113e+03,2.3141088181549570e-11,3.0688666934954929e-11,5.0835695774044325e+00
1.6875520000000000e+06,1.3038605497024181e+05,1.6014643577434981e+05,8.4478905488622590e-09,8.5611551866104617e-09,5.7818744240710282e+02,1.7325106025357255e+02,3.1767387126954072e+03,3.4080875461087160e-11,2.6372745442808468e-11,5.0405296333590961e+00
1.7039360000000000e+06,1.3038658436381415e+05,1.6143438836108567e+05,8.4564760353185898e-09,8.6012458570685398e-09,5.8020444586948304e+02,1.0469195417417147e+02,3.2619790562399567e+03,2.0604426743969682e-11,4.5558181415044941e-11,5.3391362175833113e+00
1.7203200000000000e+06,1.3067634907401490e+05,1.6275062849664912e+05,8.4325047569049020e-09,8.5953518734042423e-09,5.8337646732323776e+02,1.5594866108376974e+02,3.3570590862075996e+03,3.7308645276879748e-11,4.5580095075997163e-11,5.1559666778115432e+00
