window,t_start,t_end,n_replica,E_K_mean,E_K_sem,psi2_mean,psi2_sem,dissipation_mean,dissipation_sem,production_mean,production_sem,length_mean,length_sem
segment_001_all,16384.0,99991553.0,8,1.3057381043449612e+05,2.1129051792003604e+00,6.2562305226136181e+04,3.5025726645567411e+03,8.9386207966728688e-10,7.2030343556729795e-12,8.9446838682660810e-10,7.2264636275345149e-12,6.0210276666468135e+03,1.1981449043851669e+02
segment_001_first_half,16384.0,50003968.5,8,1.3057607751569666e+05,3.1428993524524675e+00,6.2127939348192871e+04,4.9755987081991161e+03,8.9345675909771984e-10,9.7974996423003076e-12,8.9567826389329094e-10,9.6100673573939734e-12,5.9706282417157499e+03,1.7259385480553871e+02
segment_001_last_half,50003968.5,99991553.0,8,1.3057154261023388e+05,2.4198622718076148e+00,6.2996813472443297e+04,2.8440247994202236e+03,8.9426753308528692e-10,7.3806922531962035e-12,8.9325811320893648e-10,7.3161291335652381e-12,6.0714436105634340e+03,9.4667284550681288e+01
segment_001_q3,50003968.5,74997760.75,8,1.3056838121882081e+05,3.5670489004007235e+00,6.3351394980854864e+04,5.9730412013507612e+03,8.9294998266847506e-10,1.4311438436128485e-11,8.9404548211508134e-10,1.4903045774433620e-11,6.0936477614344658e+03,2.2290547735650065e+02
segment_001_q4,74997760.75,99991553.0,8,1.3057470192996190e+05,4.2828168118449312e+00,6.2642464324128981e+04,5.4289643340746225e+03,8.9558422010077738e-10,1.2028188129595565e-11,8.9247126027193061e-10,1.1828533129452182e-11,6.0492540102499843e+03,1.9055336999986832e+02
