k,count,Spsi_mean,Spsi_sem
3.1446606151655641e-02,5.1200000000000000e+02,8.9185806607500654e-13,2.7112611933404342e-16
3.1830101348627057e-02,5.1200000000000000e+02,8.5010908083325725e-13,3.7878192738524535e-16
3.2213596545598466e-02,5.1600000000000000e+02,8.1125482877823626e-13,2.7262468915109344e-16
3.2597091742569875e-02,5.5200000000000000e+02,7.7374299111562504e-13,1.7354781770512383e-16
3.2980586939541284e-02,5.4400000000000000e+02,7.3774709570841876e-13,2.2149030564572820e-16
3.3364082136512693e-02,5.4000000000000000e+02,7.0438827690246361e-13,2.3618784023447238e-16
3.3747577333484102e-02,5.3600000000000000e+02,6.7364337759897096e-13,1.3921251897719348e-16
3.4131072530455518e-02,5.8400000000000000e+02,6.4394532353268189e-13,1.7312403435025652e-16
3.4514567727426927e-02,5.5600000000000000e+02,6.1525064346519127e-13,1.2769046550427221e-16
3.4898062924398336e-02,5.7600000000000000e+02,5.8886144196058741e-13,1.3460552263031474e-16
3.5281558121369745e-02,5.6800000000000000e+02,5.6401989307368553e-13,1.0127973175866056e-16
3.5665053318341154e-02,5.9200000000000000e+02,5.4007114179883603e-13,1.2988605349842843e-16
3.6048548515312570e-02,5.8000000000000000e+02,5.1766519382766572e-13,1.4090371788195783e-16
3.6432043712283979e-02,5.9200000000000000e+02,4.9630254097702883e-13,1.5069815416793883e-16
3.6815538909255388e-02,6.0000000000000000e+02,4.7630685762284317e-13,1.4118760948281726e-16
3.7199034106226797e-02,6.1200000000000000e+02,4.5693795770519467e-13,1.0549001670298385e-16
3.7582529303198206e-02,6.6400000000000000e+02,4.3789064192159625e-13,1.1410123598040365e-16
3.7966024500169622e-02,5.9200000000000000e+02,4.2026834688266429e-13,1.2430240241222015e-16
3.8349519697141031e-02,6.4000000000000000e+02,4.0388424935253111e-13,1.0826739271342655e-16
3.8733014894112440e-02,5.9600000000000000e+02,3.8857630795845445e-13,7.0266848975663985e-17
3.9116510091083849e-02,6.6400000000000000e+02,3.7366738425178105e-13,7.5401760581372029e-17
3.9500005288055258e-02,6.7200000000000000e+02,3.5901445491108807e-13,5.4925192626875133e-17
3.9883500485026674e-02,6.2000000000000000e+02,3.4539177317834379e-13,8.1972301479271954e-17
4.0266995681998083e-02,6.6400000000000000e+02,3.3276351433627174e-13,8.5360912409544171e-17
4.0650490878969492e-02,6.5600000000000000e+02,3.2044697739727875e-13,8.9056102481996479e-17
4.1033986075940901e-02,6.8000000000000000e+02,3.0868219751805912e-13,7.9305284018232318e-17
4.1417481272912310e-02,6.9200000000000000e+02,2.9731903432415943e-13,4.6821557261136380e-17
4.1800976469883719e-02,6.7200000000000000e+02,2.8652853842948096e-13,4.6302659331860233e-17
4.2184471666855135e-02,7.2000000000000000e+02,2.7610118950302036e-13,4.9892836290211053e-17
4.2567966863826544e-02,6.6800000000000000e+02,2.6638279848572151e-13,6.5315601300220571e-17
4.2951462060797953e-02,7.0400000000000000e+02,2.5715516077981488e-13,5.4945636464653121e-17
4.3334957257769362e-02,7.0400000000000000e+02,2.4821117645861591e-13,5.6977088244989784e-17
4.3718452454740771e-02,7.1600000000000000e+02,2.3964589349598815e-13,5.9791154692961933e-17
4.4101947651712187e-02,7.4400000000000000e+02,2.3136747703346845e-13,7.0499178710497235e-17
4.4485442848683596e-02,7.2800000000000000e+02,2.2339272366466683e-13,4.1416025672478688e-17
4.4868938045655005e-02,7.2800000000000000e+02,2.1592250934962850e-13,5.2348083838050327e-17
4.5252433242626414e-02,7.2400000000000000e+02,2.0878105968851690e-13,5.3412786940760393e-17
4.5635928439597823e-02,7.3600000000000000e+02,2.0201059522178895e-13,3.3731937130940742e-17
4.6019423636569232e-02,7.7600000000000000e+02,1.9539835169510301e-13,5.3070991265928876e-17
4.6402918833540648e-02,7.7200000000000000e+02,1.8883005935188180e-13,4.6479389548896089e-17
4.6786414030512057e-02,7.6800000000000000e+02,1.8265986102244661e-13,2.8479279403655653e-17
4.7169909227483466e-02,7.9200000000000000e+02,1.7675630512030260e-13,3.6117140017719430e-17
4.7553404424454875e-02,7.6000000000000000e+02,1.7113582275954958e-13,4.3966757415033999e-17
4.7936899621426284e-02,7.8000000000000000e+02,1.6578108465056645e-13,3.2376101199655040e-17
4.8320394818397699e-02,7.7600000000000000e+02,1.6065344811588406e-13,3.6753660694409911e-17
4.8703890015369108e-02,8.3200000000000000e+02,1.5562696671543723e-13,2.8145666870194256e-17
4.9087385212340517e-02,7.8800000000000000e+02,1.5077167873840451e-13,3.2349589715489288e-17
4.9470880409311926e-02,8.1600000000000000e+02,1.4620397411696573e-13,3.5978315860796326e-17
4.9854375606283335e-02,8.0000000000000000e+02,1.4177790898947268e-13,2.0296457851825765e-17
5.0237870803254751e-02,8.1200000000000000e+02,1.3756761157936600e-13,2.9400527348620709e-17
5.0621366000226160e-02,8.4800000000000000e+02,1.3345604058119798e-13,2.8611986824152501e-17
5.1004861197197569e-02,8.3200000000000000e+02,1.2947018186795532e-13,2.0818061101599501e-17
5.1388356394168978e-02,8.5600000000000000e+02,1.2559809349453940e-13,1.9695453402807133e-17
5.1771851591140387e-02,8.2800000000000000e+02,1.2194865499449627e-13,2.7456835577108624e-17
5.2155346788111803e-02,8.8000000000000000e+02,1.1837415312851961e-13,1.5765025324709127e-17
5.2538841985083212e-02,8.4800000000000000e+02,1.1498434454290203e-13,2.0257289104695510e-17
5.2922337182054621e-02,8.4400000000000000e+02,1.1174116615237054e-13,2.3177411408624905e-17
5.3305832379026030e-02,8.8800000000000000e+02,1.0856376080933788e-13,2.2355298798157875e-17
5.3689327575997439e-02,8.9600000000000000e+02,1.0547015314496856e-13,1.9670584780713783e-17
5.4072822772968848e-02,8.8800000000000000e+02,1.0245612415644730e-13,1.9271019244760496e-17
5.4456317969940264e-02,8.7600000000000000e+02,9.9650906836454926e-14,1.5823748198127659e-17
5.4839813166911673e-02,8.6400000000000000e+02,9.6960421835015040e-14,1.9455098670307260e-17
5.5223308363883082e-02,9.3600000000000000e+02,9.4305365774448618e-14,2.3737701135279252e-17
5.5606803560854491e-02,9.3200000000000000e+02,9.1660717670755529e-14,1.4454585960964812e-17
5.5990298757825900e-02,9.2000000000000000e+02,8.9136504842326197e-14,2.1423884497529877e-17
5.6373793954797316e-02,9.0400000000000000e+02,8.6773465779254795e-14,2.1216843768493930e-17
5.6757289151768725e-02,9.4400000000000000e+02,8.4460242407962037e-14,1.5119667506908848e-17
5.7140784348740134e-02,9.5600000000000000e+02,8.2185507821273075e-14,1.7429714022200855e-17
5.7524279545711543e-02,9.1200000000000000e+02,8.0030354580452399e-14,1.3872076993230534e-17
5.7907774742682952e-02,9.6800000000000000e+02,7.7936312072674639e-14,1.2137911432983638e-17
5.8291269939654361e-02,9.1600000000000000e+02,7.5938929409184688e-14,1.5761928717058315e-17
5.8674765136625777e-02,9.9200000000000000e+02,7.3972427523623930e-14,1.4550709206951986e-17
5.9058260333597186e-02,9.6000000000000000e+02,7.2063455406004305e-14,1.1993764706690640e-17
5.9441755530568595e-02,9.4800000000000000e+02,7.0248071579163063e-14,1.6031718203647180e-17
5.9825250727540004e-02,9.9200000000000000e+02,6.8479609745432664e-14,1.3433923251515872e-17
6.0208745924511413e-02,1.0080000000000000e+03,6.6726453722286382e-14,9.3896344873505251e-18
6.0592241121482829e-02,1.0080000000000000e+03,6.5024536673838978e-14,1.4651815789217222e-17
6.0975736318454238e-02,9.7200000000000000e+02,6.3419731541548064e-14,1.0439845549981326e-17
6.1359231515425647e-02,9.7600000000000000e+02,6.1883277907601997e-14,1.0874756431005234e-17
6.1742726712397056e-02,1.0480000000000000e+03,6.0367377738034343e-14,8.6284157930432407e-18
6.2126221909368465e-02,1.0040000000000000e+03,5.8871455898111062e-14,1.1032194849244173e-17
6.2509717106339874e-02,1.0480000000000000e+03,5.7439090473111962e-14,1.0706475511333683e-17
6.2893212303311283e-02,1.0080000000000000e+03,5.6049281080640828e-14,1.0008474382317084e-17
6.3276707500282692e-02,1.0480000000000000e+03,5.4708082098333518e-14,1.0714881094910752e-17
6.3660202697254115e-02,1.0520000000000000e+03,5.3402403200239998e-14,1.0706771494483563e-17
6.4043697894225524e-02,1.0160000000000000e+03,5.2147267882467718e-14,8.8333618114792993e-18
6.4427193091196933e-02,1.0640000000000000e+03,5.0930174971241619e-14,9.2322903291652259e-18
6.4810688288168342e-02,1.0760000000000000e+03,4.9726714236450263e-14,1.0697935389574994e-17
6.5194183485139751e-02,1.0880000000000000e+03,4.8543701924972888e-14,8.5643925220010027e-18
6.5577678682111160e-02,1.0880000000000000e+03,4.7409708485910454e-14,1.0063398459556248e-17
6.5961173879082569e-02,1.0200000000000000e+03,4.6339337530697289e-14,8.4347291785876565e-18
6.6344669076053978e-02,1.1120000000000000e+03,4.5295958009204027e-14,7.8331235071828625e-18
6.6728164273025387e-02,1.0960000000000000e+03,4.4251540319349582e-14,7.3159400757396482e-18
6.7111659469996796e-02,1.0880000000000000e+03,4.3249715967610311e-14,8.0537170368531440e-18
6.7495154666968205e-02,1.1160000000000000e+03,4.2281819849377440e-14,7.9811599306147621e-18
6.7878649863939627e-02,1.0880000000000000e+03,4.1339573110807560e-14,8.5449003036124202e-18
6.8262145060911036e-02,1.1520000000000000e+03,4.0415529744311749e-14,7.3549706582619646e-18
6.8645640257882445e-02,1.1160000000000000e+03,3.9511906076304658e-14,7.8404004732472731e-18
6.9029135454853854e-02,1.1440000000000000e+03,3.8643194441850017e-14,8.7424441684994728e-18
6.9412630651825263e-02,1.1280000000000000e+03,3.7795067046141218e-14,6.9387161493652332e-18
6.9796125848796672e-02,1.1520000000000000e+03,3.6967199011916948e-14,6.7524376614497564e-18
7.0179621045768081e-02,1.1480000000000000e+03,3.6170451109611629e-14,6.2697778250460543e-18
7.0563116242739490e-02,1.1440000000000000e+03,3.5397207357519326e-14,6.0646931391568611e-18
7.0946611439710899e-02,1.1440000000000000e+03,3.4646511664940216e-14,7.4480991837025076e-18
7.1330106636682308e-02,1.1720000000000000e+03,3.3910885501361567e-14,5.9649524846861309e-18
7.1713601833653731e-02,1.1920000000000000e+03,3.3188695641262647e-14,5.6432881046310094e-18
7.2097097030625140e-02,1.1840000000000000e+03,3.2483797515405474e-14,6.6528684807964603e-18
7.2480592227596549e-02,1.1800000000000000e+03,3.1802184775366631e-14,5.7509621937763502e-18
7.2864087424567958e-02,1.1680000000000000e+03,3.1148643242744961e-14,6.7451482143358893e-18
7.3247582621539367e-02,1.2320000000000000e+03,3.0499333969581842e-14,5.0603314022424738e-18
7.3631077818510776e-02,1.1920000000000000e+03,2.9865168587921014e-14,5.5434072464057833e-18
7.4014573015482185e-02,1.2200000000000000e+03,2.9256854374029902e-14,4.2621787614062757e-18
7.4398068212453594e-02,1.2160000000000000e+03,2.8651537960912823e-14,5.3932292196778992e-18
7.4781563409425003e-02,1.2400000000000000e+03,2.8070500013502981e-14,6.2423999141124392e-18
7.5165058606396412e-02,1.2360000000000000e+03,2.7497566173570552e-14,5.2883641529751905e-18
7.5548553803367821e-02,1.2560000000000000e+03,2.6937320575867637e-14,5.2256872287636652e-18
7.5932049000339244e-02,1.2160000000000000e+03,2.6399991339013963e-14,6.1130007262638893e-18
7.6315544197310653e-02,1.2800000000000000e+03,2.5873311306946660e-14,4.3685966870008059e-18
7.6699039394282062e-02,1.2280000000000000e+03,2.5363027616125020e-14,4.0678017975878927e-18
7.7082534591253471e-02,1.2480000000000000e+03,2.4867389639497728e-14,4.7242744589101665e-18
7.7466029788224880e-02,1.2880000000000000e+03,2.4379784903798129e-14,5.1571307753179547e-18
7.7849524985196289e-02,1.2600000000000000e+03,2.3901916125077393e-14,3.7628355025533326e-18
7.8233020182167698e-02,1.3120000000000000e+03,2.3433245544037728e-14,3.5366849847473114e-18
7.8616515379139107e-02,1.2480000000000000e+03,2.2984259091232061e-14,4.2946013935349265e-18
7.9000010576110516e-02,1.3040000000000000e+03,2.2546037111284652e-14,3.3336689131794821e-18
7.9383505773081925e-02,1.2920000000000000e+03,2.2112610671912513e-14,4.1263117237143860e-18
7.9767000970053348e-02,1.3280000000000000e+03,2.1689983139384461e-14,4.4699275073255689e-18
8.0150496167024757e-02,1.3440000000000000e+03,2.1268486052997034e-14,3.7324545058071201e-18
8.0533991363996166e-02,1.2760000000000000e+03,2.0869350675723021e-14,3.8123321663100487e-18
8.0917486560967575e-02,1.3200000000000000e+03,2.0480778582228207e-14,4.3816073209477337e-18
8.1300981757938984e-02,1.3520000000000000e+03,2.0099931110366258e-14,3.6987028136853934e-18
8.1684476954910393e-02,1.3240000000000000e+03,1.9722001242527283e-14,3.5181388203729353e-18
8.2067972151881802e-02,1.3760000000000000e+03,1.9354403847898823e-14,3.2901235560191476e-18
8.2451467348853211e-02,1.2960000000000000e+03,1.8998220536688674e-14,3.5097767389690935e-18
8.2834962545824620e-02,1.3920000000000000e+03,1.8651959758621458e-14,2.8858072542106241e-18
8.3218457742796029e-02,1.3720000000000000e+03,1.8307933124143242e-14,3.1635126888907537e-18
8.3601952939767438e-02,1.3200000000000000e+03,1.7979076663979893e-14,2.9775879635934906e-18
8.3985448136738861e-02,1.4320000000000000e+03,1.7652325048271033e-14,2.5423974832431127e-18
8.4368943333710270e-02,1.3560000000000000e+03,1.7329959395393738e-14,3.3657989595971051e-18
8.4752438530681679e-02,1.4240000000000000e+03,1.7018379658207046e-14,2.9795376280008613e-18
8.5135933727653088e-02,1.3840000000000000e+03,1.6710700136632324e-14,3.0707105039165149e-18
8.5519428924624497e-02,1.3760000000000000e+03,1.6415889838091644e-14,3.2061690720471680e-18
8.5902924121595906e-02,1.3800000000000000e+03,1.6130100142188459e-14,3.2302078048764171e-18
8.6286419318567315e-02,1.4480000000000000e+03,1.5845430984959956e-14,2.8813030337225329e-18
8.6669914515538723e-02,1.4400000000000000e+03,1.5560624322956556e-14,2.3233641805605127e-18
8.7053409712510132e-02,1.4120000000000000e+03,1.5288510054636806e-14,2.6625499262983366e-18
8.7436904909481541e-02,1.4320000000000000e+03,1.5022056355329313e-14,2.6129223780627943e-18
8.7820400106452950e-02,1.4480000000000000e+03,1.4761794070822768e-14,2.7592508044825715e-18
8.8203895303424373e-02,1.4440000000000000e+03,1.4504699664869491e-14,2.6636785805043759e-18
8.8587390500395782e-02,1.4560000000000000e+03,1.4255562214226959e-14,2.6552789594015588e-18
8.8970885697367191e-02,1.4480000000000000e+03,1.4012655435581701e-14,3.0737755241958097e-18
8.9354380894338600e-02,1.4880000000000000e+03,1.3772133769308923e-14,2.6176012328157356e-18
8.9737876091310009e-02,1.4600000000000000e+03,1.3537082682599293e-14,2.0594255129172771e-18
9.0121371288281418e-02,1.4560000000000000e+03,1.3309080726805300e-14,2.6023001366120546e-18
9.0504866485252827e-02,1.4720000000000000e+03,1.3089110365854381e-14,2.4532454712278287e-18
9.0888361682224236e-02,1.4920000000000000e+03,1.2867595585320258e-14,2.4865876704208021e-18
9.1271856879195645e-02,1.5200000000000000e+03,1.2651327087448528e-14,2.2476372125025979e-18
9.1655352076167054e-02,1.4960000000000000e+03,1.2440658288870400e-14,2.2381486247902181e-18
9.2038847273138463e-02,1.4880000000000000e+03,1.2234262774809350e-14,2.3592575175360649e-18
9.2422342470109886e-02,1.5240000000000000e+03,1.2034374517247085e-14,2.2911304582149425e-18
9.2805837667081295e-02,1.4960000000000000e+03,1.1837356189952832e-14,2.1894282111296513e-18
9.3189332864052704e-02,1.5360000000000000e+03,1.1644625964667521e-14,2.5005464871199213e-18
9.3572828061024113e-02,1.5560000000000000e+03,1.1453214836559556e-14,1.7590887474338118e-18
9.3956323257995522e-02,1.5360000000000000e+03,1.1264775506237292e-14,2.2963697407352182e-18
9.4339818454966931e-02,1.5760000000000000e+03,1.1080788710030010e-14,1.7264218637184625e-18
9.4723313651938340e-02,1.5120000000000000e+03,1.0902582223869798e-14,2.0776068751707094e-18
9.5106808848909749e-02,1.5640000000000000e+03,1.0729143098425423e-14,1.9564767920155212e-18
9.5490304045881158e-02,1.5360000000000000e+03,1.0558955065740695e-14,2.1468348758194113e-18
9.5873799242852567e-02,1.6080000000000000e+03,1.0390061579946678e-14,1.9798395832244569e-18
9.6257294439823990e-02,1.5720000000000000e+03,1.0223182687921518e-14,2.2027433033279404e-18
9.6640789636795399e-02,1.5840000000000000e+03,1.0061340826175945e-14,1.6135606031808673e-18
9.7024284833766808e-02,1.5680000000000000e+03,9.9029339882760986e-15,1.7981393805143160e-18
9.7407780030738217e-02,1.5960000000000000e+03,9.7470512348210148e-15,1.8553340875166888e-18
9.7791275227709626e-02,1.6240000000000000e+03,9.5932327067244541e-15,1.7152118856780987e-18
9.8174770424681035e-02,1.4760000000000000e+03,9.4468565924697133e-15,1.4234247008979728e-18
9.8558265621652444e-02,1.4040000000000000e+03,9.3014345753356809e-15,1.8505356574417391e-18
9.8941760818623853e-02,1.3280000000000000e+03,9.1572639867273436e-15,1.6632973166362251e-18
9.9325256015595262e-02,1.2840000000000000e+03,9.0168237303470497e-15,1.5745977597175290e-18
9.9708751212566671e-02,1.2600000000000000e+03,8.8792083070858986e-15,1.6825416623030168e-18
1.0009224640953808e-01,1.1680000000000000e+03,8.7457586376283928e-15,1.6933313715170793e-18
1.0047574160650950e-01,1.2120000000000000e+03,8.6124263291664778e-15,1.5870558045465868e-18
1.0085923680348091e-01,1.1480000000000000e+03,8.4816297769170517e-15,1.4611970376577331e-18
1.0124273200045232e-01,1.1320000000000000e+03,8.3532036365715169e-15,1.8425528650653356e-18
1.0162622719742373e-01,1.0800000000000000e+03,8.2277721094790477e-15,1.5016197039603598e-18
1.0200972239439514e-01,1.0200000000000000e+03,8.1082248864320095e-15,1.5261843904272213e-18
1.0239321759136655e-01,1.1080000000000000e+03,7.9872727243458012e-15,1.3975281972417137e-18
1.0277671278833796e-01,1.0320000000000000e+03,7.8642511982717593e-15,1.3855491988248658e-18
1.0316020798530937e-01,1.0040000000000000e+03,7.7482842743175239e-15,1.3051771943269009e-18
1.0354370318228077e-01,9.7200000000000000e+02,7.6351251553799603e-15,1.3949530564671096e-18
1.0392719837925218e-01,9.4400000000000000e+02,7.5241373228890553e-15,1.2633148868283076e-18
1.0431069357622361e-01,9.8800000000000000e+02,7.4138509970164075e-15,1.2349858867327342e-18
1.0469418877319502e-01,9.0000000000000000e+02,7.3051369319592283e-15,1.1620976193454802e-18
1.0507768397016642e-01,9.2400000000000000e+02,7.1991951222022551e-15,1.2968428114550063e-18
1.0546117916713783e-01,8.9600000000000000e+02,7.0950618676241744e-15,1.4419259231745436e-18
1.0584467436410924e-01,8.6800000000000000e+02,6.9924851730510712e-15,1.2409295126179002e-18
1.0622816956108065e-01,8.9200000000000000e+02,6.8909492062852877e-15,1.2956475905391710e-18
1.0661166475805206e-01,8.0800000000000000e+02,6.7926457422997713e-15,1.2584323959673949e-18
1.0699515995502347e-01,8.2000000000000000e+02,6.6981529723237172e-15,1.3001089539256819e-18
1.0737865515199488e-01,8.5200000000000000e+02,6.6014735011054400e-15,1.2433057638370592e-18
1.0776215034896629e-01,7.9600000000000000e+02,6.5063941138484465e-15,1.1847924147719104e-18
1.0814564554593770e-01,7.8400000000000000e+02,6.4153373796507676e-15,1.1766866262533375e-18
1.0852914074290912e-01,7.4000000000000000e+02,6.3258619855900627e-15,1.1348761516073577e-18
1.0891263593988053e-01,7.8800000000000000e+02,6.2377257670021847e-15,9.4691997313819476e-19
1.0929613113685194e-01,7.3600000000000000e+02,6.1496733040067174e-15,1.1074731139400468e-18
1.0967962633382335e-01,7.3200000000000000e+02,6.0634209102626679e-15,9.2721625354560383e-19
1.1006312153079476e-01,7.1600000000000000e+02,5.9797041860108303e-15,1.0876705386815735e-18
1.1044661672776616e-01,6.8400000000000000e+02,5.8980722078701446e-15,1.0938863359121842e-18
1.1083011192473757e-01,7.2000000000000000e+02,5.8167995358261632e-15,9.9021602786164564e-19
1.1121360712170898e-01,6.6000000000000000e+02,5.7360786185116539e-15,1.0510299938495624e-18
