k,count,transfer_mean,transfer_std,transfer_sem,dissipation_mean,dissipation_std,dissipation_sem,production_mean,production_std,production_sem,total_mean,total_std,total_sem
1.6873788666742051e-02,2.6400000000000000e+02,1.8954022013654150e-14,1.7129447067491801e-15,6.0561740896997361e-16,-3.2275785270199894e-12,3.6305105397487918e-15,1.2835793109128016e-15,3.2085870462319274e-12,3.2248739538448343e-15,1.1401651206177777e-15,-3.7458774407568463e-17,9.5519147586118567e-17,3.3771118495651535e-17
1.7257283863713464e-02,2.8800000000000000e+02,2.0095050984309268e-14,1.7169248899323998e-15,6.0702461622958320e-16,-3.3659951069669033e-12,4.2464722422737442e-15,1.5013546593161041e-15,3.3458579319430052e-12,3.3845509759670551e-15,1.1966194731889260e-15,-4.2124039588967225e-17,5.9074367147572699e-17,2.0885942802176229e-17
1.7640779060684873e-02,2.7600000000000000e+02,1.8788041935247205e-14,1.6001352047756867e-15,5.6573322705610643e-16,-3.0914201499259143e-12,5.2214439484868425e-15,1.8460592117802540e-15,3.0726029711033579e-12,4.3801042682853622e-15,1.5486007152043602e-15,-2.9136887308580224e-17,1.4836366551839486e-16,5.2454476984874872e-17
1.8024274257656285e-02,3.0400000000000000e+02,2.0237815403834148e-14,1.7522582986381546e-15,6.1951686267872081e-16,-3.2620255613905842e-12,4.7660176231812935e-15,1.6850416903030421e-15,3.2417875426293618e-12,4.3155998741638762e-15,1.5257949679545440e-15,-2.0335738839202842e-19,1.1395768055629133e-16,4.0290124344821984e-17
1.8407769454627694e-02,3.0400000000000000e+02,1.9649948830663692e-14,1.7099967774551834e-15,6.0457515857285186e-16,-3.1238048933789116e-12,3.5222994098713930e-15,1.2453208990447182e-15,3.1041383668188719e-12,2.6878466285750260e-15,9.5029728892740020e-16,-1.6577729375454463e-17,5.5679666440154845e-17,1.9685734857019263e-17
1.8791264651599103e-02,3.1200000000000000e+02,1.9676339252192906e-14,1.7497897509722249e-15,6.1864409928159027e-16,-3.0755067359246978e-12,2.4297217421937788e-15,8.5903636015080665e-16,3.0558035952723308e-12,2.8477784978714452e-15,1.0068417435810695e-15,-2.6801400173753819e-17,1.6290114528397135e-16,5.7594252246675551e-17
1.9174759848570515e-02,3.1600000000000000e+02,1.9501909351342090e-14,1.6974961375153086e-15,6.0015551493752339e-16,-2.9916812517436361e-12,3.1543851639223167e-15,1.1152435699418545e-15,2.9721597912525198e-12,3.0434083020992316e-15,1.0760073241669017e-15,-1.9551139774888960e-17,1.2774592577710964e-16,4.5165005192973800e-17
1.9558255045541924e-02,3.2000000000000000e+02,1.9255852326446023e-14,1.5448635062906208e-15,5.4619173065286226e-16,-2.9092148353185242e-12,3.5629655585344641e-15,1.2596985537869171e-15,2.8899256207966073e-12,3.0781137487265071e-15,1.0882775524940288e-15,-3.3362195470633443e-17,9.0275312148787480e-17,3.1917142697069971e-17
1.9941750242513337e-02,3.4400000000000000e+02,2.0126660710414750e-14,1.5682640600796720e-15,5.5446507578674155e-16,-3.0100932525924547e-12,4.4001976072494515e-15,1.5557047833234538e-15,2.9898508861748784e-12,3.2139101370073210e-15,1.1362888260010313e-15,-1.1570570716110619e-16,9.0847484344276502e-17,3.2119436116788308e-17
2.0325245439484746e-02,3.1600000000000000e+02,1.8124142078951331e-14,1.3844720690596863e-15,4.8948479419773708e-16,-2.6612957847581790e-12,4.2417570594295434e-15,1.4996875904342697e-15,2.6431376124758222e-12,3.7491292686501513e-15,1.3255173647037417e-15,-3.4030203405090730e-17,7.2888640599720889e-17,2.5770026019765869e-17
2.0708740636456155e-02,3.3600000000000000e+02,1.8857049757473685e-14,1.5186726242380623e-15,5.3693185550055166e-16,-2.7291894048623499e-12,3.4028113260470921e-15,1.2030754818731434e-15,2.7103119205339690e-12,3.0462075771113952e-15,1.0769970173386552e-15,-2.0434570907340106e-17,6.9456234365980028e-17,2.4556487157933299e-17
2.1092235833427567e-02,3.5200000000000000e+02,1.9239610581681087e-14,1.4404547160252919e-15,5.0927764884681324e-16,-2.7555626574327056e-12,2.7108411649305284e-15,9.5842708522100827e-16,2.7362978122850073e-12,2.4578388471333603e-15,8.6897725793586258e-16,-2.5234566017305344e-17,5.8461991820822060e-17,2.0669435429087875e-17
2.1475731030398976e-02,3.4000000000000000e+02,1.8116343152332362e-14,1.3324088314063155e-15,4.7107766000012443e-16,-2.5673946439979269e-12,2.9647203077045636e-15,1.0481869169496823e-15,2.5492617446782812e-12,2.7815715500220424e-15,9.8343405268808095e-16,-1.6556167313003596e-17,1.3114473294294950e-16,4.6366664990429199e-17
2.1859226227370385e-02,3.7600000000000000e+02,1.9582007938689675e-14,1.3945285588410528e-15,4.9304030025740587e-16,-2.7417124311748995e-12,2.7827072153696384e-15,9.8383557102230283e-16,2.7221132349883148e-12,2.1084439149710501e-15,7.4544749501377092e-16,-1.7188247894841951e-17,1.1445539439784571e-16,4.0466092761048743e-17
2.2242721424341798e-02,3.3600000000000000e+02,1.7126908638771526e-14,1.2604786003307946e-15,4.4564648291721640e-16,-2.3674360864754795e-12,1.5419601521052989e-15,5.4516523993654848e-16,2.3503190848803100e-12,1.4100197824311672e-15,4.9851727488212935e-16,9.9070436020611053e-18,9.2105419898088125e-17,3.2564183496986236e-17
2.2626216621313207e-02,3.9200000000000000e+02,1.9554926088845017e-14,1.4276890947356569e-15,5.0476432015683309e-16,-2.6705172504880938e-12,2.4239515198657000e-15,8.5699627848223734e-16,2.6510389870768274e-12,1.3211082727825443e-15,4.6708230918309210e-16,7.6662677578650870e-17,8.1326678051438981e-17,2.8753322770773829e-17
2.3009711818284616e-02,3.8000000000000000e+02,1.8521961961760633e-14,1.3307457878592934e-15,4.7048968531537055e-16,-2.5013000448022332e-12,2.2905792524980578e-15,8.0984206114329481e-16,2.4828073543827269e-12,1.4151538151933563e-15,5.0033242957261828e-16,2.9271542253910796e-17,6.7912432307853990e-17,2.4010670705877965e-17
2.3393207015256028e-02,3.6800000000000000e+02,1.7611837507398790e-14,1.2880837430823574e-15,4.5540637473484275e-16,-2.3450054681812313e-12,3.4709064896247196e-15,1.2271507578390172e-15,2.3273731345831824e-12,2.3974023265976061e-15,8.4760972118478668e-16,-2.0496090649781722e-17,8.3587909001037715e-17,2.9552788639918908e-17
2.3776702212227437e-02,4.0000000000000000e+02,1.8757716167305327e-14,1.2982698956064689e-15,4.5900772349684266e-16,-2.4668262815981836e-12,2.6543872277754638e-15,9.3846760432749557e-16,2.4481098206842418e-12,2.0556972216083288e-15,7.2679872273279702e-16,4.1255253363316625e-17,3.7887992132421432e-17,1.3395428081188876e-17
2.4160197409198850e-02,3.6400000000000000e+02,1.6724024152220852e-14,1.1895030910050328e-15,4.2055285094600878e-16,-2.1766247029872723e-12,2.0131052382911338e-15,7.1174018261891060e-16,2.1599405250034150e-12,1.8037869431276085e-15,6.3773498965064259e-16,3.9846168363473289e-17,6.6089040199409152e-17,2.3366004243556273e-17
2.4543692606170259e-02,4.4000000000000000e+02,1.9796231853223689e-14,1.2395963286403033e-15,4.3826348495775325e-16,-2.5473891876261172e-12,1.6082398107441575e-15,5.6859863797568170e-16,2.5275386017314639e-12,1.1852876584080018e-15,4.1906247045851105e-16,-5.4354041430162862e-17,1.0308171072045434e-16,3.6444888333371644e-17
2.4927187803141668e-02,4.0000000000000000e+02,1.7622278592803586e-14,1.1641142648035215e-15,4.1157654535928113e-16,-2.2454672973617008e-12,2.1131983863779708e-15,7.4712845450016654e-16,2.2278424622715181e-12,1.7662864834051814e-15,6.2447657496697204e-16,-2.5564973789658855e-18,9.4346661823399306e-17,3.3356582178819800e-17
2.5310683000113080e-02,4.2400000000000000e+02,1.8233419686982585e-14,1.1519953465915042e-15,4.0729186073509986e-16,-2.3076738918775252e-12,1.6111001845501920e-15,5.6960993283316940e-16,2.2893858922175357e-12,1.0455481003485733e-15,3.6965707590659451e-16,-5.4579973007217640e-17,9.7340278457060750e-17,3.4414985489787229e-17
2.5694178197084489e-02,4.2000000000000000e+02,1.7678414264584517e-14,1.1679462270793069e-15,4.1293134861451057e-16,-2.2181646712107678e-12,2.1475610996629974e-15,7.5927750829207220e-16,2.2004523694949863e-12,2.1175929594281346e-15,7.4868217070226180e-16,-3.3887451197175221e-17,1.0849090047619900e-16,3.8357325711877575e-17
2.6077673394055902e-02,4.1600000000000000e+02,1.7138382137529112e-14,1.1017324486262090e-15,3.8952124273842595e-16,-2.1337779768159598e-12,2.1558585915467241e-15,7.6221111468098387e-16,2.1166436027734843e-12,1.9374536610778298e-15,6.8499331099141821e-16,4.0080950538115431e-18,7.3230908383034669e-17,2.5891035955047300e-17
2.6461168591027311e-02,4.4800000000000000e+02,1.8205705777046573e-14,1.1394614410982235e-15,4.0286045595057480e-16,-2.2326096738763219e-12,2.3543728103291837e-15,8.3239648981249744e-16,2.2143953610202657e-12,1.5967779312323564e-15,5.6454625161171290e-16,-8.6070790099319256e-18,4.8671399331263023e-17,1.7207938258487238e-17
2.6844663787998720e-02,4.2800000000000000e+02,1.6949601876518178e-14,1.0738627106346869e-15,3.7966780237657716e-16,-2.0727139917218764e-12,2.2350333276472083e-15,7.9020361107863776e-16,2.0557298086923160e-12,1.3386661586965979e-15,4.7328995927965566e-16,-3.4581153042426331e-17,9.1845222021597844e-17,3.2472189655527930e-17
2.7228158984970132e-02,4.3200000000000000e+02,1.6763777510895413e-14,1.0346181469983186e-15,3.6579275384058561e-16,-2.0351642029310499e-12,2.2443277953196732e-15,7.9348970163799735e-16,2.0183556348881504e-12,1.5606167193395117e-15,5.5176133253903587e-16,-4.4790532004236407e-17,1.1123395007337682e-16,3.9327140197525304e-17
2.7611654181941541e-02,4.8000000000000000e+02,1.8338520180608283e-14,1.1507347574123325e-15,4.0684617515665850e-16,-2.1971732125946579e-12,1.2987769688633945e-15,4.5918700096610781e-16,2.1788532674169098e-12,7.5367617806814586e-16,2.6646476816537289e-16,1.8575002860164022e-17,1.1196078824107497e-16,3.9584116296127587e-17
2.7995149378912950e-02,4.4400000000000000e+02,1.6580198915273634e-14,9.6627934192899932e-16,3.4163133759923500e-16,-1.9764237430479879e-12,1.6291902795818338e-15,5.7600574726776097e-16,1.9598250770535354e-12,1.5630479204013219e-15,5.5262089191765285e-16,-1.8467079179282737e-17,8.6901705272922324e-17,3.0724392547579062e-17
2.8378644575884363e-02,4.7200000000000000e+02,1.7368036043783777e-14,1.0758556081366124e-15,3.8037239804548777e-16,-2.0470473021387339e-12,2.4970447238306991e-15,8.8283862857338845e-16,2.0296471902269725e-12,1.8718808409958389e-15,6.6180981812066751e-16,-3.2075867978163181e-17,9.5484523652562452e-17,3.3758877086547095e-17
2.8762139772855772e-02,4.5600000000000000e+02,1.6394024466995629e-14,9.3184273628965690e-16,3.2945615891492206e-16,-1.9246333371739660e-12,1.0398106296430510e-15,3.6762857368522750e-16,1.9082546750774031e-12,1.2547994499989022e-15,4.4363860006168695e-16,1.5362370432570186e-17,5.8898414895714543e-17,2.0823734286949257e-17
2.9145634969827180e-02,4.8800000000000000e+02,1.7228919714106696e-14,9.8397425866648144e-16,3.4788743540803750e-16,-2.0067591868761650e-12,1.1579416941823202e-15,4.0939421208747896e-16,1.9895281593530459e-12,1.0470710200441497e-15,3.7019550932856681e-16,-2.1078090123563512e-18,9.5912961808724663e-17,3.3910352849317775e-17
2.9529130166798593e-02,5.0000000000000000e+02,1.7399981190172558e-14,1.0461248391122631e-15,3.6986098385198362e-16,-2.0019670281030284e-12,1.8256380608034948e-15,6.4546052639320482e-16,1.9845717019906086e-12,1.0416893318438165e-15,3.6829279521822319e-16,4.6550777529593520e-18,5.8424144755150482e-17,2.0656054470695682e-17
2.9912625363770002e-02,4.7200000000000000e+02,1.6096637306025028e-14,9.5342095192212867e-16,3.3708521021473523e-16,-1.8413098224276426e-12,2.0514680180870121e-15,7.2530347348832649e-16,1.8252019647248039e-12,1.6130928375719136e-15,5.7031444206527501e-16,-1.1220396813569272e-17,5.4356888374059470e-17,1.9218062186748827e-17
3.0296120560741414e-02,4.9600000000000000e+02,1.6631406420750970e-14,9.6739495058444084e-16,3.4202576482194155e-16,-1.8878586861414653e-12,1.9153144628092307e-15,6.7716592237853816e-16,1.8712565663418083e-12,1.0864376215987840e-15,3.8411370478434221e-16,2.9286621094591784e-17,1.0075647821848711e-16,3.5622794498383450e-17
3.0679615757712823e-02,4.9200000000000000e+02,1.6212114487735815e-14,9.6459331730155588e-16,3.4103523787557863e-16,-1.8262560999323215e-12,8.3047924696388636e-16,2.9361875358143073e-16,1.8100144555372832e-12,1.2785882512064496e-15,4.5204921138676468e-16,-2.9529907302529898e-17,1.1032857091895351e-16,3.9007040327706472e-17
3.1063110954684232e-02,5.3600000000000000e+02,1.7322769888520912e-14,1.0137083455918561e-15,3.5840002265669880e-16,-1.9405324767702528e-12,1.6853778171070116e-15,5.9587104166887436e-16,1.9231781152910706e-12,1.0559481121700460e-15,3.7333403534828629e-16,-3.1591590661532342e-17,7.9761064911040372e-17,2.8199794936628518e-17
3.1446606151655641e-02,5.1200000000000000e+02,1.6237133442548791e-14,9.3181011431113651e-16,3.2944462530380832e-16,-1.8077353239655941e-12,1.5518041394458236e-15,5.4864561503774833e-16,1.7914755225449073e-12,8.7918991660039240e-16,3.1084057598948631e-16,-2.2667978138085132e-17,6.8251739287300923e-17,2.4130633838913391e-17
3.1830101348627057e-02,5.1200000000000000e+02,1.5976616202297793e-14,9.1440138885271262e-16,3.2328971139207511e-16,-1.7651256706174159e-12,2.2260673034997167e-15,7.8703364284115101e-16,1.7491363824349624e-12,1.4020131114516158e-15,4.9568648920994418e-16,-1.2671980155935619e-17,3.9158100412407743e-17,1.3844479169998628e-17
3.2213596545598466e-02,5.1600000000000000e+02,1.5825269771165585e-14,8.8428675200795936e-16,3.1264257942912746e-16,-1.7376697338209184e-12,1.6548432105506617e-15,5.8507542799044525e-16,1.7218287072647604e-12,8.3175989593325642e-16,2.9407153136671131e-16,-1.5756784992296646e-17,1.0735885498864827e-16,3.7957087191448198e-17
3.2597091742569875e-02,5.5200000000000000e+02,1.6643411869398347e-14,9.1898968150732567e-16,3.2491191781714776e-16,-1.8157402172897007e-12,1.1587846331040190e-15,4.0969223600130864e-16,1.7991127386445861e-12,5.4882020738040353e-16,1.9403724514544531e-16,1.5933224284088667e-17,6.4476486970177344e-17,2.2795880581849235e-17
3.2980586939541284e-02,5.4400000000000000e+02,1.6106033845684533e-14,9.0728918754463232e-16,3.2077516850502136e-16,-1.7472746622848403e-12,1.4817222574953766e-15,5.2386792805501024e-16,1.7311314062907301e-12,7.6982711289230591e-16,2.7217498593370566e-16,-3.7222148425555758e-17,7.8129821597903431e-17,2.7623063332386345e-17
3.3364082136512693e-02,5.4000000000000000e+02,1.5718028073251910e-14,8.6839975100639642e-16,3.0702567635866615e-16,-1.6946135760785593e-12,1.6037678777616529e-15,5.6701757090721138e-16,1.6788405712653963e-12,1.1287228552798303e-15,3.9906379252430503e-16,-5.4976739910960237e-17,4.6831928334592915e-17,1.6557587050716534e-17
3.3747577333484102e-02,5.3600000000000000e+02,1.5326643319296356e-14,8.1675339661569806e-16,2.8876593265205294e-16,-1.6452446683443940e-12,9.6316128312906413e-16,3.4052893733844871e-16,1.6298904661696112e-12,1.0137844868008455e-15,3.5842694263930090e-16,-2.7558855486404739e-17,6.5317149079427922e-17,2.3093099520918069e-17
3.4131072530455518e-02,5.8400000000000000e+02,1.6465294830179335e-14,9.4269815823260078e-16,3.3329413014917048e-16,-1.7527178142314465e-12,1.3318081022950194e-15,4.7086527018599768e-16,1.7362140605962766e-12,9.3312176414363286e-16,3.2990836354935847e-16,-3.8458804990604327e-17,6.2552574061391237e-17,2.2115674649741738e-17
3.4514567727426927e-02,5.5600000000000000e+02,1.5393189561332974e-14,8.3255937364365394e-16,2.9435418942192611e-16,-1.6309829179828676e-12,9.5756970598177659e-16,3.3855201627926135e-16,1.6155391173754335e-12,6.1592051645810709e-16,2.1776078692972401e-16,-5.0611046101139440e-17,6.0658874322482980e-17,2.1446150686285127e-17
3.4898062924398336e-02,5.7600000000000000e+02,1.5713406547714977e-14,8.3183190496571335e-16,2.9409699040428982e-16,-1.6529599403987868e-12,1.0693296272304822e-15,3.7806511536917846e-16,1.6372140000519144e-12,5.1573471657790930e-16,1.8233975769278091e-16,-3.2533799157236884e-17,7.8227804644023600e-17,2.7657705570562788e-17
3.5281558121369745e-02,5.6800000000000000e+02,1.5210366049641508e-14,8.4267600699442353e-16,2.9793095944447968e-16,-1.5956504937246048e-12,8.0983158605852107e-16,2.8631870306051868e-16,1.5804067144937418e-12,1.0341904647792141e-15,3.6564154534192479e-16,-3.3413181221707409e-17,7.1757144107998616e-17,2.5369981598673066e-17
3.5665053318341154e-02,5.9200000000000000e+02,1.5649256390839917e-14,8.6853603797500602e-16,3.0707386107851172e-16,-1.6272909303166062e-12,1.1062158040356525e-15,3.9110634824466939e-16,1.6116218235716059e-12,7.0542380402914192e-16,2.4940497771970823e-16,-1.9850354160174393e-17,8.4059616900563752e-17,2.9719562567165969e-17
3.6048548515312570e-02,5.8000000000000000e+02,1.5064355095308710e-14,7.9800015427249622e-16,2.8213566023699657e-16,-1.5609106901481701e-12,1.2011037795009885e-15,4.2465431369697032e-16,1.5457895719711378e-12,6.0628683411294634e-16,2.1435476587269387e-16,-5.6763081723601910e-17,1.2152504815236906e-16,4.2965592816280940e-17
3.6432043712283979e-02,5.9200000000000000e+02,1.5164804576802742e-14,8.1809969996802774e-16,2.8924192276703616e-16,-1.5598826947749579e-12,1.3422651760989216e-15,4.7456240408505134e-16,1.5447277129115849e-12,6.8997467114027871e-16,2.4394288440512458e-16,9.8227134298600640e-18,5.4336199880275381e-17,1.9210747699625196e-17
3.6815538909255388e-02,6.0000000000000000e+02,1.5143525942013474e-14,7.8957582893948337e-16,2.7915721145204906e-16,-1.5490008746689160e-12,1.2986431239850760e-15,4.5913967965556475e-16,1.5338385803641930e-12,8.0984392803873781e-16,2.8632306660947092e-16,-1.8768362709513574e-17,7.3618394138838939e-17,2.6028032857818497e-17
3.7199034106226797e-02,6.1200000000000000e+02,1.5165374952050222e-14,8.1459389088550867e-16,2.8800243207913886e-16,-1.5475991427677587e-12,1.0105922254454371e-15,3.5729830781343639e-16,1.5324809383776571e-12,7.0752262882280134e-16,2.5014702434176773e-16,4.7170561948841653e-17,7.4017286741483727e-17,2.6169062689966138e-17
3.7582529303198206e-02,6.6400000000000000e+02,1.6247146074973836e-14,8.3144999981813702e-16,2.9396196654447920e-16,-1.6436861887171761e-12,1.2089752369245177e-15,4.2743729415796967e-16,1.6274202109058805e-12,8.8342223877259994e-16,3.1233692784355334e-16,-1.8831736321606320e-17,7.9266645102546622e-17,2.8024991136959072e-17
3.7966024500169622e-02,5.9200000000000000e+02,1.4232399556358937e-14,7.3101657285798677e-16,2.5845338791381614e-16,-1.4357864343806955e-12,1.2001967813508768e-15,4.2433364142573649e-16,1.4215234786877608e-12,6.1814840643146580e-16,2.1854846498367376e-16,-3.0556136575401922e-17,7.9921153832897388e-17,2.8256394917747487e-17
3.8349519697141031e-02,6.4000000000000000e+02,1.5191771028125999e-14,7.7338086057428581e-16,2.7343142547598262e-16,-1.5215865571879740e-12,1.1523656038897004e-15,4.0742276645826901e-16,1.5063575357922540e-12,6.8623060306806515e-16,2.4261915644358143e-16,-3.7250367593753650e-17,7.9746722991717402e-17,2.8194724302424268e-17
3.8733014894112440e-02,5.9600000000000000e+02,1.3948967078433360e-14,7.1964120240360817e-16,2.5443158712041604e-16,-1.3900180278323814e-12,7.0945901618276112e-16,2.5083164065838344e-16,1.3760806708248795e-12,4.8952150145223607e-16,1.7307198660674823e-16,1.1610070931461903e-17,4.8073300911171201e-17,1.6996478534155295e-17
3.9116510091083849e-02,6.6400000000000000e+02,1.5292384637999465e-14,7.8368958023314813e-16,2.7707610826404898e-16,-1.5185067270007357e-12,8.6615674408474341e-16,3.0623265365639151e-16,1.5031782025296755e-12,4.9031785766902384e-16,1.7335354104731358e-16,-3.6139833060882729e-17,7.1137030549956723e-17,2.5150738347674497e-17
3.9500005288055258e-02,6.7200000000000000e+02,1.5256221596494635e-14,7.8194538127925122e-16,2.7645944081002946e-16,-1.5065883091169585e-12,6.5219381690568231e-16,2.3058533529097274e-16,1.4912938897408586e-12,2.4324159711561820e-16,8.5998891393549889e-17,-3.8197779605416622e-17,4.3081974384727596e-17,1.5231778117173009e-17
3.9883500485026674e-02,6.2000000000000000e+02,1.3848492946040818e-14,7.0416744595844157e-16,2.4896078806401288e-16,-1.3632485949576371e-12,9.1582183849631596e-16,3.2379191617973806e-16,1.3493981831775411e-12,5.0981396518043287e-16,1.8024645596134324e-16,-1.9188340552089556e-18,7.5123650724726991e-17,2.6560221427472072e-17
4.0266995681998083e-02,6.6400000000000000e+02,1.4616366580994393e-14,7.2386580342384776e-16,2.5592520913502553e-16,-1.4332558099917577e-12,1.0406626136519568e-15,3.6792979552030739e-16,1.4185988002153008e-12,5.9065595675790519e-16,2.0882841618587145e-16,-4.0643195462475250e-17,1.0396163947525045e-16,3.6755990128110326e-17
4.0650490878969492e-02,6.5600000000000000e+02,1.4243132240824642e-14,7.0815026279969095e-16,2.5036892646234860e-16,-1.3894582934729969e-12,1.0950507197181281e-15,3.8715889482794891e-16,1.3751624139369563e-12,7.0828827207488575e-16,2.5041772010952703e-16,-5.2747295215783842e-17,8.4437588762788039e-17,2.9853195800604220e-17
4.1033986075940901e-02,6.8000000000000000e+02,1.4551304464084359e-14,6.9341983797735715e-16,2.4516093482153314e-16,-1.4137250436105411e-12,1.0279825153604106e-15,3.6344670377627525e-16,1.3991797246868438e-12,5.8263208940045948e-16,2.0599155067597583e-16,5.9855403867610868e-18,4.9273620704746336e-17,1.7420855666970002e-17
4.1417481272912310e-02,6.9200000000000000e+02,1.4615010105043731e-14,7.3129498304693609e-16,2.5855182078009488e-16,-1.4120451947751442e-12,6.2608149658143373e-16,2.2135323590407702e-16,1.3973879818846117e-12,5.2152541734692879e-16,1.8438707958357882e-16,-4.2202785488733318e-17,6.0029677855556640e-17,2.1223696142054011e-17
4.1800976469883719e-02,6.7200000000000000e+02,1.3970611266286552e-14,6.8094368471008327e-16,2.4074994853232712e-16,-1.3461250957528363e-12,6.1569055360623054e-16,2.1767948278373257e-16,1.3321227858666048e-12,7.8357247682919171e-16,2.7703470595853017e-16,-3.1698619945045932e-17,5.5923365109165779e-17,1.9771895347731144e-17
4.2184471666855135e-02,7.2000000000000000e+02,1.4796499939203692e-14,7.4493726206778679e-16,2.6337509478333615e-16,-1.4157050834849905e-12,7.2497815400988405e-16,2.5631848445624712e-16,1.4009164891238293e-12,2.3188838037290880e-16,8.1984923120024658e-17,7.9055780426465421e-18,9.0532325464845177e-17,3.2008010626389790e-17
4.2567966863826544e-02,6.6800000000000000e+02,1.3541787789470944e-14,6.5416187420191980e-16,2.3128114862093937e-16,-1.2903167575815532e-12,8.9442052453378138e-16,3.1622540906513278e-16,1.2767962213122253e-12,5.3100162601059004e-16,1.8773742528658561e-16,2.1251520143192279e-17,8.6522976459298202e-17,3.0590491691406884e-17
4.2951462060797953e-02,7.0400000000000000e+02,1.4068775129691080e-14,6.7533090222510486e-16,2.3876553025410048e-16,-1.3360583054722284e-12,8.0877430877018728e-16,2.8594489909043102e-16,1.3220271629446204e-12,3.4743988550877722e-16,1.2283854954896703e-16,3.7632602083068579e-17,1.2932418963373825e-16,4.5723005730735663e-17
4.3334957257769362e-02,7.0400000000000000e+02,1.3860412530373794e-14,6.5459899249141849e-16,2.3143569327428192e-16,-1.3125637753599778e-12,8.5194090886567366e-16,3.0120659691457413e-16,1.2986494542325796e-12,4.8128941435264929e-16,1.7016150430103018e-16,-5.3908597024183535e-17,6.3128571722466694e-17,2.2319320575788762e-17
4.3718452454740771e-02,7.1600000000000000e+02,1.3919275946684555e-14,6.7735247127119916e-16,2.3948026284466551e-16,-1.3117739820218599e-12,9.2608723564201261e-16,3.2742128214638562e-16,1.2978213100019682e-12,4.5670837578470319e-16,1.6147079477102880e-16,-3.3396073207069862e-17,6.2419436392303434e-17,2.2068603375420060e-17
4.4101947651712187e-02,7.4400000000000000e+02,1.4268890321152680e-14,6.9331522004583860e-16,2.4512394679712790e-16,-1.3394236981294592e-12,1.1544280020942964e-15,4.0815193433625740e-16,1.3251061709227595e-12,5.4238781167304848e-16,1.9176304983347230e-16,-4.8636885547058182e-17,5.0425253674167625e-17,1.7828019408027900e-17
4.4485442848683596e-02,7.2800000000000000e+02,1.3797792310771665e-14,6.7053281392147810e-16,2.3706914986598730e-16,-1.2878555243080040e-12,6.7533839335714662e-16,2.3876817876923318e-16,1.2740392731662824e-12,4.3426985651152862e-16,1.5353758020210542e-16,-1.8458830950051341e-17,6.2559704967096899e-17,2.2118195805631978e-17
4.4868938045655005e-02,7.2800000000000000e+02,1.3606041416131757e-14,6.6093698337676742e-16,2.3367651144134632e-16,-1.2662757467572978e-12,8.7006655250423597e-16,3.0761497967967324e-16,1.2526505739862230e-12,3.5256260379071920e-16,1.2464970396660175e-16,-1.9131354943226203e-17,7.8765066821107201e-17,2.7847656434908221e-17
4.5252433242626414e-02,7.2400000000000000e+02,1.3335299503148119e-14,6.3785047466237001e-16,2.2551419800840998e-16,-1.2381818055504032e-12,8.9585551242784461e-16,3.1673275390053913e-16,1.2248146907274639e-12,3.7876990008777774e-16,1.3391538243070935e-16,-3.1815319791143402e-17,1.1174035807058627e-16,3.9506182461962258e-17
4.5635928439597823e-02,7.3600000000000000e+02,1.3392344668925183e-14,6.3937854977822064e-16,2.2605445414670014e-16,-1.2382660554001148e-12,5.8571198931470750e-16,2.0708045973334615e-16,1.2249100394342024e-12,2.9752494219820494e-16,1.0519095210024314e-16,3.6328703012843383e-17,6.3203176597337026e-17,2.2345697382253956e-17
4.6019423636569232e-02,7.7600000000000000e+02,1.3940798889965566e-14,6.5375750655720122e-16,2.3113818306910287e-16,-1.2842073877738131e-12,9.8621374111159852e-16,3.4867921201968273e-16,1.2702530008128866e-12,4.4750938371721845e-16,1.5821845993552895e-16,-1.3588070961032009e-17,7.2997877071307583e-17,2.5808646944671792e-17
4.6402918833540648e-02,7.7200000000000000e+02,1.3673521029694284e-14,6.3701552955111917e-16,2.2521900033336796e-16,-1.2558017028530997e-12,8.7418385432605398e-16,3.0907066569887287e-16,1.2421587528645139e-12,6.9920972039576809e-16,2.4720796738169872e-16,3.0571041108216089e-17,7.4954184692315479e-17,2.6500306137122595e-17
4.6786414030512057e-02,7.6800000000000000e+02,1.3442835253016700e-14,6.1286518004362827e-16,2.1668056238098194e-16,-1.2287280504057071e-12,5.4174749644831592e-16,1.9153666421471962e-16,1.2153192993958994e-12,3.6811475157006228e-16,1.3014821854499616e-16,3.4084243208843962e-17,7.5785773749396797e-17,2.6794317267833958e-17
4.7169909227483466e-02,7.9200000000000000e+02,1.3697274796437425e-14,6.5698183975838161e-16,2.3227815700478269e-16,-1.2465582042366239e-12,7.2152660312784092e-16,2.5509817693909557e-16,1.2328269890645261e-12,2.6644951703005949e-16,9.4204130167917761e-17,-3.3940375660408166e-17,7.2345543025590691e-17,2.5578012031009155e-17
4.7553404424454875e-02,7.6000000000000000e+02,1.2967713664887626e-14,5.9245572503178858e-16,2.0946473036138514e-16,-1.1771360321341885e-12,8.5533645193170160e-16,3.0240710267847381e-16,1.1641822307094531e-12,4.6025037380810450e-16,1.6272308018167701e-16,1.3912240152503235e-17,4.9751737020982873e-17,1.7589895311673394e-17
4.7936899621426284e-02,7.8000000000000000e+02,1.3151438941792042e-14,6.1771282670969668e-16,2.1839446429616861e-16,-1.1888649166080231e-12,6.5631771041154183e-16,2.3204335182241498e-16,1.1757077835048776e-12,3.2727736458203965e-16,1.1571002191241112e-16,-5.6941613536572498e-18,4.4524715119128192e-17,1.5741863995567369e-17
