time,E_K_mean,psi2_mean,dissipation_mean,production_mean,length_mean,E_K_sem,psi2_sem,dissipation_sem,production_sem,length_sem
2.0267008000000000e+07,1.3051746461489431e+05,7.1472036077621684e+04,9.0553107737916294e-10,9.1572007649138104e-10,6.2951833848255310e+03,1.2805111935556511e+02,1.9764752346335499e+04,4.8490564627017795e-11,5.2630046061393213e-11,7.0070890232955719e+02
2.0283392000000000e+07,1.3061941834775633e+05,7.1536787169805859e+04,9.0890367250350332e-10,9.0819157229455632e-10,6.2871162869907575e+03,9.8504437897998287e+01,1.9740412221283343e+04,4.9991772864139458e-11,5.7107709589474262e-11,6.9469312403088861e+02
2.0299776000000000e+07,1.3060292214506844e+05,7.1547922907511063e+04,9.0166059567798642e-10,9.0601663698482065e-10,6.3166917657738895e+03,1.0631793143473571e+02,1.9673541593917813e+04,4.6688023964890312e-11,4.7819334642990806e-11,7.0313708800941311e+02
2.0316160000000000e+07,1.3044407718287325e+05,7.1627069849595864e+04,8.9634518110478919e-10,9.0800606928340704e-10,6.3420266360972646e+03,1.2792350695499309e+02,1.9611188709463244e+04,4.6074551427065168e-11,4.5294881621917921e-11,7.0095392662479287e+02
2.0332544000000000e+07,1.3053542267092146e+05,7.1707072192979642e+04,8.9418747519393809e-10,9.0526499299773059e-10,6.3527194156929800e+03,9.2113115486374326e+01,1.9552572391020902e+04,4.7863810515146623e-11,4.9183544120259791e-11,6.9180715879766660e+02
2.0348928000000000e+07,1.3033236556564440e+05,7.1818320248756441e+04,9.0243056167711983e-10,9.0925411424701228e-10,6.3321501615416464e+03,5.4083125051595502e+01,1.9543743696961952e+04,4.8561818635771446e-11,5.4085855377210175e-11,6.8930446798151854e+02
2.0365312000000000e+07,1.3060062904081293e+05,7.1848109383874049e+04,9.0023133204876408e-10,9.0352764135949689e-10,6.3400679543798433e+03,1.3396366123644103e+02,1.9546377443463516e+04,5.0832353126123080e-11,5.5408542448630185e-11,6.8115940274969842e+02
2.0381696000000000e+07,1.3038981970283846e+05,7.1871908372167352e+04,9.0408226210736139e-10,9.0988059738363005e-10,6.3300772638849185e+03,1.2287402115815884e+02,1.9539201290376284e+04,5.1204100664794612e-11,5.7519348245028795e-11,6.8144156015522447e+02
2.0398080000000000e+07,1.3054053811303659e+05,7.1914014960002547e+04,9.0301883795708170e-10,9.1881143356025682e-10,6.3288163009639975e+03,9.5989169482406439e+01,1.9583512792329315e+04,5.2827754953051655e-11,6.2865983491837572e-11,6.7391584332274465e+02
2.0414464000000000e+07,1.3068093887890743e+05,7.2081833260678846e+04,9.0808433538906027e-10,9.3059691458939321e-10,6.3197324777113081e+03,6.8708635034640039e+01,1.9622175222805563e+04,5.2914863604979321e-11,5.7919239427813030e-11,6.7406547846709282e+02
2.0430848000000000e+07,1.3066403240186004e+05,7.2251740110144572e+04,9.1106634557295740e-10,9.2752072909876146e-10,6.3232440820673510e+03,1.0497875903842532e+02,1.9613466867711439e+04,5.2157556719662754e-11,5.4368684694444663e-11,6.8012806062481525e+02
2.0447232000000000e+07,1.3066224625942088e+05,7.2277816784928698e+04,9.1125606066643175e-10,9.0914224813828447e-10,6.3301216868762103e+03,6.1870659937737983e+01,1.9559355017937000e+04,5.1651554086157642e-11,4.7267882440624120e-11,6.8164009807597915e+02
2.0463616000000000e+07,1.3052247781401561e+05,7.2249467826488966e+04,9.1693720298455314e-10,9.0133730337133845e-10,6.3155767582563058e+03,1.0395604244866769e+02,1.9465062733248105e+04,5.2307814809825959e-11,4.0660888722895672e-11,6.7437017594853535e+02
2.0480000000000000e+07,1.3065946807795229e+05,7.2088274772632605e+04,9.1124814823937012e-10,8.9078050851518081e-10,6.3348035226730226e+03,1.7694036650843202e+02,1.9332178791458027e+04,4.9309690171160074e-11,3.2815221157437089e-11,6.7825724610057568e+02
2.0496384000000000e+07,1.3049233948349612e+05,7.1950564334014154e+04,9.1470309522741386e-10,8.9451647463392434e-10,6.3207832361605606e+03,9.0356551381220854e+01,1.9199299351204147e+04,4.8997617862396269e-11,3.6130212282378131e-11,6.6822556123736433e+02
2.0512768000000000e+07,1.3084893783386917e+05,7.1803721278853220e+04,9.1593052241287571e-10,9.0918463491672341e-10,6.3172196651481408e+03,8.3654159864230849e+01,1.9069609080635040e+04,4.8101338097036213e-11,3.6909913175185732e-11,6.6308173206428103e+02
