sample,noise_seed,frame,step,time,psi_mean,psi_std,psi_rms,psi_min,psi_max,sine2d_amplitude
000,1698502130,41,504000,2016000.0,-2.1081708909440364e-20,0.010641512219344429,0.010641512219344429,-0.022745956819398963,0.02189504537742296,0.02029405748143091
000,1698502130,42,516000,2064000.0,-2.183462708477752e-20,0.010230504584382401,0.010230504584382401,-0.021634387750228568,0.021201983940486363,0.01949367274396176
000,1698502130,43,528000,2112000.0,1.3928986243737382e-20,0.009837270204699515,0.009837270204699515,-0.020646495815757244,0.020249091385361608,0.01872841663239752
000,1698502130,44,540000,2160000.0,-2.5599217961463298e-20,0.009458551028247768,0.009458551028247768,-0.01991019209043562,0.019714258706535374,0.017989049655579792
000,1698502130,45,552000,2208000.0,-1.279960898073165e-19,0.00909270696155423,0.00909270696155423,-0.019104881791314556,0.01911485975363822,0.017278879231908423
000,1698502130,46,564000,2256000.0,-7.228014483236696e-20,0.008742805623017056,0.008742805623017056,-0.018465013354429106,0.01855874639721849,0.016600572464735414
000,1698502130,47,576000,2304000.0,-1.144435626512477e-19,0.008408071951941739,0.008408071951941739,-0.017907041319753313,0.01799124031496363,0.015947122154776987
000,1698502130,48,588000,2352000.0,8.282099928708714e-20,0.00808611455338363,0.00808611455338363,-0.017185068608087634,0.017408112065621865,0.015331770958349287
000,1698502130,49,600000,2400000.0,9.938519914450457e-20,0.0077792548708770035,0.0077792548708770035,-0.01660380356794669,0.016793356589832106,0.014744459171759027
001,373504527,0,12000,48000.0,-1.8070036208091741e-19,0.04878610005675966,0.04878610005675966,-0.09794030712197542,0.0978710783541949,0.09741286155664278
001,373504527,1,24000,96000.0,6.023345402697247e-20,0.047344868977970425,0.047344868977970425,-0.0954215920188029,0.09508278200212636,0.09445337669243163
001,373504527,2,36000,144000.0,-8.432683563776146e-20,0.045877560842052065,0.045877560842052065,-0.09247493492784155,0.09282275131667417,0.09144473249622277
001,373504527,3,48000,192000.0,0.0,0.04440575212409079,0.04440575212409079,-0.08961035391468287,0.08969402778678248,0.08843380013922665
001,373504527,4,60000,240000.0,-1.2046690805394494e-19,0.04295373364206115,0.04295373364206115,-0.086236334740111,0.08718937780353386,0.08545628379168704
001,373504527,5,72000,288000.0,-1.5660698047012842e-19,0.0415242082219331,0.0415242082219331,-0.08339832760558247,0.08453481546332943,0.08256748391919749
001,373504527,6,84000,336000.0,8.432683563776146e-20,0.04013079194879423,0.04013079194879423,-0.08093406317071629,0.08166018279426016,0.07975956728276172
001,373504527,7,96000,384000.0,1.0842021724855044e-19,0.03878795346106608,0.03878795346106608,-0.07827144782828489,0.07817350203977305,0.07703910364530757
001,373504527,8,108000,432000.0,1.2046690805394494e-19,0.03746963720906907,0.03746963720906907,-0.07564710869778023,0.07531052602047142,0.07436899122712216
001,373504527,9,120000,480000.0,-7.228014483236696e-20,0.0361905923893833,0.0361905923893833,-0.07305009910485398,0.07298646280347601,0.07179044440326891
001,373504527,10,132000,528000.0,9.637352644315594e-20,0.03495478016362959,0.03495478016362959,-0.07049934994301235,0.07080154618157992,0.0692708810445639
001,373504527,11,144000,576000.0,4.818676322157797e-20,0.03373255975695992,0.03373255975695992,-0.06818849455450057,0.06850101658373008,0.066787514385991
001,373504527,12,156000,624000.0,-1.2046690805394494e-19,0.032559625774214486,0.032559625774214486,-0.06597944915684294,0.06598267384208656,0.06441705350394594
001,373504527,13,168000,672000.0,-7.830349023506421e-20,0.031425256742164946,0.031425256742164946,-0.06340003748173774,0.06365063085224212,0.062129168475557286
001,373504527,14,180000,720000.0,-3.0116727013486236e-20,0.030322233826842918,0.030322233826842918,-0.06091556717692177,0.06134407154978379,0.059911364320175804
001,373504527,15,192000,768000.0,0.0,0.029243944355149647,0.029243944355149647,-0.058618565850607256,0.05929684826571134,0.0577419440024175
001,373504527,16,204000,816000.0,-9.637352644315594e-20,0.028198427934072005,0.028198427934072005,-0.056401699017284174,0.05728140274264528,0.05565873082397068
001,373504527,17,216000,864000.0,-2.4093381610788986e-20,0.02720214538239122,0.02720214538239122,-0.05444974413386999,0.054752665187364075,0.0536986369446858
001,373504527,18,228000,912000.0,-4.818676322157797e-20,0.026255234144089323,0.026255234144089323,-0.05260015548989147,0.05273967199755909,0.0518042011040485
001,373504527,19,240000,960000.0,7.228014483236696e-20,0.025333776516840347,0.025333776516840347,-0.050666844659943214,0.05078484992276699,0.049949873190160886
001,373504527,20,252000,1008000.0,-9.637352644315594e-20,0.024433491601515606,0.024433491601515606,-0.04877662417383549,0.04816121973095957,0.04810998891908626
001,373504527,21,264000,1056000.0,4.818676322157797e-20,0.02355157269703792,0.02355157269703792,-0.047262606841409545,0.045898830767841674,0.046334343613987715
001,373504527,22,276000,1104000.0,2.4093381610788986e-20,0.022680852811945273,0.022680852811945273,-0.045666436942619744,0.044271263806640315,0.04459147983155944
001,373504527,23,288000,1152000.0,-1.2046690805394493e-20,0.021840131749724732,0.021840131749724732,-0.04402033474803544,0.04250137392328626,0.04291318152056182
001,373504527,24,300000,1200000.0,4.818676322157797e-20,0.021019928758532647,0.021019928758532647,-0.04248250340890284,0.04110278236616,0.04129549483787049
001,373504527,25,312000,1248000.0,0.0,0.020235127580306225,0.020235127580306225,-0.04086285450822256,0.0393913596892453,0.039755090124165615
001,373504527,26,324000,1296000.0,1.2046690805394493e-20,0.01947832506345031,0.01947832506345031,-0.03928125707091124,0.038106791481825796,0.03827784066357146
001,373504527,27,336000,1344000.0,0.0,0.018765062348090816,0.018765062348090816,-0.03786490670822835,0.03673736505185584,0.03686958732252928
001,373504527,28,348000,1392000.0,1.0842021724855044e-19,0.018077334509632306,0.018077334509632306,-0.03663965069689549,0.035385370887033814,0.035512053978174155
001,373504527,29,360000,1440000.0,-1.0842021724855044e-19,0.017418650922529002,0.017418650922529002,-0.0353140895836557,0.03418771493554957,0.03421425303203437
001,373504527,30,372000,1488000.0,-1.2046690805394493e-20,0.016783978289893926,0.016783978289893926,-0.03404200620587583,0.03298023837156587,0.03295576807493824
001,373504527,31,384000,1536000.0,7.228014483236696e-20,0.016169753776609837,0.016169753776609837,-0.032615117633007305,0.03179530763496039,0.031737083546740145
001,373504527,32,396000,1584000.0,-9.637352644315594e-20,0.015587035289100513,0.015587035289100513,-0.03131069184881458,0.030430775174303166,0.030572606948156476
001,373504527,33,408000,1632000.0,7.228014483236696e-20,0.015015189280121933,0.015015189280121933,-0.030280116250114075,0.02932810150823583,0.02942521463531117
001,373504527,34,420000,1680000.0,2.4093381610788986e-20,0.014459208621183049,0.014459208621183049,-0.029244050518818787,0.02819221758222578,0.028304954697482083
001,373504527,35,432000,1728000.0,-2.4093381610788986e-20,0.013921520930299084,0.013921520930299084,-0.028359892454534352,0.027172824558311996,0.027229967630424904
001,373504527,36,444000,1776000.0,-4.818676322157797e-20,0.013407832909178718,0.013407832909178718,-0.027325878406518626,0.026297994870617684,0.026210699403651887
001,373504527,37,456000,1824000.0,-4.818676322157797e-20,0.012913500770049295,0.012913500770049295,-0.02651431323613074,0.02525576154771494,0.025212911747921177
001,373504527,38,468000,1872000.0,2.4093381610788986e-20,0.012434102923028144,0.012434102923028144,-0.02562814526870674,0.024528458182121515,0.02423192187885956
001,373504527,39,480000,1920000.0,-3.614007241618348e-20,0.011958007599420936,0.011958007599420936,-0.024816994396159423,0.02362090562006214,0.023257164127015686
001,373504527,40,492000,1968000.0,-3.614007241618348e-20,0.011495916616247135,0.011495916616247135,-0.024034133774911055,0.02281049210573721,0.02232807392982535
001,373504527,41,504000,2016000.0,1.2046690805394493e-20,0.011050745087053952,0.011050745087053952,-0.023299912351812738,0.021874679603540812,0.0214441671864651
001,373504527,42,516000,2064000.0,-4.818676322157797e-20,0.010630605647531204,0.010630605647531204,-0.02266094837497972,0.02104397651330139,0.020614499859205087
001,373504527,43,528000,2112000.0,-1.2046690805394493e-20,0.010224205709072775,0.010224205709072775,-0.021833536204814655,0.020272076592485564,0.01981847362128043
001,373504527,44,540000,2160000.0,6.625679942966972e-20,0.009835841679101516,0.009835841679101516,-0.021157363276827622,0.019458313414982588,0.019051136106447635
001,373504527,45,552000,2208000.0,-2.4093381610788986e-20,0.009463632892051774,0.009463632892051774,-0.020404128109792277,0.01861469366927972,0.01830885693987479
001,373504527,46,564000,2256000.0,-1.2046690805394493e-20,0.00910575232339688,0.00910575232339688,-0.019644220387308644,0.017870000652781094,0.017584780917774975
001,373504527,47,576000,2304000.0,0.0,0.008757952313158478,0.008757952313158478,-0.01896538209862656,0.017103220415808466,0.016879754328794388
001,373504527,48,588000,2352000.0,-1.807003620809174e-20,0.008423850992260649,0.008423850992260649,-0.018189216380111985,0.016532057595931328,0.016199796679712452
001,373504527,49,600000,2400000.0,-6.023345402697247e-20,0.008100568402536494,0.008100568402536494,-0.01755352963545784,0.015910590526856408,0.015547564209956032
002,608706174,0,12000,48000.0,1.5660698047012842e-19,0.048792660544772985,0.048792660544772985,-0.09796060581810091,0.09780192906788926,0.0974463565670445
002,608706174,1,24000,96000.0,3.0116727013486233e-21,0.047383630961906634,0.047383630961906634,-0.09498684097490391,0.09506778156308801,0.09452795647336802
002,608706174,2,36000,144000.0,-3.57636133285149e-20,0.04592189122003659,0.04592189122003659,-0.09191301302885356,0.09214349989161125,0.09154585665394913
002,608706174,3,48000,192000.0,6.32451267283211e-20,0.04447303132106306,0.04447303132106306,-0.08947794057216298,0.08927208325328392,0.0885704569500563
002,608706174,4,60000,240000.0,-5.421010862427522e-20,0.04301772041904377,0.04301772041904377,-0.08663282865671064,0.08687605580480967,0.08562749124145082
002,608706174,5,72000,288000.0,5.421010862427522e-20,0.04158432792459215,0.04158432792459215,-0.08357369712068265,0.08378705786747667,0.08270425189566641
002,608706174,6,84000,336000.0,-2.4093381610788986e-20,0.0401847319416784,0.0401847319416784,-0.08057455499170853,0.0807642609486489,0.07984775883107081
002,608706174,7,96000,384000.0,1.807003620809174e-20,0.038803346989015663,0.038803346989015663,-0.07782749435379331,0.07789611141154663,0.07701863744631973
002,608706174,8,108000,432000.0,-3.0116727013486236e-20,0.037469149341208034,0.037469149341208034,-0.07542033365046794,0.07527610218262147,0.07431008077451629
002,608706174,9,120000,480000.0,-3.0116727013486233e-21,0.0361706778186962,0.0361706778186962,-0.07320340877154494,0.07249052287279834,0.07166121177024237
002,608706174,10,132000,528000.0,4.818676322157797e-20,0.034900564382958854,0.034900564382958854,-0.07085875683496878,0.06973928583434416,0.06907972384060904
002,608706174,11,144000,576000.0,-5.421010862427522e-20,0.033659372872721055,0.033659372872721055,-0.06848119959950526,0.06715760059500328,0.06655925337808913
002,608706174,12,156000,624000.0,-1.2046690805394493e-20,0.032457879038980335,0.032457879038980335,-0.06604983815983316,0.06451756215739463,0.0641049781531527
002,608706174,13,168000,672000.0,-4.818676322157797e-20,0.03127465293878392,0.03127465293878392,-0.06387510027683925,0.06252933924835398,0.06171146023578072
002,608706174,14,180000,720000.0,6.0233454026972465e-21,0.030140968765217404,0.030140968765217404,-0.06156708008178103,0.06027484455603473,0.05944191379374903
002,608706174,15,192000,768000.0,-3.614007241618348e-20,0.0290488488902504,0.0290488488902504,-0.05939438149353574,0.058021878514217334,0.05723197559212425
002,608706174,16,204000,816000.0,7.228014483236696e-20,0.027984415305770467,0.027984415305770467,-0.05737970593871265,0.0558892289824906,0.05509766686334269
002,608706174,17,216000,864000.0,4.216341781888073e-20,0.026948987974861734,0.026948987974861734,-0.05581558125247486,0.05387570687252028,0.05301253169206577
002,608706174,18,228000,912000.0,6.023345402697247e-20,0.025930906611003463,0.025930906611003463,-0.053949064417308346,0.05164309381974861,0.050987314345248856
002,608706174,19,240000,960000.0,-7.228014483236696e-20,0.024954452264616032,0.024954452264616032,-0.05184899407006681,0.04964724678094209,0.049054019022949216
002,608706174,20,252000,1008000.0,0.0,0.024043472155493923,0.024043472155493923,-0.05015259247491151,0.04779221705310874,0.04725770800185984
002,608706174,21,264000,1056000.0,3.614007241618348e-20,0.023173974835462314,0.023173974835462314,-0.048466289034734426,0.04612970365471416,0.045526388991852025
002,608706174,22,276000,1104000.0,-3.614007241618348e-20,0.022335008236222132,0.022335008236222132,-0.046596001502714736,0.044479095074491805,0.043848826740187356
002,608706174,23,288000,1152000.0,4.818676322157797e-20,0.02152093898739126,0.02152093898739126,-0.04504418715713388,0.042841343419345264,0.04222555455112608
002,608706174,24,300000,1200000.0,-4.818676322157797e-20,0.02071723985844913,0.02071723985844913,-0.04327902405133693,0.041163356831338586,0.040626459440600976
002,608706174,25,312000,1248000.0,-1.2046690805394493e-20,0.019946101121991296,0.019946101121991296,-0.04128412787253083,0.039508329185562914,0.03911043435764488
002,608706174,26,324000,1296000.0,2.4093381610788986e-20,0.01920348850454178,0.01920348850454178,-0.039913649502352,0.03809672583608142,0.03765253676892603
002,608706174,27,336000,1344000.0,1.2046690805394493e-20,0.0184958310550392,0.0184958310550392,-0.03829890316857613,0.03688248831128759,0.03625510749695897
002,608706174,28,348000,1392000.0,-3.614007241618348e-20,0.017817257194500995,0.017817257194500995,-0.036767634340165105,0.03535726599394539,0.03490916844853033
002,608706174,29,360000,1440000.0,6.023345402697247e-20,0.01716755657299127,0.01716755657299127,-0.03511867259157969,0.034331555422789116,0.03362988196563631
002,608706174,30,372000,1488000.0,-3.614007241618348e-20,0.016543694048551594,0.016543694048551594,-0.03378133928570946,0.03318067484425619,0.032368574653527174
002,608706174,31,384000,1536000.0,-4.818676322157797e-20,0.015934005979362613,0.015934005979362613,-0.03246145289712027,0.03216697456760988,0.031144731887050726
002,608706174,32,396000,1584000.0,2.4093381610788986e-20,0.015343199294732886,0.015343199294732886,-0.031061754190144043,0.030983805898301554,0.029957256561789936
002,608706174,33,408000,1632000.0,-6.023345402697247e-20,0.014774968233462827,0.014774968233462827,-0.02973222759144403,0.030032450853692376,0.028816801543935688
002,608706174,34,420000,1680000.0,-4.818676322157797e-20,0.01422453011574134,0.01422453011574134,-0.028660493763974063,0.029053637493040727,0.02770339314672523
002,608706174,35,432000,1728000.0,1.2046690805394494e-19,0.013686700435821141,0.013686700435821141,-0.027591751462619142,0.02808620077154731,0.02662834322585581
002,608706174,36,444000,1776000.0,4.818676322157797e-20,0.013173298810203495,0.013173298810203495,-0.026705725834044052,0.027055520411381324,0.025607733493443963
002,608706174,37,456000,1824000.0,2.4093381610788986e-20,0.012675515172771696,0.012675515172771696,-0.025424200511516865,0.02614650744461195,0.024625326314592116
002,608706174,38,468000,1872000.0,0.0,0.01220605298281339,0.01220605298281339,-0.024459683048397952,0.025319722909639568,0.023697043025928944
002,608706174,39,480000,1920000.0,-4.818676322157797e-20,0.011751172414595236,0.011751172414595236,-0.023697426858197496,0.02435442285902062,0.022791965781426646
002,608706174,40,492000,1968000.0,-3.614007241618348e-20,0.011310174714343415,0.011310174714343415,-0.022969709245145836,0.023465177788351506,0.021914876073878622
002,608706174,41,504000,2016000.0,3.614007241618348e-20,0.010891758576522272,0.010891758576522272,-0.02213565269678524,0.022703409985493493,0.021084568646932294
002,608706174,42,516000,2064000.0,1.2046690805394493e-20,0.010493796385270383,0.010493796385270383,-0.021296580264116145,0.021970482947678335,0.020287823554279962
002,608706174,43,528000,2112000.0,0.0,0.010102819189377847,0.010102819189377847,-0.02055144136541046,0.021071207205212966,0.01948752366521013
002,608706174,44,540000,2160000.0,0.0,0.009720992278610658,0.009720992278610658,-0.019632507559226648,0.020280183690706204,0.018715280676957224
002,608706174,45,552000,2208000.0,-4.818676322157797e-20,0.009352791781069732,0.009352791781069732,-0.018847689360562372,0.019563229060299312,0.017971261317117897
002,608706174,46,564000,2256000.0,8.432683563776146e-20,0.008995968694443619,0.008995968694443619,-0.018113023294825517,0.018741361315460187,0.01724256216343383
002,608706174,47,576000,2304000.0,-3.614007241618348e-20,0.008651885743822798,0.008651885743822798,-0.017374297387264922,0.018066753794983088,0.01655266968618245
002,608706174,48,588000,2352000.0,-2.4093381610788986e-20,0.008323294305418234,0.008323294305418234,-0.01656296553076021,0.017373845723270897,0.015898572617148433
002,608706174,49,600000,2400000.0,-4.818676322157797e-20,0.008006614352111396,0.008006614352111396,-0.016005039086421646,0.016688400433237913,0.015269155470923316
003,976332929,0,12000,48000.0,1.4456028966473392e-19,0.04879332734805799,0.04879332734805799,-0.09792022848954134,0.0977794250364695,0.09744136487724264
003,976332929,1,24000,96000.0,-1.5058363506743118e-20,0.047369647073380095,0.047369647073380095,-0.09489175615393464,0.09511292851507823,0.09449409150175808
003,976332929,2,36000,144000.0,-9.637352644315594e-20,0.04590020869967008,0.04590020869967008,-0.09226077427090393,0.09251307640448814,0.09148561298871076
003,976332929,3,48000,192000.0,-3.614007241618348e-20,0.044435160909826674,0.044435160909826674,-0.08949384828176743,0.08958717260086049,0.08846151456088577
003,976332929,4,60000,240000.0,-9.035018104045871e-20,0.04296335582938287,0.04296335582938287,-0.08646559334472673,0.08636805789653085,0.08544971201522095
003,976332929,5,72000,288000.0,3.614007241618348e-20,0.041514779749246576,0.041514779749246576,-0.08320502299742491,0.08393748287416826,0.08250655557424505
003,976332929,6,84000,336000.0,7.228014483236696e-20,0.0400994197457464,0.0400994197457464,-0.0800731989578718,0.08065885422514353,0.07966005341767869
003,976332929,7,96000,384000.0,0.0,0.03872823844870772,0.03872823844870772,-0.0772334796381745,0.07788709617466684,0.0769098434691248
003,976332929,8,108000,432000.0,6.0233454026972465e-21,0.03742119003189471,0.03742119003189471,-0.07461780917150808,0.07556951282121911,0.07429074275737375
003,976332929,9,120000,480000.0,-1.807003620809174e-20,0.03615314764504882,0.03615314764504882,-0.0720565853867281,0.07333708503752745,0.07170373880594899
003,976332929,10,132000,528000.0,5.722178132562385e-20,0.03491809651127765,0.03491809651127765,-0.06957192705978424,0.07051147014929933,0.06918326952596392
003,976332929,11,144000,576000.0,3.312839971483486e-20,0.033721021643551764,0.033721021643551764,-0.06712662113152158,0.06809605499910715,0.0667405664090539
003,976332929,12,156000,624000.0,-4.5175090520229353e-20,0.03256680264462971,0.03256680264462971,-0.06526210728543486,0.0658953490079116,0.06437272028543065
003,976332929,13,168000,672000.0,-9.03501810404587e-21,0.03143126724060336,0.03143126724060336,-0.06287291560733385,0.06336572663109076,0.06203070301563772
003,976332929,14,180000,720000.0,8.583267198843576e-20,0.03030345836852962,0.03030345836852962,-0.06056666042916037,0.06150618368849688,0.05971898403322124
003,976332929,15,192000,768000.0,1.310077625086651e-19,0.029205693216148843,0.029205693216148843,-0.0586661690193387,0.05933630173628876,0.05749674115786902
003,976332929,16,204000,816000.0,2.4093381610788986e-20,0.02815494902638009,0.02815494902638009,-0.05698775698641669,0.057132059608272445,0.05537760364309304
003,976332929,17,216000,864000.0,1.9425288923698622e-19,0.027154079950174884,0.027154079950174884,-0.05529152438030198,0.055519932883853124,0.05334240343967683
003,976332929,18,228000,912000.0,-1.6564199857417428e-19,0.026183980662745226,0.026183980662745226,-0.05329080442983912,0.05375501136951419,0.05139663128292807
003,976332929,19,240000,960000.0,-8.131516293641283e-20,0.02525512975294007,0.02525512975294007,-0.051322248268737436,0.051719643433092134,0.0495367400032867
003,976332929,20,252000,1008000.0,1.7618285302889447e-19,0.024346148710184392,0.024346148710184392,-0.04963062470162603,0.0498803935909361,0.04771941539887675
003,976332929,21,264000,1056000.0,1.3853694426203667e-19,0.02347187305239583,0.02347187305239583,-0.04769877522058501,0.04781197265253766,0.045984649084100424
003,976332929,22,276000,1104000.0,-3.0116727013486233e-21,0.022634570064107084,0.022634570064107084,-0.04594793209453027,0.04594556295846839,0.044303388023631936
003,976332929,23,288000,1152000.0,-8.583267198843576e-20,0.021814644485551805,0.021814644485551805,-0.04451163030948617,0.044622723664192995,0.04266296812229323
003,976332929,24,300000,1200000.0,-2.0140561190268919e-19,0.021027951535022953,0.021027951535022953,-0.04278300825306974,0.042788134185651125,0.04108893997408249
003,976332929,25,312000,1248000.0,3.614007241618348e-20,0.02026762566992824,0.02026762566992824,-0.040818254586944935,0.041402691504795905,0.03956602521019619
003,976332929,26,324000,1296000.0,7.830349023506421e-20,0.019533704220544203,0.019533704220544203,-0.03897782201254582,0.040046742656515394,0.03808475749526009
003,976332929,27,336000,1344000.0,-9.637352644315594e-20,0.018826141183037996,0.018826141183037996,-0.03774692321571619,0.03866277466491422,0.036654127089533736
003,976332929,28,348000,1392000.0,1.2046690805394493e-20,0.018132070477862992,0.018132070477862992,-0.03634791932628937,0.0372793208047796,0.03523653575309432
003,976332929,29,360000,1440000.0,1.807003620809174e-20,0.017454544005126988,0.017454544005126988,-0.03491613646111756,0.035706813406400674,0.03385603473265598
003,976332929,30,372000,1488000.0,1.264902534566422e-19,0.01678885767680906,0.01678885767680906,-0.033353201732205885,0.034466476682983145,0.032517132582794143
003,976332929,31,384000,1536000.0,6.625679942966972e-20,0.016151820450365385,0.016151820450365385,-0.03190837045700844,0.03324295084118013,0.031242775538870546
003,976332929,32,396000,1584000.0,-4.818676322157797e-20,0.015538762544186388,0.015538762544186388,-0.030729352401762222,0.03185596934297141,0.030030084660531142
003,976332929,33,408000,1632000.0,-1.0842021724855044e-19,0.014961426579048025,0.014961426579048025,-0.0295849512509919,0.030680429525172637,0.028886982284975948
003,976332929,34,420000,1680000.0,-1.2046690805394493e-20,0.014407885159159061,0.014407885159159061,-0.028379215744533594,0.02949043981448316,0.02777540095272723
003,976332929,35,432000,1728000.0,-4.818676322157797e-20,0.013870620017061753,0.013870620017061753,-0.027336597970342998,0.0283316613689378,0.026680922693606442
